Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,9053,1940,12,7.9,27,Y
IDCJAC0008,9053,1941,01,14.4,14,Y
IDCJAC0008,9053,1941,02,13.6,15,Y
IDCJAC0008,9053,1941,03,7.2,24,Y
IDCJAC0008,9053,1943,11,5.5,18,Y
IDCJAC0008,9053,1943,12,9.9,31,Y
IDCJAC0008,9053,1944,01,7.7,22,Y
IDCJAC0008,9053,1944,02,11.1,07,Y
IDCJAC0008,9053,1944,03,6.7,28,Y
IDCJAC0008,9053,1944,04,5.4,06,Y
IDCJAC0008,9053,1944,05,1.6,20,Y
IDCJAC0008,9053,1944,06,4.8,16,Y
IDCJAC0008,9053,1944,07,1.3,06,Y
IDCJAC0008,9053,1944,08,3.4,06,Y
IDCJAC0008,9053,1944,09,2.9,10,Y
IDCJAC0008,9053,1944,10,4.9,01,Y
IDCJAC0008,9053,1944,11,5.6,20,Y
IDCJAC0008,9053,1944,12,7.4,27,Y
IDCJAC0008,9053,1945,01,8.8,08,Y
IDCJAC0008,9053,1945,02,12.3,25,Y
IDCJAC0008,9053,1945,03,11.3,22,Y
IDCJAC0008,9053,1945,04,8.2,30,Y
IDCJAC0008,9053,1945,05,5.1,18,Y
IDCJAC0008,9053,1945,06,5.1,14,Y
IDCJAC0008,9053,1945,07,3.9,19,Y
IDCJAC0008,9053,1945,08,6.2,26,Y
IDCJAC0008,9053,1945,09,3.2,29,Y
IDCJAC0008,9053,1945,10,6.3,25,Y
IDCJAC0008,9053,1945,11,6.0,03,Y
IDCJAC0008,9053,1945,12,10.6,09,Y
IDCJAC0008,9053,1946,03,12.2,12,Y
IDCJAC0008,9053,1946,07,8.9,21,Y
IDCJAC0008,9053,1946,10,12.1,02,Y
IDCJAC0008,9053,1946,11,18.9,19,Y
IDCJAC0008,9053,1947,04,9.4,26,Y
IDCJAC0008,9053,1947,05,7.6,06,Y
IDCJAC0008,9053,1948,03,16.6,06,Y
IDCJAC0008,9053,1948,04,14.4,08,Y
IDCJAC0008,9053,1948,07,6.7,25,Y
IDCJAC0008,9053,1948,08,1.2,03,Y
IDCJAC0008,9053,1950,07,0.8,11,Y
IDCJAC0008,9053,1950,09,13.9,12,Y
IDCJAC0008,9053,1950,10,16.9,04,Y
IDCJAC0008,9053,1950,11,13.7,21,Y
IDCJAC0008,9053,1951,02,21.0,27,Y
IDCJAC0008,9053,1951,09,6.7,26,Y
IDCJAC0008,9053,1952,01,15.6,10,Y
IDCJAC0008,9053,1952,10,22.7,15,Y
IDCJAC0008,9053,1953,03,12.7,20,Y
IDCJAC0008,9053,1953,04,4.6,02,Y
IDCJAC0008,9053,1953,05,4.4,12,Y
IDCJAC0008,9053,1953,06,5.8,12,Y
IDCJAC0008,9053,1953,07,2.8,21,Y
IDCJAC0008,9053,1953,08,3.6,14,Y
IDCJAC0008,9053,1953,09,3.5,09,Y
IDCJAC0008,9053,1953,10,5.6,21,Y
IDCJAC0008,9053,1953,11,7.1,04,Y
IDCJAC0008,9053,1953,12,8.3,21,Y
IDCJAC0008,9053,1954,04,18.3,21,Y
IDCJAC0008,9053,1954,09,10.7,18,Y
IDCJAC0008,9053,1956,04,21.6,08,Y
IDCJAC0008,9053,1956,11,20.5,25,Y
IDCJAC0008,9053,1964,05,-0.6,29,Y
IDCJAC0008,9053,1964,06,-0.9,02,Y
IDCJAC0008,9053,1964,07,5.1,02,Y
IDCJAC0008,9053,1964,08,3.7,10,Y
IDCJAC0008,9053,1964,09,2.4,14,Y
IDCJAC0008,9053,1964,10,4.7,07,Y
IDCJAC0008,9053,1964,11,6.0,22,Y
IDCJAC0008,9053,1964,12,9.2,07,Y
IDCJAC0008,9053,1965,01,9.4,18,Y
IDCJAC0008,9053,1965,02,9.6,03,Y
IDCJAC0008,9053,1965,03,8.6,17,Y
IDCJAC0008,9053,1965,04,9.1,20,Y
IDCJAC0008,9053,1965,05,4.4,14,Y
IDCJAC0008,9053,1965,06,4.8,21,Y
IDCJAC0008,9053,1965,07,2.8,16,Y
IDCJAC0008,9053,1965,08,4.9,15,Y
IDCJAC0008,9053,1965,09,3.1,15,Y
IDCJAC0008,9053,1965,10,4.6,18,Y
IDCJAC0008,9053,1965,11,7.2,01,Y
IDCJAC0008,9053,1965,12,9.1,06,Y
IDCJAC0008,9053,1966,01,11.5,25,Y
IDCJAC0008,9053,1966,02,10.7,28,Y
IDCJAC0008,9053,1966,03,7.1,13,Y
IDCJAC0008,9053,1966,04,5.9,26,Y
IDCJAC0008,9053,1966,05,2.2,30,Y
IDCJAC0008,9053,1966,06,1.4,28,Y
IDCJAC0008,9053,1966,07,4.1,09,Y
IDCJAC0008,9053,1966,08,0.9,09,Y
IDCJAC0008,9053,1966,09,3.1,15,Y
IDCJAC0008,9053,1966,10,4.6,29,Y
IDCJAC0008,9053,1966,11,7.9,10,Y
IDCJAC0008,9053,1966,12,9.8,10,Y
IDCJAC0008,9053,1967,01,13.9,20,Y
IDCJAC0008,9053,1967,02,12.8,22,Y
IDCJAC0008,9053,1967,03,5.3,16,Y
IDCJAC0008,9053,1967,04,4.2,04,Y
IDCJAC0008,9053,1967,05,6.8,19,Y
IDCJAC0008,9053,1967,06,6.1,04,Y
IDCJAC0008,9053,1967,07,2.9,08,Y
IDCJAC0008,9053,1967,08,1.8,17,Y
IDCJAC0008,9053,1967,09,5.1,10,Y
IDCJAC0008,9053,1967,10,7.4,05,Y
IDCJAC0008,9053,1967,11,7.9,18,Y
IDCJAC0008,9053,1967,12,9.7,25,Y
IDCJAC0008,9053,1968,01,12.4,09,Y
IDCJAC0008,9053,1968,02,11.1,24,Y
IDCJAC0008,9053,1968,03,6.2,28,Y
IDCJAC0008,9053,1968,04,4.2,27,Y
IDCJAC0008,9053,1968,05,2.3,27,Y
IDCJAC0008,9053,1968,06,0.6,21,Y
IDCJAC0008,9053,1968,07,3.4,19,Y
IDCJAC0008,9053,1968,08,1.6,28,Y
IDCJAC0008,9053,1968,09,4.4,30,Y
IDCJAC0008,9053,1968,10,2.8,06,Y
IDCJAC0008,9053,1968,11,4.3,01,Y
IDCJAC0008,9053,1968,12,8.7,16,Y
IDCJAC0008,9053,1969,01,9.7,20,Y
IDCJAC0008,9053,1969,02,10.6,12,Y
IDCJAC0008,9053,1969,03,7.3,27,Y
IDCJAC0008,9053,1969,04,6.4,18,Y
IDCJAC0008,9053,1969,05,6.8,23,Y
IDCJAC0008,9053,1969,06,4.4,02,Y
IDCJAC0008,9053,1969,07,0.8,11,Y
IDCJAC0008,9053,1969,08,0.6,27,Y
IDCJAC0008,9053,1969,09,1.1,06,Y
IDCJAC0008,9053,1969,10,5.0,02,Y
IDCJAC0008,9053,1969,11,5.0,03,Y
IDCJAC0008,9053,1969,12,10.9,11,Y
IDCJAC0008,9053,1970,01,10.9,16,Y
IDCJAC0008,9053,1970,02,12.8,18,Y
IDCJAC0008,9053,1970,03,9.6,17,Y
IDCJAC0008,9053,1970,04,4.4,22,Y
IDCJAC0008,9053,1970,05,5.6,27,Y
IDCJAC0008,9053,1970,06,0.5,29,Y
IDCJAC0008,9053,1970,07,4.1,14,Y
IDCJAC0008,9053,1970,08,3.3,11,Y
IDCJAC0008,9053,1970,09,4.4,25,Y
IDCJAC0008,9053,1970,10,5.3,20,Y
IDCJAC0008,9053,1970,11,6.7,27,Y
IDCJAC0008,9053,1970,12,7.2,04,Y
IDCJAC0008,9053,1971,01,10.4,15,Y
IDCJAC0008,9053,1971,02,10.1,19,Y
IDCJAC0008,9053,1971,03,11.5,30,Y
IDCJAC0008,9053,1971,04,3.6,29,Y
IDCJAC0008,9053,1971,05,3.2,03,Y
IDCJAC0008,9053,1971,06,2.4,23,Y
IDCJAC0008,9053,1971,07,1.8,26,Y
IDCJAC0008,9053,1971,08,2.5,09,Y
IDCJAC0008,9053,1971,09,3.6,27,Y
IDCJAC0008,9053,1971,10,3.5,26,Y
IDCJAC0008,9053,1971,11,5.7,01,Y
IDCJAC0008,9053,1971,12,6.8,06,Y
IDCJAC0008,9053,1972,01,14.4,20,Y
IDCJAC0008,9053,1972,02,13.9,01,Y
IDCJAC0008,9053,1972,03,8.1,25,Y
IDCJAC0008,9053,1972,04,5.2,10,Y
IDCJAC0008,9053,1972,05,6.4,09,Y
IDCJAC0008,9053,1972,06,1.2,29,Y
IDCJAC0008,9053,1972,07,3.7,06,Y
IDCJAC0008,9053,1972,08,1.7,10,Y
IDCJAC0008,9053,1972,09,3.4,21,Y
IDCJAC0008,9053,1972,10,2.4,05,Y
IDCJAC0008,9053,1972,11,6.4,02,Y
IDCJAC0008,9053,1972,12,12.4,15,Y
IDCJAC0008,9053,1973,01,13.5,31,Y
IDCJAC0008,9053,1973,02,9.8,23,Y
IDCJAC0008,9053,1973,03,10.5,19,Y
IDCJAC0008,9053,1973,04,7.8,05,Y
IDCJAC0008,9053,1973,05,4.6,15,Y
IDCJAC0008,9053,1973,06,2.4,25,Y
IDCJAC0008,9053,1973,07,3.3,10,Y
IDCJAC0008,9053,1973,08,3.5,16,Y
IDCJAC0008,9053,1973,09,4.9,20,Y
IDCJAC0008,9053,1973,10,3.8,01,Y
IDCJAC0008,9053,1973,11,6.5,05,Y
IDCJAC0008,9053,1973,12,5.4,03,Y
IDCJAC0008,9053,1974,01,10.5,29,Y
IDCJAC0008,9053,1974,02,8.8,11,Y
IDCJAC0008,9053,1974,03,8.4,28,Y
IDCJAC0008,9053,1974,04,6.7,17,Y
IDCJAC0008,9053,1974,05,6.8,24,Y
IDCJAC0008,9053,1974,06,2.3,18,Y
IDCJAC0008,9053,1974,07,3.1,04,Y
IDCJAC0008,9053,1974,08,3.0,15,Y
IDCJAC0008,9053,1974,09,4.5,28,Y
IDCJAC0008,9053,1974,10,3.0,16,Y
IDCJAC0008,9053,1974,11,4.2,04,Y
IDCJAC0008,9053,1974,12,8.8,05,Y
IDCJAC0008,9053,1975,01,9.6,20,Y
IDCJAC0008,9053,1975,02,10.0,10,Y
IDCJAC0008,9053,1975,03,10.6,25,Y
IDCJAC0008,9053,1975,04,7.7,08,Y
