Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,90175,1991,12,5.3,05,Y
IDCJAC0008,90175,1992,01,7.5,25,Y
IDCJAC0008,90175,1992,02,8.1,21,Y
IDCJAC0008,90175,1992,03,8.9,28,Y
IDCJAC0008,90175,1992,04,4.3,22,Y
IDCJAC0008,90175,1992,05,4.2,18,Y
IDCJAC0008,90175,1992,06,3.0,17,Y
IDCJAC0008,90175,1992,07,1.8,17,Y
IDCJAC0008,90175,1992,08,3.6,25,Y
IDCJAC0008,90175,1992,09,3.0,02,Y
IDCJAC0008,90175,1992,10,1.8,23,Y
IDCJAC0008,90175,1992,11,5.0,10,Y
IDCJAC0008,90175,1992,12,11.5,15,Y
IDCJAC0008,90175,1993,01,7.9,13,Y
IDCJAC0008,90175,1993,02,6.8,21,Y
IDCJAC0008,90175,1993,03,7.3,05,Y
IDCJAC0008,90175,1993,04,0.3,29,Y
IDCJAC0008,90175,1993,05,2.7,23,Y
IDCJAC0008,90175,1993,06,1.2,28,Y
IDCJAC0008,90175,1993,07,0.9,05,Y
IDCJAC0008,90175,1993,08,2.3,05,Y
IDCJAC0008,90175,1993,09,3.4,24,Y
IDCJAC0008,90175,1993,10,2.5,14,Y
IDCJAC0008,90175,1993,11,4.1,21,Y
IDCJAC0008,90175,1993,12,5.1,06,Y
IDCJAC0008,90175,1994,01,6.2,22,Y
IDCJAC0008,90175,1994,02,10.7,06,Y
IDCJAC0008,90175,1994,03,5.4,19,Y
IDCJAC0008,90175,1994,04,3.8,30,Y
IDCJAC0008,90175,1994,05,3.7,13,Y
IDCJAC0008,90175,1994,06,0.6,28,Y
IDCJAC0008,90175,1994,07,0.5,23,Y
IDCJAC0008,90175,1994,08,2.9,05,Y
IDCJAC0008,90175,1994,09,3.0,10,Y
IDCJAC0008,90175,1994,10,5.1,08,Y
IDCJAC0008,90175,1994,11,2.7,23,Y
IDCJAC0008,90175,1994,12,3.4,01,Y
IDCJAC0008,90175,1995,01,9.1,09,Y
IDCJAC0008,90175,1995,02,7.8,07,Y
IDCJAC0008,90175,1995,03,5.3,26,Y
IDCJAC0008,90175,1995,04,5.2,03,Y
IDCJAC0008,90175,1995,05,3.8,21,Y
IDCJAC0008,90175,1995,06,1.0,23,Y
IDCJAC0008,90175,1995,07,2.9,09,Y
IDCJAC0008,90175,1995,08,3.0,15,Y
IDCJAC0008,90175,1995,09,1.2,07,Y
IDCJAC0008,90175,1995,10,2.8,09,Y
IDCJAC0008,90175,1995,11,4.0,12,Y
IDCJAC0008,90175,1995,12,6.3,02,Y
IDCJAC0008,90175,1996,01,8.6,30,Y
IDCJAC0008,90175,1996,02,7.4,16,Y
IDCJAC0008,90175,1996,03,7.6,24,Y
IDCJAC0008,90175,1996,04,3.7,28,Y
IDCJAC0008,90175,1996,05,2.3,17,Y
IDCJAC0008,90175,1996,06,-1.3,13,Y
IDCJAC0008,90175,1996,07,2.9,09,Y
IDCJAC0008,90175,1996,08,3.7,15,Y
IDCJAC0008,90175,1996,09,3.0,21,Y
IDCJAC0008,90175,1996,10,3.9,21,Y
IDCJAC0008,90175,1996,11,4.8,23,Y
IDCJAC0008,90175,1996,12,5.1,03,Y
IDCJAC0008,90175,1997,01,12.7,01,Y
IDCJAC0008,90175,1997,02,8.5,28,Y
IDCJAC0008,90175,1997,03,8.4,30,Y
IDCJAC0008,90175,1997,04,2.1,25,Y
IDCJAC0008,90175,1997,05,3.6,17,Y
IDCJAC0008,90175,1997,06,2.0,20,Y
IDCJAC0008,90175,1997,07,2.6,23,Y
IDCJAC0008,90175,1997,08,0.1,04,Y
IDCJAC0008,90175,1997,09,3.9,05,Y
IDCJAC0008,90175,1997,10,4.4,09,Y
IDCJAC0008,90175,1997,11,3.5,03,Y
IDCJAC0008,90175,1997,12,8.0,20,Y
IDCJAC0008,90175,1998,01,6.6,04,Y
IDCJAC0008,90175,1998,02,8.7,04,Y
IDCJAC0008,90175,1998,03,9.4,20,Y
IDCJAC0008,90175,1998,04,5.4,23,Y
IDCJAC0008,90175,1998,05,3.1,26,Y
IDCJAC0008,90175,1998,06,0.4,19,Y
IDCJAC0008,90175,1998,07,-1.0,14,Y
IDCJAC0008,90175,1998,08,1.9,19,Y
IDCJAC0008,90175,1998,09,1.4,25,Y
IDCJAC0008,90175,1998,10,2.5,28,Y
IDCJAC0008,90175,1998,11,3.9,09,Y
IDCJAC0008,90175,1998,12,7.6,01,Y
IDCJAC0008,90175,1999,01,11.2,15,Y
IDCJAC0008,90175,1999,02,9.8,07,Y
IDCJAC0008,90175,1999,03,8.2,23,Y
IDCJAC0008,90175,1999,04,2.2,25,Y
IDCJAC0008,90175,1999,05,2.3,17,Y
IDCJAC0008,90175,1999,06,2.4,24,Y
IDCJAC0008,90175,1999,07,0.4,26,Y
IDCJAC0008,90175,1999,08,4.3,02,Y
IDCJAC0008,90175,1999,09,3.9,12,Y
IDCJAC0008,90175,1999,10,4.0,01,Y
IDCJAC0008,90175,1999,11,5.6,09,Y
IDCJAC0008,90175,1999,12,7.7,06,Y
IDCJAC0008,90175,2000,01,9.9,03,Y
IDCJAC0008,90175,2000,02,9.9,28,Y
IDCJAC0008,90175,2000,03,5.7,25,Y
IDCJAC0008,90175,2000,04,3.4,26,Y
IDCJAC0008,90175,2000,05,3.8,27,Y
IDCJAC0008,90175,2000,06,2.4,14,Y
IDCJAC0008,90175,2000,07,2.6,09,Y
IDCJAC0008,90175,2000,08,0.3,17,Y
IDCJAC0008,90175,2000,09,3.7,20,Y
IDCJAC0008,90175,2000,10,3.8,09,Y
IDCJAC0008,90175,2000,11,8.3,30,Y
IDCJAC0008,90175,2000,12,6.6,15,Y
IDCJAC0008,90175,2001,01,9.1,29,Y
IDCJAC0008,90175,2001,02,10.5,28,Y
IDCJAC0008,90175,2001,03,5.5,30,Y
