Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,70217,1991,12,33.4,27,Y
IDCJAC0005,70217,1992,01,33.7,22,Y
IDCJAC0005,70217,1992,02,30.4,18,Y
IDCJAC0005,70217,1992,03,27.8,14,Y
IDCJAC0005,70217,1992,04,24.2,05,Y
IDCJAC0005,70217,1992,05,18.9,05,Y
IDCJAC0005,70217,1992,06,16.0,01,Y
IDCJAC0005,70217,1992,07,15.4,29,Y
IDCJAC0005,70217,1992,08,15.2,05,Y
IDCJAC0005,70217,1992,09,17.2,23,Y
IDCJAC0005,70217,1992,10,21.4,31,Y
IDCJAC0005,70217,1992,11,22.8,19,Y
IDCJAC0005,70217,1992,12,28.4,31,Y
IDCJAC0005,70217,1993,01,33.7,15,Y
IDCJAC0005,70217,1993,02,34.0,04,Y
IDCJAC0005,70217,1993,03,24.0,05,Y
IDCJAC0005,70217,1993,04,23.7,22,Y
IDCJAC0005,70217,1993,05,19.8,02,Y
IDCJAC0005,70217,1993,06,21.9,01,Y
IDCJAC0005,70217,1993,07,16.0,24,Y
IDCJAC0005,70217,1993,08,18.5,31,Y
IDCJAC0005,70217,1993,09,21.7,28,Y
IDCJAC0005,70217,1993,10,21.8,06,Y
IDCJAC0005,70217,1993,11,29.2,27,Y
IDCJAC0005,70217,1993,12,31.5,01,Y
IDCJAC0005,70217,1994,01,33.4,25,Y
IDCJAC0005,70217,1994,02,32.7,08,Y
IDCJAC0005,70217,1994,03,24.7,08,Y
IDCJAC0005,70217,1994,04,24.0,05,Y
IDCJAC0005,70217,1994,05,20.6,01,Y
IDCJAC0005,70217,1994,06,17.1,06,Y
IDCJAC0005,70217,1994,07,16.5,07,Y
IDCJAC0005,70217,1994,08,18.5,31,Y
IDCJAC0005,70217,1994,09,22.5,04,Y
IDCJAC0005,70217,1994,10,28.2,17,Y
IDCJAC0005,70217,1994,11,30.1,26,Y
IDCJAC0005,70217,1994,12,35.5,18,Y
IDCJAC0005,70217,1995,01,34.4,12,Y
IDCJAC0005,70217,1995,02,31.0,26,Y
IDCJAC0005,70217,1995,03,27.1,08,Y
IDCJAC0005,70217,1995,04,21.6,29,Y
IDCJAC0005,70217,1995,05,19.4,01,Y
IDCJAC0005,70217,1995,06,18.1,09,Y
IDCJAC0005,70217,1995,07,12.6,16,Y
IDCJAC0005,70217,1995,08,25.4,17,Y
IDCJAC0005,70217,1995,09,21.1,14,Y
IDCJAC0005,70217,1995,10,24.7,19,Y
IDCJAC0005,70217,1995,11,26.2,27,Y
IDCJAC0005,70217,1995,12,30.9,31,Y
IDCJAC0005,70217,1996,01,31.5,31,Y
IDCJAC0005,70217,1996,02,29.1,18,Y
IDCJAC0005,70217,1996,03,26.7,13,Y
IDCJAC0005,70217,1996,04,21.7,21,Y
IDCJAC0005,70217,1996,05,20.4,10,Y
IDCJAC0005,70217,1996,06,17.4,02,Y
