Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0005,69139,1992,,,,,27.5,31,27.6,06,23.5,05,20.7,01,22.1,03,21.8,17,21.5,22,28.6,31,26.3,09,30.4,24,
IDCJAC0005,69139,1993,37.5,15,38.9,04,27.1,15,28.7,19,28.1,02,20.9,08,20.4,12,22.9,31,28.0,30,31.3,09,37.2,27,40.2,01,40.2
IDCJAC0005,69139,1994,33.6,05,41.5,26,26.9,22,35.6,28,25.5,25,20.2,23,23.5,04,26.7,28,25.1,03,33.7,17,35.9,11,37.5,07,41.5
IDCJAC0005,69139,1995,31.1,01,35.5,26,28.7,24,28.7,30,26.6,12,21.2,07,18.6,16,27.0,23,27.4,19,27.5,19,29.1,18,28.0,31,35.5
IDCJAC0005,69139,1996,31.2,20,30.3,26,30.9,13,26.0,26,25.6,11,21.6,01,19.1,19,23.6,14,29.5,19,32.2,11,31.7,13,36.9,22,36.9
IDCJAC0005,69139,1997,36.9,06,36.1,20,31.0,19,25.1,05,23.4,01,22.5,05,19.2,25,21.1,16,21.4,27,31.7,26,36.7,26,40.0,21,40.0
IDCJAC0005,69139,1998,38.8,02,40.6,26,40.4,23,34.8,08,24.2,15,21.1,12,20.0,06,21.4,22,31.3,29,33.5,01,26.7,13,28.7,25,40.6
IDCJAC0005,69139,1999,35.8,05,32.3,15,32.8,26,27.6,20,24.6,20,20.5,05,19.7,05,23.5,31,28.3,29,28.1,09,29.7,22,36.6,03,36.6
IDCJAC0005,69139,2000,32.1,20,39.5,05,36.5,03,28.4,03,24.5,13,20.1,21,21.8,24,21.5,04,30.7,17,34.4,07,31.0,26,36.9,22,39.5
IDCJAC0005,69139,2001,43.6,24,35.5,04,28.9,21,29.8,01,24.0,16,22.4,25,20.2,31,22.9,12,29.4,24,28.9,24,30.0,24,31.8,29,43.6
IDCJAC0005,69139,2002,36.0,07,30.9,26,32.0,18,27.3,24,26.8,07,21.8,10,21.7,09,27.2,11,28.0,16,33.0,30,36.6,08,32.7,15,36.6
IDCJAC0005,69139,2003,43.6,30,33.4,12,30.3,13,24.2,07,23.3,19,22.9,03,21.5,23,23.0,30,29.5,21,29.5,19,31.7,20,33.6,25,43.6
IDCJAC0005,69139,2004,34.5,21,34.7,06,33.0,25,28.7,23,24.6,04,24.5,09,21.0,04,24.7,26,31.4,22,35.9,12,37.3,27,34.3,19,37.3
IDCJAC0005,69139,2005,32.3,14,31.2,01,32.9,14,32.4,10,24.2,09,23.7,08,21.8,26,23.6,30,24.9,22,31.1,26,33.3,03,41.5,31,41.5
IDCJAC0005,69139,2006,44.1,01,36.2,25,37.5,13,30.6,18,25.0,03,18.8,29,21.6,11,22.9,17,29.5,19,36.7,13,40.0,21,36.1,06,44.1
IDCJAC0005,69139,2007,36.5,20,31.8,17,32.6,16,26.3,18,26.0,03,18.2,10,23.2,26,27.1,28,25.9,14,35.3,21,32.1,17,36.8,29,36.8
IDCJAC0005,69139,2008,35.4,11,29.9,06,33.1,16,26.0,10,22.4,09,22.8,30,20.4,02,24.2,31,30.9,13,36.8,27,33.3,14,36.3,28,36.8
IDCJAC0005,69139,2009,43.2,14,44.4,07,33.2,14,27.8,15,22.5,15,20.2,30,23.7,22,27.7,16,32.9,13,31.9,01,42.6,20,42.4,17,44.4
IDCJAC0005,69139,2010,44.4,12,35.7,21,32.0,26,31.5,23,26.6,04,21.6,17,20.5,31,22.1,19,24.1,27,28.4,31,34.7,12,30.8,31,44.4
IDCJAC0005,69139,2011,35.6,01,41.6,01,32.0,13,21.9,30,23.3,22,21.6,20,20.7,03,28.2,04,25.5,17,31.1,20,33.2,14,29.5,25,41.6
IDCJAC0005,69139,2012,37.1,30,32.3,25,29.5,16,28.7,03,24.9,11,19.4,22,20.4,13,22.7,23,29.4,27,31.9,25,30.2,25,37.9,24,37.9
IDCJAC0005,69139,2013,44.6,18,34.3,07,34.7,27,28.9,13,25.0,09,22.1,07,22.6,18,26.2,30,29.5,25,34.0,10,33.4,07,39.0,20,44.6
IDCJAC0005,69139,2014,38.1,17,35.9,09,32.8,15,30.3,02,26.3,22,20.9,20,24.2,31,21.5,31,29.4,30,32.8,12,37.2,14,32.4,29,38.1
IDCJAC0005,69139,2015,33.1,03,34.6,08,30.7,18,28.5,01,27.2,05,18.8,08,19.3,26,24.4,22,27.2,14,36.6,06,32.4,19,38.6,19,38.6
IDCJAC0005,69139,2016,36.8,21,37.8,25,34.2,09,29.8,02,28.1,15,21.4,09,26.3,22,24.3,16,24.6,09,30.2,16,35.1,18,37.0,13,37.8
IDCJAC0005,69139,2017,43.2,30,37.3,09,31.3,27,25.7,08,23.1,01,19.5,11,23.4,30,23.7,14,35.4,23,30.1,19,31.7,24,32.1,23,43.2
IDCJAC0005,69139,2018,37.8,19,39.2,24,38.6,18,36.5,12,29.7,03,20.3,15,22.9,06,24.6,11,30.4,15,27.7,23,34.7,02,36.6,27,39.2
IDCJAC0005,69139,2019,37.9,22,33.0,03,33.0,03,26.9,03,,,,,,,,,,,,,,,,,
