Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,83085,1990,08,-8.0,26,Y
IDCJAC0008,83085,1990,09,-5.8,27,Y
IDCJAC0008,83085,1990,10,-6.2,06,Y
IDCJAC0008,83085,1991,12,-3.3,11,Y
IDCJAC0008,83085,1992,01,-1.6,29,Y
IDCJAC0008,83085,1992,02,-0.1,25,Y
IDCJAC0008,83085,1992,03,0.0,17,Y
IDCJAC0008,83085,1992,04,-5.3,22,Y
IDCJAC0008,83085,1992,05,-5.0,27,Y
IDCJAC0008,83085,1992,06,-6.4,10,Y
IDCJAC0008,83085,1992,07,-8.0,21,Y
IDCJAC0008,83085,1992,08,-8.4,18,Y
IDCJAC0008,83085,1992,09,-7.7,08,Y
IDCJAC0008,83085,1992,10,-6.2,20,Y
IDCJAC0008,83085,1992,11,-5.5,26,Y
IDCJAC0008,83085,1992,12,-3.5,01,Y
IDCJAC0008,83085,1993,01,-1.9,04,Y
IDCJAC0008,83085,1993,02,2.4,22,Y
IDCJAC0008,83085,1993,03,-0.2,30,Y
IDCJAC0008,83085,1993,04,-1.5,08,Y
IDCJAC0008,83085,1993,05,-6.7,16,Y
IDCJAC0008,83085,1993,06,-8.5,05,Y
IDCJAC0008,83085,1993,07,-5.4,04,Y
IDCJAC0008,83085,1993,08,-7.5,17,Y
IDCJAC0008,83085,1993,09,-6.6,04,Y
IDCJAC0008,83085,1993,10,-7.1,11,Y
IDCJAC0008,83085,1993,11,-4.8,23,Y
IDCJAC0008,83085,1993,12,-3.4,27,Y
IDCJAC0008,83085,1994,01,-3.3,09,Y
IDCJAC0008,83085,1994,02,-2.7,28,Y
IDCJAC0008,83085,1994,03,-2.6,18,Y
IDCJAC0008,83085,1994,04,-4.2,11,Y
IDCJAC0008,83085,1994,05,-5.2,15,Y
IDCJAC0008,83085,1994,06,-9.1,28,Y
IDCJAC0008,83085,1994,07,-7.8,23,Y
IDCJAC0008,83085,1994,08,-8.6,14,Y
IDCJAC0008,83085,1994,09,-9.0,19,Y
IDCJAC0008,83085,1994,10,-5.7,08,Y
IDCJAC0008,83085,1994,11,-2.8,22,Y
IDCJAC0008,83085,1994,12,-2.6,01,Y
IDCJAC0008,83085,1995,01,-2.6,22,Y
IDCJAC0008,83085,1995,02,0.4,06,Y
IDCJAC0008,83085,1995,03,-3.3,25,Y
IDCJAC0008,83085,1995,04,-6.6,07,Y
IDCJAC0008,83085,1995,05,-4.8,27,Y
IDCJAC0008,83085,1995,06,-7.7,21,Y
IDCJAC0008,83085,1995,07,-7.7,07,Y
IDCJAC0008,83085,1995,08,-8.6,03,Y
IDCJAC0008,83085,1995,09,-9.1,05,Y
IDCJAC0008,83085,1995,10,-5.4,21,Y
IDCJAC0008,83085,1995,11,-4.8,25,Y
IDCJAC0008,83085,1995,12,-3.1,11,Y
IDCJAC0008,83085,1996,01,-2.0,25,Y
IDCJAC0008,83085,1996,02,-2.7,12,Y
IDCJAC0008,83085,1996,03,-2.0,18,Y
IDCJAC0008,83085,1996,04,-4.6,17,Y
IDCJAC0008,83085,1996,05,-5.4,14,Y
IDCJAC0008,83085,1996,06,-6.6,08,Y
IDCJAC0008,83085,1996,07,-7.4,09,Y
IDCJAC0008,83085,1996,08,-8.0,19,Y
IDCJAC0008,83085,1996,09,-7.9,25,Y
IDCJAC0008,83085,1996,10,-3.9,21,Y
IDCJAC0008,83085,1996,11,-6.0,22,Y
IDCJAC0008,83085,1996,12,-2.7,13,Y
IDCJAC0008,83085,1997,01,-1.5,08,Y
IDCJAC0008,83085,1997,02,4.8,27,Y
IDCJAC0008,83085,1997,03,-2.0,31,Y
IDCJAC0008,83085,1997,04,-5.6,07,Y
IDCJAC0008,83085,1997,05,-6.5,31,Y
IDCJAC0008,83085,1997,06,-6.2,25,Y
IDCJAC0008,83085,1997,07,-8.2,11,Y
IDCJAC0008,83085,1997,08,-8.8,24,Y
IDCJAC0008,83085,1997,09,-5.3,23,Y
IDCJAC0008,83085,1997,10,-7.1,18,Y
IDCJAC0008,83085,1997,11,-4.0,17,Y
IDCJAC0008,83085,1997,12,-2.2,03,Y
IDCJAC0008,83085,1998,01,2.0,26,Y
IDCJAC0008,83085,1998,02,-3.7,17,Y
IDCJAC0008,83085,1998,03,-1.8,07,Y
IDCJAC0008,83085,1998,04,-4.1,14,Y
IDCJAC0008,83085,1998,05,-5.3,08,Y
IDCJAC0008,83085,1998,06,-6.4,27,Y
IDCJAC0008,83085,1998,07,-7.9,10,Y
IDCJAC0008,83085,1998,08,-6.0,15,Y
IDCJAC0008,83085,1998,09,-7.2,25,Y
IDCJAC0008,83085,1998,10,-7.3,28,Y
IDCJAC0008,83085,1998,11,-5.8,02,Y
IDCJAC0008,83085,1998,12,-3.1,05,Y
IDCJAC0008,83085,1999,01,3.7,20,Y
IDCJAC0008,83085,1999,02,-1.3,19,Y
IDCJAC0008,83085,1999,03,-3.4,29,Y
IDCJAC0008,83085,1999,04,-5.4,27,Y
IDCJAC0008,83085,1999,05,-7.2,16,Y
IDCJAC0008,83085,1999,06,-6.4,12,Y
IDCJAC0008,83085,1999,07,-6.4,25,Y
IDCJAC0008,83085,1999,08,-7.4,21,Y
IDCJAC0008,83085,1999,09,-5.5,18,Y
IDCJAC0008,83085,1999,10,-5.4,23,Y
IDCJAC0008,83085,1999,11,-6.5,09,Y
IDCJAC0008,83085,1999,12,-2.0,13,Y
IDCJAC0008,83085,2000,01,-2.9,24,Y
IDCJAC0008,83085,2000,02,0.8,13,Y
IDCJAC0008,83085,2000,03,1.6,24,Y
IDCJAC0008,83085,2000,04,-0.5,22,Y
IDCJAC0008,83085,2000,05,-7.4,30,Y
IDCJAC0008,83085,2000,06,-5.9,05,Y
IDCJAC0008,83085,2000,07,-6.0,12,Y
IDCJAC0008,83085,2000,08,-6.1,01,Y
IDCJAC0008,83085,2000,09,-5.2,07,Y
IDCJAC0008,83085,2000,10,-5.9,28,Y
IDCJAC0008,83085,2000,11,-2.7,07,Y
IDCJAC0008,83085,2000,12,-4.2,28,Y
IDCJAC0008,83085,2001,01,1.4,16,Y
IDCJAC0008,83085,2001,02,0.0,16,Y
IDCJAC0008,83085,2001,03,-3.4,28,Y
IDCJAC0008,83085,2001,04,-5.2,12,Y
IDCJAC0008,83085,2001,05,-5.1,19,Y
IDCJAC0008,83085,2001,06,-6.2,15,Y
IDCJAC0008,83085,2001,07,-4.3,28,Y
IDCJAC0008,83085,2001,08,-7.1,17,Y
IDCJAC0008,83085,2001,09,-5.4,26,Y
IDCJAC0008,83085,2001,10,-2.6,09,Y
IDCJAC0008,83085,2001,11,0.7,03,Y
IDCJAC0008,83085,2001,12,-4.2,27,Y
IDCJAC0008,83085,2002,01,-2.4,12,Y
IDCJAC0008,83085,2002,02,-2.3,10,Y
IDCJAC0008,83085,2002,03,-2.9,30,Y
IDCJAC0008,83085,2002,04,-2.7,27,Y
IDCJAC0008,83085,2002,05,-3.8,29,Y
IDCJAC0008,83085,2002,06,-6.8,29,Y
IDCJAC0008,83085,2002,07,-8.7,25,Y
IDCJAC0008,83085,2002,08,-8.2,23,Y
IDCJAC0008,83085,2002,09,-7.5,10,Y
IDCJAC0008,83085,2002,10,-5.8,26,Y
IDCJAC0008,83085,2002,11,-3.7,05,Y
IDCJAC0008,83085,2002,12,-4.8,06,Y
IDCJAC0008,83085,2003,01,-2.1,09,Y
IDCJAC0008,83085,2003,02,2.7,18,Y
IDCJAC0008,83085,2003,03,-3.2,21,Y
IDCJAC0008,83085,2003,04,-3.5,17,Y
IDCJAC0008,83085,2003,05,-4.7,04,Y
IDCJAC0008,83085,2003,06,-5.8,24,Y
IDCJAC0008,83085,2003,07,-5.2,17,Y
IDCJAC0008,83085,2003,08,-9.3,20,Y
IDCJAC0008,83085,2003,09,-9.2,28,Y
IDCJAC0008,83085,2003,10,-8.4,09,Y
IDCJAC0008,83085,2003,11,-4.3,03,Y
IDCJAC0008,83085,2003,12,-0.8,06,Y
IDCJAC0008,83085,2004,01,-3.2,18,Y
IDCJAC0008,83085,2004,02,0.3,03,Y
IDCJAC0008,83085,2004,03,-1.1,01,Y
IDCJAC0008,83085,2004,04,-2.3,24,Y
IDCJAC0008,83085,2004,05,-6.7,02,Y
IDCJAC0008,83085,2004,06,-6.6,20,Y
IDCJAC0008,83085,2004,07,-8.8,18,Y
IDCJAC0008,83085,2004,08,-6.6,16,Y
IDCJAC0008,83085,2004,09,-7.2,12,Y
IDCJAC0008,83085,2004,10,-6.6,16,Y
IDCJAC0008,83085,2004,11,-4.2,20,Y
IDCJAC0008,83085,2004,12,-4.3,28,Y
IDCJAC0008,83085,2005,01,-3.1,07,Y
IDCJAC0008,83085,2005,02,-2.7,03,Y
IDCJAC0008,83085,2005,03,-3.6,06,Y
IDCJAC0008,83085,2005,04,-2.8,30,Y
IDCJAC0008,83085,2005,05,-5.0,26,Y
IDCJAC0008,83085,2005,06,-5.9,22,Y
IDCJAC0008,83085,2005,07,-6.5,18,Y
IDCJAC0008,83085,2005,08,-8.8,11,Y
IDCJAC0008,83085,2005,09,-8.2,01,Y
IDCJAC0008,83085,2005,10,-2.9,07,Y
IDCJAC0008,83085,2005,11,-3.7,11,Y
IDCJAC0008,83085,2005,12,-2.6,18,Y
IDCJAC0008,83085,2006,01,4.5,07,Y
IDCJAC0008,83085,2006,02,-2.7,07,Y
IDCJAC0008,83085,2006,03,0.1,17,Y
IDCJAC0008,83085,2006,04,-5.4,22,Y
IDCJAC0008,83085,2006,05,-5.9,08,Y
IDCJAC0008,83085,2006,06,-8.1,11,Y
IDCJAC0008,83085,2006,07,-6.7,19,Y
IDCJAC0008,83085,2006,08,-5.4,26,Y
IDCJAC0008,83085,2006,09,-9.2,25,Y
IDCJAC0008,83085,2006,10,-8.0,28,Y
IDCJAC0008,83085,2006,11,-6.8,16,Y
