Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,90035,2000,07,28.0,N
IDCJAC0001,90035,2000,08,35.0,N
IDCJAC0001,90035,2000,09,82.6,N
IDCJAC0001,90035,2000,10,94.8,N
IDCJAC0001,90035,2000,11,30.2,N
IDCJAC0001,90035,2000,12,14.8,N
IDCJAC0001,90035,2001,01,7.6,N
IDCJAC0001,90035,2001,02,37.0,N
IDCJAC0001,90035,2001,03,62.4,N
IDCJAC0001,90035,2001,04,118.4,N
IDCJAC0001,90035,2001,05,19.6,N
IDCJAC0001,90035,2001,06,53.6,N
IDCJAC0001,90035,2001,07,40.2,N
IDCJAC0001,90035,2001,08,82.8,N
IDCJAC0001,90035,2001,09,49.4,N
IDCJAC0001,90035,2001,10,85.4,N
IDCJAC0001,90035,2001,11,65.0,N
IDCJAC0001,90035,2001,12,30.2,N
IDCJAC0001,90035,2002,01,21.0,N
IDCJAC0001,90035,2002,02,89.4,N
IDCJAC0001,90035,2002,03,2.4,N
IDCJAC0001,90035,2002,04,38.0,N
IDCJAC0001,90035,2002,05,46.6,N
IDCJAC0001,90035,2002,06,70.6,N
IDCJAC0001,90035,2002,07,62.4,N
IDCJAC0001,90035,2002,08,52.2,N
IDCJAC0001,90035,2002,09,43.6,N
IDCJAC0001,90035,2002,10,38.6,N
IDCJAC0001,90035,2002,11,75.0,N
IDCJAC0001,90035,2002,12,24.2,N
IDCJAC0001,90035,2003,01,21.6,N
IDCJAC0001,90035,2003,02,16.6,N
IDCJAC0001,90035,2003,03,24.6,N
IDCJAC0001,90035,2003,04,45.0,N
IDCJAC0001,90035,2003,05,27.0,N
IDCJAC0001,90035,2003,06,45.0,N
IDCJAC0001,90035,2003,07,75.0,N
IDCJAC0001,90035,2003,08,83.2,N
IDCJAC0001,90035,2003,09,59.2,N
IDCJAC0001,90035,2003,10,89.0,N
IDCJAC0001,90035,2003,11,14.2,N
IDCJAC0001,90035,2003,12,31.2,N
IDCJAC0001,90035,2004,01,33.6,N
IDCJAC0001,90035,2004,02,23.6,N
IDCJAC0001,90035,2004,03,39.2,N
IDCJAC0001,90035,2004,04,30.2,N
IDCJAC0001,90035,2004,05,39.4,N
IDCJAC0001,90035,2004,06,66.2,N
IDCJAC0001,90035,2004,07,55.8,N
IDCJAC0001,90035,2004,08,51.8,N
IDCJAC0001,90035,2004,09,44.8,N
IDCJAC0001,90035,2004,10,34.4,N
IDCJAC0001,90035,2004,11,51.4,N
IDCJAC0001,90035,2004,12,33.6,N
IDCJAC0001,90035,2005,01,52.0,N
IDCJAC0001,90035,2005,02,75.8,N
IDCJAC0001,90035,2005,03,9.8,N
IDCJAC0001,90035,2005,04,14.2,N
IDCJAC0001,90035,2005,05,12.2,N
IDCJAC0001,90035,2005,06,57.6,N
IDCJAC0001,90035,2005,07,34.0,N
