Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,23090,1977,02,39.7,11,Y
IDCJAC0005,23090,1977,03,35.4,10,Y
IDCJAC0005,23090,1977,04,29.1,05,Y
IDCJAC0005,23090,1977,05,25.4,04,Y
IDCJAC0005,23090,1977,06,21.4,17,Y
IDCJAC0005,23090,1977,07,21.1,12,Y
IDCJAC0005,23090,1977,08,27.7,25,Y
IDCJAC0005,23090,1977,09,30.9,25,Y
IDCJAC0005,23090,1977,10,34.2,27,Y
IDCJAC0005,23090,1977,11,36.8,25,Y
IDCJAC0005,23090,1977,12,37.6,31,Y
IDCJAC0005,23090,1978,01,39.3,14,Y
IDCJAC0005,23090,1978,02,37.5,03,Y
IDCJAC0005,23090,1978,03,38.8,10,Y
IDCJAC0005,23090,1978,04,31.6,05,Y
IDCJAC0005,23090,1978,05,28.0,05,Y
IDCJAC0005,23090,1978,06,18.8,23,Y
IDCJAC0005,23090,1978,07,18.5,19,Y
IDCJAC0005,23090,1978,08,22.6,31,Y
IDCJAC0005,23090,1978,09,23.9,25,Y
IDCJAC0005,23090,1978,10,30.8,24,Y
IDCJAC0005,23090,1978,11,36.0,25,Y
IDCJAC0005,23090,1978,12,36.3,31,Y
IDCJAC0005,23090,1979,01,42.0,04,Y
IDCJAC0005,23090,1979,02,39.3,02,Y
IDCJAC0005,23090,1979,03,34.1,01,Y
IDCJAC0005,23090,1979,04,28.8,15,Y
IDCJAC0005,23090,1979,05,22.7,01,Y
IDCJAC0005,23090,1979,06,23.0,25,Y
IDCJAC0005,23090,1979,07,22.0,15,Y
IDCJAC0005,23090,1979,08,22.6,25,Y
IDCJAC0005,23090,1979,09,26.1,09,Y
IDCJAC0005,23090,1979,10,31.9,21,Y
IDCJAC0005,23090,1979,11,35.2,03,Y
IDCJAC0005,23090,1979,12,38.4,28,Y
IDCJAC0005,23090,1980,01,35.1,17,Y
IDCJAC0005,23090,1980,02,43.3,20,Y
IDCJAC0005,23090,1980,03,36.8,20,Y
IDCJAC0005,23090,1980,04,33.0,14,Y
IDCJAC0005,23090,1980,05,27.3,05,Y
IDCJAC0005,23090,1980,06,21.8,25,Y
IDCJAC0005,23090,1980,07,18.2,12,Y
IDCJAC0005,23090,1980,08,23.6,30,Y
IDCJAC0005,23090,1980,09,32.6,29,Y
IDCJAC0005,23090,1980,10,34.4,22,Y
IDCJAC0005,23090,1980,11,38.3,15,Y
IDCJAC0005,23090,1980,12,41.8,10,Y
IDCJAC0005,23090,1981,01,42.4,25,Y
IDCJAC0005,23090,1981,02,43.4,15,Y
IDCJAC0005,23090,1981,03,33.3,07,Y
IDCJAC0005,23090,1981,04,32.4,11,Y
IDCJAC0005,23090,1981,05,26.9,04,Y
IDCJAC0005,23090,1981,06,19.1,30,Y
IDCJAC0005,23090,1981,07,21.1,20,Y
IDCJAC0005,23090,1981,08,19.4,25,Y
IDCJAC0005,23090,1981,09,29.9,20,Y
IDCJAC0005,23090,1981,10,33.3,26,Y
IDCJAC0005,23090,1981,11,36.4,27,Y
IDCJAC0005,23090,1981,12,42.0,30,Y
IDCJAC0005,23090,1982,01,44.2,23,Y
IDCJAC0005,23090,1982,02,42.8,07,Y
IDCJAC0005,23090,1982,03,37.3,05,Y
IDCJAC0005,23090,1982,04,30.8,13,Y
IDCJAC0005,23090,1982,05,24.7,17,Y
IDCJAC0005,23090,1982,06,17.2,08,Y
IDCJAC0005,23090,1982,07,18.5,27,Y
IDCJAC0005,23090,1982,08,27.8,29,Y
IDCJAC0005,23090,1982,09,28.4,15,Y
IDCJAC0005,23090,1982,10,34.5,25,Y
IDCJAC0005,23090,1982,11,41.4,24,Y
IDCJAC0005,23090,1982,12,37.7,12,Y
IDCJAC0005,23090,1983,01,41.9,31,Y
IDCJAC0005,23090,1983,02,42.8,07,Y
IDCJAC0005,23090,1983,03,38.8,06,Y
IDCJAC0005,23090,1983,04,26.6,20,Y
IDCJAC0005,23090,1983,05,23.5,13,Y
IDCJAC0005,23090,1983,06,19.8,06,Y
IDCJAC0005,23090,1983,07,18.4,23,Y
IDCJAC0005,23090,1983,08,22.8,29,Y
IDCJAC0005,23090,1983,09,29.0,27,Y
IDCJAC0005,23090,1983,10,34.4,26,Y
IDCJAC0005,23090,1983,11,35.5,29,Y
IDCJAC0005,23090,1983,12,40.2,20,Y
IDCJAC0005,23090,1984,01,37.4,23,Y
IDCJAC0005,23090,1984,02,36.3,05,Y
IDCJAC0005,23090,1984,03,37.3,06,Y
IDCJAC0005,23090,1984,04,29.2,14,Y
IDCJAC0005,23090,1984,05,25.8,02,Y
IDCJAC0005,23090,1984,06,21.6,06,Y
IDCJAC0005,23090,1984,07,17.3,28,Y
IDCJAC0005,23090,1984,08,21.9,03,Y
IDCJAC0005,23090,1984,09,25.3,15,Y
IDCJAC0005,23090,1984,10,31.8,23,Y
IDCJAC0005,23090,1984,11,37.4,26,Y
IDCJAC0005,23090,1984,12,37.7,24,Y
IDCJAC0005,23090,1985,01,41.8,14,Y
IDCJAC0005,23090,1985,02,37.1,03,Y
IDCJAC0005,23090,1985,03,38.0,13,Y
IDCJAC0005,23090,1985,04,33.4,11,Y
IDCJAC0005,23090,1985,05,27.2,05,Y
IDCJAC0005,23090,1985,06,19.4,29,Y
IDCJAC0005,23090,1985,07,22.1,27,Y
IDCJAC0005,23090,1985,08,23.0,27,Y
IDCJAC0005,23090,1985,09,24.0,30,Y
IDCJAC0005,23090,1985,10,29.8,10,Y
IDCJAC0005,23090,1985,11,34.8,13,Y
IDCJAC0005,23090,1985,12,36.8,29,Y
IDCJAC0005,23090,1986,01,39.4,29,Y
IDCJAC0005,23090,1986,02,38.3,07,Y
IDCJAC0005,23090,1986,03,41.9,06,Y
IDCJAC0005,23090,1986,04,36.7,03,Y
IDCJAC0005,23090,1986,05,23.6,13,Y
IDCJAC0005,23090,1986,06,20.2,29,Y
IDCJAC0005,23090,1986,07,18.8,15,Y
IDCJAC0005,23090,1986,08,21.5,28,Y
IDCJAC0005,23090,1986,09,25.9,30,Y
IDCJAC0005,23090,1986,10,29.7,17,Y
IDCJAC0005,23090,1986,11,37.9,25,Y
IDCJAC0005,23090,1986,12,37.3,25,Y
IDCJAC0005,23090,1987,01,37.9,31,Y
IDCJAC0005,23090,1987,02,37.0,06,Y
IDCJAC0005,23090,1987,03,36.0,17,Y
IDCJAC0005,23090,1987,04,33.0,04,Y
IDCJAC0005,23090,1987,05,27.8,11,Y
IDCJAC0005,23090,1987,06,23.3,08,Y
IDCJAC0005,23090,1987,07,20.2,09,Y
IDCJAC0005,23090,1987,08,21.2,26,Y
IDCJAC0005,23090,1987,09,34.3,26,Y
IDCJAC0005,23090,1987,10,39.0,31,Y
IDCJAC0005,23090,1987,11,38.7,01,Y
IDCJAC0005,23090,1987,12,40.7,14,Y
IDCJAC0005,23090,1988,01,40.9,07,Y
IDCJAC0005,23090,1988,02,38.8,25,Y
IDCJAC0005,23090,1988,03,37.2,02,Y
IDCJAC0005,23090,1988,04,28.0,25,Y
IDCJAC0005,23090,1988,05,28.7,04,Y
IDCJAC0005,23090,1988,06,23.9,03,Y
IDCJAC0005,23090,1988,07,18.7,08,Y
IDCJAC0005,23090,1988,08,26.1,16,Y
IDCJAC0005,23090,1988,09,31.6,22,Y
IDCJAC0005,23090,1988,10,35.8,20,Y
IDCJAC0005,23090,1988,11,38.7,02,Y
IDCJAC0005,23090,1988,12,38.9,15,Y
IDCJAC0005,23090,1989,01,38.9,15,Y
IDCJAC0005,23090,1989,02,39.2,28,Y
IDCJAC0005,23090,1989,03,40.3,07,Y
IDCJAC0005,23090,1989,04,31.8,04,Y
IDCJAC0005,23090,1989,05,22.4,27,Y
IDCJAC0005,23090,1989,06,19.8,16,Y
IDCJAC0005,23090,1989,07,18.7,01,Y
IDCJAC0005,23090,1989,08,20.9,30,Y
IDCJAC0005,23090,1989,09,26.9,24,Y
IDCJAC0005,23090,1989,10,29.3,29,Y
IDCJAC0005,23090,1989,11,36.5,22,Y
IDCJAC0005,23090,1989,12,39.4,09,Y
IDCJAC0005,23090,1990,01,42.0,02,Y
IDCJAC0005,23090,1990,02,37.5,15,Y
IDCJAC0005,23090,1990,03,36.6,04,Y
IDCJAC0005,23090,1990,04,31.9,05,Y
IDCJAC0005,23090,1990,05,28.0,03,Y
IDCJAC0005,23090,1990,06,22.0,11,Y
IDCJAC0005,23090,1990,07,20.9,16,Y
IDCJAC0005,23090,1990,08,18.0,18,Y
IDCJAC0005,23090,1990,09,31.6,24,Y
IDCJAC0005,23090,1990,10,35.2,28,Y
IDCJAC0005,23090,1990,11,37.9,30,Y
IDCJAC0005,23090,1990,12,37.6,30,Y
IDCJAC0005,23090,1991,01,42.9,02,Y
IDCJAC0005,23090,1991,02,43.3,04,Y
IDCJAC0005,23090,1991,03,37.2,06,Y
IDCJAC0005,23090,1991,04,33.9,09,Y
IDCJAC0005,23090,1991,05,23.3,05,Y
IDCJAC0005,23090,1991,06,23.7,25,Y
IDCJAC0005,23090,1991,07,18.9,18,Y
IDCJAC0005,23090,1991,08,20.9,02,Y
IDCJAC0005,23090,1991,09,26.7,06,Y
IDCJAC0005,23090,1991,10,33.6,14,Y
IDCJAC0005,23090,1991,11,36.1,24,Y
IDCJAC0005,23090,1991,12,36.3,09,Y
IDCJAC0005,23090,1992,01,38.0,19,Y
IDCJAC0005,23090,1992,02,39.9,17,Y
IDCJAC0005,23090,1992,03,36.5,12,Y
IDCJAC0005,23090,1992,04,35.3,03,Y
IDCJAC0005,23090,1992,05,26.1,05,Y
IDCJAC0005,23090,1992,06,19.4,29,Y
IDCJAC0005,23090,1992,07,22.6,29,Y
IDCJAC0005,23090,1992,08,22.1,16,Y
IDCJAC0005,23090,1992,09,21.4,27,Y
IDCJAC0005,23090,1992,10,30.5,26,Y
IDCJAC0005,23090,1992,11,31.3,16,Y
IDCJAC0005,23090,1992,12,34.8,10,Y
IDCJAC0005,23090,1993,01,39.1,31,Y
IDCJAC0005,23090,1993,02,41.5,03,Y
IDCJAC0005,23090,1993,03,35.7,19,Y
IDCJAC0005,23090,1993,04,32.0,12,Y
IDCJAC0005,23090,1993,05,26.4,05,Y
IDCJAC0005,23090,1993,06,18.8,18,Y
IDCJAC0005,23090,1993,07,21.9,27,Y
IDCJAC0005,23090,1993,08,25.4,29,Y
IDCJAC0005,23090,1993,09,28.7,30,Y
IDCJAC0005,23090,1993,10,30.0,27,Y
IDCJAC0005,23090,1993,11,42.0,30,Y
IDCJAC0005,23090,1993,12,35.9,20,Y
IDCJAC0005,23090,1994,01,42.9,25,Y
IDCJAC0005,23090,1994,02,35.1,21,Y
IDCJAC0005,23090,1994,03,33.4,24,Y
IDCJAC0005,23090,1994,04,30.6,26,Y
IDCJAC0005,23090,1994,05,26.9,24,Y
IDCJAC0005,23090,1994,06,23.3,03,Y
IDCJAC0005,23090,1994,07,22.2,10,Y
IDCJAC0005,23090,1994,08,23.5,31,Y
IDCJAC0005,23090,1994,09,25.5,01,Y
IDCJAC0005,23090,1994,10,34.2,15,Y
IDCJAC0005,23090,1994,11,34.2,10,Y
IDCJAC0005,23090,1994,12,39.0,18,Y
IDCJAC0005,23090,1995,01,38.8,13,Y
IDCJAC0005,23090,1995,02,39.2,24,Y
IDCJAC0005,23090,1995,03,34.7,06,Y
IDCJAC0005,23090,1995,04,27.0,15,Y
IDCJAC0005,23090,1995,05,23.6,11,Y
IDCJAC0005,23090,1995,06,22.3,08,Y
IDCJAC0005,23090,1995,07,16.0,15,Y
IDCJAC0005,23090,1995,08,27.3,20,Y
IDCJAC0005,23090,1995,09,26.1,28,Y
IDCJAC0005,23090,1995,10,30.0,17,Y
IDCJAC0005,23090,1995,11,34.4,01,Y
IDCJAC0005,23090,1995,12,36.5,30,Y
IDCJAC0005,23090,1996,01,42.5,14,Y
IDCJAC0005,23090,1996,02,36.7,20,Y
IDCJAC0005,23090,1996,03,36.9,05,Y
IDCJAC0005,23090,1996,04,28.2,05,Y
IDCJAC0005,23090,1996,05,26.0,10,Y
IDCJAC0005,23090,1996,06,20.3,21,Y
IDCJAC0005,23090,1996,07,19.7,18,Y
IDCJAC0005,23090,1996,08,18.5,25,Y
IDCJAC0005,23090,1996,09,29.6,18,Y
IDCJAC0005,23090,1996,10,34.0,24,Y
IDCJAC0005,23090,1996,11,31.7,16,Y
IDCJAC0005,23090,1996,12,36.3,14,Y
IDCJAC0005,23090,1997,01,37.8,19,Y
IDCJAC0005,23090,1997,02,40.4,18,Y
IDCJAC0005,23090,1997,03,29.1,17,Y
IDCJAC0005,23090,1997,04,29.4,13,Y
IDCJAC0005,23090,1997,05,25.0,01,Y
IDCJAC0005,23090,1997,06,22.9,04,Y
IDCJAC0005,23090,1997,07,18.4,07,Y
IDCJAC0005,23090,1997,08,20.8,29,Y
IDCJAC0005,23090,1997,09,24.3,30,Y
IDCJAC0005,23090,1997,10,34.0,25,Y
IDCJAC0005,23090,1997,11,41.9,25,Y
IDCJAC0005,23090,1997,12,34.1,29,Y
IDCJAC0005,23090,1998,01,39.0,01,Y
IDCJAC0005,23090,1998,02,39.4,24,Y
IDCJAC0005,23090,1998,03,38.5,11,Y
IDCJAC0005,23090,1998,04,32.1,07,Y
IDCJAC0005,23090,1998,05,26.3,13,Y
IDCJAC0005,23090,1998,06,25.4,05,Y
IDCJAC0005,23090,1998,07,17.9,05,Y
IDCJAC0005,23090,1998,08,23.0,31,Y
IDCJAC0005,23090,1998,09,29.2,28,Y
IDCJAC0005,23090,1998,10,35.8,17,Y
IDCJAC0005,23090,1998,11,34.5,26,Y
IDCJAC0005,23090,1998,12,40.2,11,Y
IDCJAC0005,23090,1999,01,41.8,10,Y
IDCJAC0005,23090,1999,02,37.3,01,Y
IDCJAC0005,23090,1999,03,34.9,09,Y
IDCJAC0005,23090,1999,04,28.2,11,Y
IDCJAC0005,23090,1999,05,26.1,05,Y
IDCJAC0005,23090,1999,06,20.1,04,Y
IDCJAC0005,23090,1999,07,21.0,29,Y
IDCJAC0005,23090,1999,08,24.1,24,Y
IDCJAC0005,23090,1999,09,30.2,27,Y
IDCJAC0005,23090,1999,10,31.7,08,Y
IDCJAC0005,23090,1999,11,31.9,28,Y
IDCJAC0005,23090,1999,12,37.1,02,Y
IDCJAC0005,23090,2000,01,39.6,17,Y
IDCJAC0005,23090,2000,02,40.7,02,Y
IDCJAC0005,23090,2000,03,38.8,02,Y
IDCJAC0005,23090,2000,04,28.3,09,Y
IDCJAC0005,23090,2000,05,22.0,10,Y
IDCJAC0005,23090,2000,06,19.0,19,Y
IDCJAC0005,23090,2000,07,20.4,17,Y
IDCJAC0005,23090,2000,08,20.8,04,Y
IDCJAC0005,23090,2000,09,31.0,24,Y
IDCJAC0005,23090,2000,10,32.4,05,Y
IDCJAC0005,23090,2000,11,39.3,27,Y
IDCJAC0005,23090,2000,12,40.0,20,Y
IDCJAC0005,23090,2001,01,43.3,13,Y
IDCJAC0005,23090,2001,02,40.0,08,Y
IDCJAC0005,23090,2001,03,36.4,09,Y
IDCJAC0005,23090,2001,04,32.3,07,Y
IDCJAC0005,23090,2001,05,26.2,14,Y
IDCJAC0005,23090,2001,06,23.6,04,Y
IDCJAC0005,23090,2001,07,20.0,30,Y
