Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,58208,1995,01,14.0,16,Y
IDCJAC0008,58208,1995,02,14.2,11,Y
IDCJAC0008,58208,1995,03,9.0,31,Y
IDCJAC0008,58208,1995,04,6.7,12,Y
IDCJAC0008,58208,1995,05,2.9,28,Y
IDCJAC0008,58208,1995,06,3.0,19,Y
IDCJAC0008,58208,1995,07,-0.6,22,Y
IDCJAC0008,58208,1995,08,-3.5,08,Y
IDCJAC0008,58208,1995,09,-1.1,07,Y
IDCJAC0008,58208,1995,10,6.7,10,Y
IDCJAC0008,58208,1995,11,10.8,08,Y
IDCJAC0008,58208,1995,12,12.8,14,Y
IDCJAC0008,58208,1996,01,17.4,01,Y
IDCJAC0008,58208,1996,02,11.0,14,Y
IDCJAC0008,58208,1996,03,12.4,15,Y
IDCJAC0008,58208,1996,04,4.9,12,Y
IDCJAC0008,58208,1996,05,7.1,29,Y
IDCJAC0008,58208,1996,06,4.8,28,Y
IDCJAC0008,58208,1996,07,0.6,17,Y
IDCJAC0008,58208,1996,08,2.6,22,Y
IDCJAC0008,58208,1996,09,3.4,14,Y
IDCJAC0008,58208,1996,10,8.1,10,Y
IDCJAC0008,58208,1996,11,11.9,13,Y
IDCJAC0008,58208,1996,12,12.7,23,Y
IDCJAC0008,58208,1997,01,13.1,22,Y
IDCJAC0008,58208,1997,02,13.5,04,Y
IDCJAC0008,58208,1997,03,14.4,29,Y
IDCJAC0008,58208,1997,04,8.6,29,Y
IDCJAC0008,58208,1997,05,6.4,28,Y
IDCJAC0008,58208,1997,06,2.4,27,Y
IDCJAC0008,58208,1997,07,3.4,03,Y
IDCJAC0008,58208,1997,08,0.2,27,Y
IDCJAC0008,58208,1997,09,4.2,07,Y
IDCJAC0008,58208,1997,10,7.5,01,Y
IDCJAC0008,58208,1997,11,12.6,23,Y
IDCJAC0008,58208,1997,12,14.0,31,Y
IDCJAC0008,58208,1998,01,15.0,07,Y
IDCJAC0008,58208,1998,02,14.9,26,Y
IDCJAC0008,58208,1998,03,12.4,21,Y
IDCJAC0008,58208,1998,04,11.5,29,Y
IDCJAC0008,58208,1998,05,2.7,29,Y
IDCJAC0008,58208,1998,06,3.4,25,Y
IDCJAC0008,58208,1998,07,1.3,10,Y
IDCJAC0008,58208,1998,08,0.7,01,Y
IDCJAC0008,58208,1998,09,6.8,16,Y
IDCJAC0008,58208,1998,10,6.1,11,Y
IDCJAC0008,58208,1998,11,7.4,03,Y
IDCJAC0008,58208,1998,12,11.9,01,Y
IDCJAC0008,58208,1999,01,16.1,23,Y
IDCJAC0008,58208,1999,02,16.7,20,Y
IDCJAC0008,58208,1999,03,15.2,25,Y
IDCJAC0008,58208,1999,04,6.6,23,Y
IDCJAC0008,58208,1999,05,8.6,30,Y
IDCJAC0008,58208,1999,06,1.3,18,Y
IDCJAC0008,58208,1999,07,3.9,22,Y
