Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,63226,1878,2.8,138.7,95.2,28.7,10.7,93.9,56.2,55.9,87.4,52.9,72.4,90.7,785.5
IDCJAC0001,63226,1879,10.2,74.2,36.3,75.7,169.8,47.0,32.8,241.3,255.0,48.2,66.5,16.5,1073.5
IDCJAC0001,63226,1880,83.1,60.0,90.6,104.7,41.5,16.0,23.4,12.4,71.2,19.6,15.2,19.8,557.5
IDCJAC0001,63226,1881,81.5,135.7,47.9,22.8,0.0,40.9,19.1,7.4,26.0,66.6,17.0,56.6,521.5
IDCJAC0001,63226,1882,0.0,13.4,49.4,20.6,43.7,44.2,0.0,6.0,0.0,157.0,78.9,67.7,480.9
IDCJAC0001,63226,1883,76.5,171.0,46.1,86.4,110.5,17.8,19.4,17.3,91.7,60.4,55.1,15.2,767.4
IDCJAC0001,63226,1884,6.1,3.6,17.8,128.8,60.0,60.4,143.5,37.6,52.8,57.2,51.8,21.9,641.5
IDCJAC0001,63226,1885,111.0,21.1,93.7,35.0,0.0,123.0,27.5,null,null,null,43.2,108.5,null
IDCJAC0001,63226,1886,46.2,13.7,14.8,79.8,38.2,23.6,57.9,95.0,33.1,71.9,112.5,104.1,690.8
IDCJAC0001,63226,1887,108.8,176.4,75.4,44.6,51.8,42.7,58.4,134.6,33.8,35.0,112.3,193.5,1067.3
IDCJAC0001,63226,1888,98.2,152.9,45.0,13.2,15.0,36.3,47.2,1.5,40.2,26.4,43.7,63.8,583.4
IDCJAC0001,63226,1890,70.5,294.5,411.4,39.1,103.6,null,null,22.9,39.1,103.6,76.7,26.9,null
IDCJAC0001,63226,1891,176.6,70.6,47.6,84.1,13.0,166.1,47.2,56.4,111.8,25.4,95.8,54.1,948.7
IDCJAC0001,63226,1892,195.1,62.2,96.3,156.0,77.7,43.7,41.7,77.2,176.5,58.9,82.6,119.1,1187.0
IDCJAC0001,63226,1893,113.6,36.2,336.2,103.8,48.0,153.8,65.8,47.2,18.8,92.3,125.8,42.4,1183.9
IDCJAC0001,63226,1894,130.2,34.1,216.5,55.3,19.0,50.2,42.2,34.0,72.4,35.6,32.5,92.7,814.7
IDCJAC0001,63226,1895,207.9,74.8,14.1,6.4,22.5,39.4,14.3,30.7,48.0,26.1,46.2,107.7,638.1
IDCJAC0001,63226,1896,65.5,95.7,54.0,26.7,47.4,120.7,10.3,42.8,19.2,47.8,118.3,41.1,689.5
IDCJAC0001,63226,1897,30.5,17.2,31.2,51.2,55.9,150.0,161.3,62.7,38.7,42.0,11.9,103.9,756.5
IDCJAC0001,63226,1898,86.9,170.5,14.0,1.8,157.5,189.0,38.9,75.7,79.8,120.1,18.0,22.9,975.1
IDCJAC0001,63226,1899,32.5,9.1,30.9,80.7,27.6,57.9,117.8,189.9,44.4,54.7,127.6,27.9,801.0
IDCJAC0001,63226,1900,117.0,11.5,74.2,128.5,97.9,124.1,242.8,34.1,62.9,6.4,51.8,64.0,1015.2
IDCJAC0001,63226,1901,62.9,16.0,125.3,81.9,52.0,38.3,42.9,144.8,46.9,93.2,61.7,3.4,769.3
IDCJAC0001,63226,1902,20.3,3.5,59.2,8.9,4.6,14.7,36.3,53.6,36.1,87.5,43.9,131.4,500.0
IDCJAC0001,63226,1903,46.4,18.8,62.2,97.1,39.7,78.7,78.7,64.5,141.0,85.9,51.6,138.6,903.2
IDCJAC0001,63226,1904,83.8,33.1,42.7,75.9,16.8,15.6,319.0,42.9,33.8,47.8,31.7,28.4,771.5
IDCJAC0001,63226,1905,29.4,70.6,78.7,52.1,74.4,55.4,31.2,30.5,42.2,55.8,27.8,31.6,579.7
IDCJAC0001,63226,1906,76.2,10.3,90.6,12.2,25.4,63.3,19.5,121.2,33.4,68.0,38.6,24.9,583.6
IDCJAC0001,63226,1907,66.3,52.1,115.0,40.0,37.6,83.6,15.3,41.9,43.7,83.9,67.3,51.6,698.3
IDCJAC0001,63226,1908,105.4,195.2,7.8,33.7,29.5,29.0,45.0,113.6,37.7,10.9,42.5,22.8,673.1
IDCJAC0001,63226,1909,85.1,152.3,21.3,25.9,22.1,62.4,11.0,46.4,55.5,67.0,56.1,193.0,798.1
IDCJAC0001,63226,1910,99.4,15.1,66.8,20.2,20.8,59.7,109.7,15.0,29.5,65.8,16.1,100.9,619.0
IDCJAC0001,63226,1911,250.8,140.1,34.5,22.3,53.4,29.9,61.5,50.4,80.3,36.6,72.3,110.7,942.8
IDCJAC0001,63226,1912,43.2,94.4,51.4,38.0,35.2,81.5,160.5,77.8,22.8,59.4,25.0,32.8,722.0
IDCJAC0001,63226,1913,34.9,27.3,119.3,119.7,244.3,103.7,42.5,27.4,48.0,60.6,28.5,19.5,875.7
IDCJAC0001,63226,1914,47.3,46.3,81.2,37.5,37.0,102.5,93.7,7.3,55.8,86.9,116.2,126.4,838.1
IDCJAC0001,63226,1915,24.0,7.5,84.5,62.0,89.8,68.6,55.1,49.7,41.1,42.5,3.2,55.5,583.5
IDCJAC0001,63226,1916,38.9,58.7,27.5,62.5,28.0,158.6,93.5,69.9,72.3,167.8,69.4,116.0,963.1
IDCJAC0001,63226,1917,56.2,126.5,51.2,50.1,29.1,56.6,66.6,71.7,118.1,83.7,132.3,80.9,923.0
IDCJAC0001,63226,1918,127.4,42.7,20.2,52.2,22.7,21.9,63.9,78.8,30.5,63.4,19.7,15.4,558.8
IDCJAC0001,63226,1919,55.5,53.0,28.2,18.1,135.0,13.5,13.7,25.1,34.6,21.3,41.9,98.2,538.1
IDCJAC0001,63226,1920,65.6,35.1,44.9,28.6,12.9,90.9,121.9,81.0,31.1,22.3,51.9,168.3,754.5
IDCJAC0001,63226,1921,83.4,35.5,104.7,87.0,162.3,55.3,128.8,53.6,38.4,52.8,79.8,158.7,1040.3
IDCJAC0001,63226,1922,133.3,107.0,17.7,29.7,25.4,37.1,243.7,24.2,56.9,45.9,5.8,81.5,808.2
IDCJAC0001,63226,1923,56.3,1.7,23.1,49.8,25.2,103.5,127.3,71.9,84.3,37.9,37.6,40.8,659.4
IDCJAC0001,63226,1924,65.5,82.1,36.7,81.4,29.2,46.8,31.7,60.7,84.0,47.6,167.4,52.0,785.1
