Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,61390,1998,null,null,null,null,null,112.9,104.6,186.5,83.8,66.2,164.4,76.6,null
IDCJAC0001,61390,1999,105.1,157.4,46.4,215.8,34.7,176.5,null,null,null,null,null,null,null
IDCJAC0001,61390,2000,null,null,null,null,null,49.0,30.0,null,26.0,49.2,88.4,45.4,null
IDCJAC0001,61390,2001,18.0,126.4,181.9,167.6,303.2,2.2,66.0,37.8,29.3,31.2,84.5,60.6,1108.7
IDCJAC0001,61390,2002,29.4,297.2,100.0,96.6,112.8,88.8,30.0,40.3,44.9,14.4,60.6,146.4,1061.4
IDCJAC0001,61390,2003,7.6,76.6,69.6,171.3,167.6,12.0,38.0,30.0,0.6,77.7,217.1,46.6,914.7
IDCJAC0001,61390,2004,80.6,175.2,66.4,31.8,19.8,27.0,57.6,112.0,159.8,170.2,100.0,74.8,1075.2
IDCJAC0001,61390,2005,69.3,149.2,183.6,51.8,133.4,70.7,14.7,0.4,48.0,56.5,135.7,null,null
IDCJAC0001,61390,2006,86.7,70.8,121.6,31.7,44.8,88.8,88.6,103.0,199.6,23.0,91.7,65.4,1015.7
IDCJAC0001,61390,2007,21.2,105.6,208.0,166.9,64.2,529.6,29.4,104.0,27.4,24.6,117.0,119.0,1516.9
IDCJAC0001,61390,2008,141.0,190.2,94.0,257.9,23.2,129.4,43.1,34.4,191.6,101.8,72.0,46.0,1324.6
IDCJAC0001,61390,2009,16.0,265.0,58.4,139.8,156.9,144.6,30.8,0.4,14.8,63.8,44.4,75.2,1010.1
IDCJAC0001,61390,2010,109.0,13.4,115.2,23.8,125.2,144.7,104.1,68.3,24.2,null,190.4,60.6,null
IDCJAC0001,61390,2011,44.8,79.8,94.3,121.0,122.2,177.1,203.9,45.0,116.6,112.6,174.7,81.6,1373.6
IDCJAC0001,61390,2012,83.9,238.3,151.2,134.8,20.6,184.2,67.0,43.2,15.4,11.2,32.0,73.8,1055.6
IDCJAC0001,61390,2013,175.4,191.8,193.8,142.0,66.1,148.8,43.8,11.2,26.0,46.0,289.9,17.8,1352.6
IDCJAC0001,61390,2014,12.6,99.1,null,135.2,85.5,59.5,29.6,158.4,42.7,52.0,45.7,125.2,null
IDCJAC0001,61390,2015,149.2,88.7,70.4,360.3,132.9,86.0,25.6,26.6,127.8,49.6,90.0,99.6,1306.7
IDCJAC0001,61390,2016,429.4,null,70.7,64.2,14.2,201.4,55.4,51.9,56.0,53.4,51.6,48.6,null
IDCJAC0001,61390,2017,78.0,58.9,272.4,106.6,20.6,160.6,25.8,20.3,13.8,113.8,64.6,26.4,961.8
IDCJAC0001,61390,2018,21.8,129.5,156.6,88.0,58.7,171.2,7.6,18.9,89.0,141.0,69.2,29.6,981.1
IDCJAC0001,61390,2019,10.8,16.2,109.3,39.4,null,null,null,null,null,null,null,null,null
