Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,10917,1998,null,null,null,null,null,null,null,null,null,null,null,18.4,null
IDCJAC0001,10917,1999,11.0,0.0,23.0,14.4,16.8,24.0,95.8,125.6,98.2,63.6,0.4,32.6,505.4
IDCJAC0001,10917,2000,97.0,0.0,51.0,17.8,16.0,72.0,98.4,75.8,44.2,0.8,10.8,1.4,485.2
IDCJAC0001,10917,2001,2.0,2.2,0.4,3.2,72.8,20.4,109.4,102.2,48.4,17.0,27.6,36.0,441.6
IDCJAC0001,10917,2002,12.0,1.0,2.6,29.6,51.8,95.4,86.2,79.6,41.0,31.0,9.8,0.0,440.0
IDCJAC0001,10917,2003,1.0,39.0,28.0,68.0,71.4,96.0,95.2,95.2,78.6,14.2,17.6,0.6,604.8
IDCJAC0001,10917,2004,0.4,14.2,8.6,6.4,62.4,99.0,79.6,124.6,19.0,65.2,31.6,5.2,516.2
IDCJAC0001,10917,2005,0.2,1.8,33.8,72.0,92.8,114.6,49.8,116.2,65.2,61.6,12.8,5.8,626.6
IDCJAC0001,10917,2006,29.6,24.8,0.8,38.0,18.8,18.2,80.4,97.0,45.4,19.0,13.2,7.6,392.8
IDCJAC0001,10917,2007,15.4,2.4,4.0,48.0,60.4,67.4,154.6,83.8,54.4,22.4,2.6,21.6,537.0
IDCJAC0001,10917,2008,0.2,25.0,0.6,78.6,63.2,77.6,147.6,12.0,47.2,28.6,32.2,2.8,515.6
IDCJAC0001,10917,2009,21.4,7.2,6.8,1.2,11.4,146.8,98.2,112.0,75.0,10.0,31.6,3.0,524.6
IDCJAC0001,10917,2010,0.2,0.8,3.8,14.2,44.2,61.0,77.8,47.0,13.6,3.2,4.2,7.4,277.4
IDCJAC0001,10917,2011,38.8,0.0,10.8,22.0,49.4,94.0,133.4,100.4,72.8,45.0,30.6,127.8,725.0
IDCJAC0001,10917,2012,30.6,8.4,0.4,34.6,60.2,107.4,19.6,74.8,89.0,5.2,60.8,22.2,513.2
IDCJAC0001,10917,2013,16.0,3.0,62.0,20.4,80.2,23.8,98.6,81.6,137.2,24.2,16.6,2.8,566.4
IDCJAC0001,10917,2014,0.0,0.0,10.0,18.0,115.6,65.0,97.8,88.2,86.0,26.8,24.0,0.8,532.2
IDCJAC0001,10917,2015,0.0,3.8,38.4,60.8,34.8,48.0,67.8,97.4,27.8,23.2,10.8,48.0,460.8
IDCJAC0001,10917,2016,45.6,0.0,null,null,84.0,57.2,75.0,98.2,63.4,37.2,15.6,25.8,null
IDCJAC0001,10917,2017,9.6,167.8,26.6,3.2,63.4,148.6,124.0,138.4,56.8,38.6,3.4,null,null
IDCJAC0001,10917,2018,null,6.2,7.2,18.0,54.8,110.0,136.8,135.0,19.6,33.8,14.4,5.4,null
IDCJAC0001,10917,2019,2.4,0.0,19.6,23.2,null,null,null,null,null,null,null,null,null
