Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0008,63005,1966,7.4,19,6.4,01,3.8,28,0.5,12,-3.5,24,-5.3,28,-4.9,21,-3.6,06,-4.2,07,-0.8,09,2.1,04,5.4,08,-5.3
IDCJAC0008,63005,1967,7.8,18,6.6,16,-2.2,24,-0.7,28,-5.6,27,-3.3,02,-5.3,07,-7.2,04,-3.9,01,1.5,02,2.9,17,4.7,06,-7.2
IDCJAC0008,63005,1968,1.8,02,6.1,28,4.8,10,0.4,24,-1.6,16,-4.4,19,-7.5,26,-6.7,06,-3.8,26,-2.3,03,1.2,22,5.7,26,-7.5
IDCJAC0008,63005,1969,8.9,05,8.9,27,8.0,07,-0.9,14,-3.9,26,-6.7,29,-5.8,11,-5.6,11,-3.6,13,1.9,01,2.5,30,2.2,04,-6.7
IDCJAC0008,63005,1970,7.2,23,5.6,17,0.3,13,-0.7,29,-4.2,19,-3.9,25,-8.6,16,-5.2,20,-2.8,17,-1.3,15,1.4,02,4.4,31,-8.6
IDCJAC0008,63005,1971,6.6,02,9.9,26,6.3,26,-1.2,21,-3.8,26,-5.5,24,-8.9,12,-3.7,16,-2.8,02,-0.8,19,1.3,22,1.1,09,-8.9
IDCJAC0008,63005,1972,4.5,02,5.1,23,2.3,25,-2.2,26,-2.5,18,-6.4,12,-8.1,06,-3.9,04,-3.7,19,0.0,14,2.4,14,6.7,06,-8.1
IDCJAC0008,63005,1973,7.4,15,12.2,12,1.0,15,-1.9,23,-5.5,18,-6.7,07,-2.0,30,-3.3,03,-1.1,21,1.3,14,4.2,16,4.0,04,-6.7
IDCJAC0008,63005,1974,10.7,02,7.5,05,7.3,31,1.3,15,-1.5,21,-7.0,27,-5.0,29,-7.5,06,-2.8,18,0.2,12,-0.8,04,1.5,04,-7.5
IDCJAC0008,63005,1975,4.5,27,7.0,10,1.3,23,-1.5,07,-5.0,28,-5.5,15,-5.5,10,-3.5,25,-2.6,06,1.3,15,2.5,07,9.4,22,-5.5
IDCJAC0008,63005,1976,5.8,26,9.3,08,3.5,22,-4.2,30,-5.6,30,-5.9,05,-7.4,09,-5.0,16,-3.0,14,0.5,12,0.7,19,2.8,05,-7.4
IDCJAC0008,63005,1977,5.1,03,9.3,20,4.0,29,-2.6,30,-2.9,26,-4.0,14,-5.1,18,-5.5,09,-3.0,05,-0.8,07,1.1,12,5.0,05,-5.5
IDCJAC0008,63005,1978,10.2,30,7.2,07,5.5,28,-3.5,28,-0.7,01,-3.5,22,-6.0,16,-4.3,14,-0.3,06,0.0,20,1.6,14,3.7,14,-6.0
IDCJAC0008,63005,1979,9.9,30,8.4,07,4.7,26,0.0,12,-3.7,18,-5.0,30,-6.4,07,-5.2,05,-3.6,02,-2.0,14,1.8,22,6.7,18,-6.4
IDCJAC0008,63005,1980,8.9,20,5.5,25,3.2,30,-0.5,29,-4.0,22,-2.7,25,-5.0,11,-4.2,16,-1.9,06,0.9,29,3.5,04,5.0,19,-5.0
