Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,82039,1912,11,1.7,07,Y
IDCJAC0008,82039,1912,12,4.4,12,Y
IDCJAC0008,82039,1913,01,7.1,05,Y
IDCJAC0008,82039,1913,02,7.5,06,Y
IDCJAC0008,82039,1913,03,3.9,30,Y
IDCJAC0008,82039,1913,04,-0.6,29,Y
IDCJAC0008,82039,1913,05,-5.6,28,Y
IDCJAC0008,82039,1913,06,-3.3,12,Y
IDCJAC0008,82039,1913,07,-4.2,04,Y
IDCJAC0008,82039,1913,08,-5.8,14,Y
IDCJAC0008,82039,1913,09,-1.7,01,Y
IDCJAC0008,82039,1913,10,1.4,01,Y
IDCJAC0008,82039,1913,11,0.8,05,Y
IDCJAC0008,82039,1913,12,5.7,16,Y
IDCJAC0008,82039,1914,01,6.2,14,Y
IDCJAC0008,82039,1914,02,9.6,12,Y
IDCJAC0008,82039,1914,03,4.8,18,Y
IDCJAC0008,82039,1914,04,1.9,30,Y
IDCJAC0008,82039,1914,05,0.7,29,Y
IDCJAC0008,82039,1914,06,-2.9,18,Y
IDCJAC0008,82039,1914,07,-4.7,22,Y
IDCJAC0008,82039,1914,08,-3.9,10,Y
IDCJAC0008,82039,1914,09,-2.8,25,Y
IDCJAC0008,82039,1914,10,0.8,11,Y
IDCJAC0008,82039,1914,11,4.7,27,Y
IDCJAC0008,82039,1914,12,8.5,08,Y
IDCJAC0008,82039,1915,01,8.2,22,Y
IDCJAC0008,82039,1915,02,6.4,26,Y
IDCJAC0008,82039,1915,03,4.4,21,Y
IDCJAC0008,82039,1915,04,-2.2,25,Y
IDCJAC0008,82039,1915,05,-2.8,11,Y
IDCJAC0008,82039,1915,06,-0.5,05,Y
IDCJAC0008,82039,1915,07,0.4,15,Y
IDCJAC0008,82039,1915,08,0.0,19,Y
IDCJAC0008,82039,1915,09,0.7,01,Y
IDCJAC0008,82039,1915,10,-0.8,06,Y
IDCJAC0008,82039,1915,11,1.1,30,Y
IDCJAC0008,82039,1915,12,3.9,07,Y
IDCJAC0008,82039,1916,01,7.4,13,Y
IDCJAC0008,82039,1916,02,8.6,08,Y
IDCJAC0008,82039,1916,03,4.7,29,Y
IDCJAC0008,82039,1916,04,-0.3,27,Y
IDCJAC0008,82039,1916,05,-4.1,29,Y
IDCJAC0008,82039,1916,06,-0.9,25,Y
IDCJAC0008,82039,1916,07,-1.1,16,Y
IDCJAC0008,82039,1916,08,-0.7,08,Y
IDCJAC0008,82039,1916,09,-0.4,11,Y
IDCJAC0008,82039,1916,10,1.9,19,Y
IDCJAC0008,82039,1916,11,2.8,14,Y
IDCJAC0008,82039,1916,12,5.8,15,Y
IDCJAC0008,82039,1917,01,9.7,15,Y
