Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,47029,1882,null,null,null,null,null,null,null,null,null,null,35.6,14.5,null
IDCJAC0001,47029,1883,0.0,9.7,3.6,12.4,45.6,24.4,9.2,34.1,18.5,24.1,37.8,0.0,219.4
IDCJAC0001,47029,1884,0.0,0.0,25.7,5.8,43.4,21.7,0.0,10.5,28.8,10.5,28.7,1.5,176.6
IDCJAC0001,47029,1885,14.8,24.9,36.6,2.3,6.4,14.9,6.8,5.1,36.1,6.6,0.0,36.1,190.6
IDCJAC0001,47029,1886,24.4,0.0,0.0,0.0,18.0,32.0,66.8,50.2,28.9,10.6,8.7,58.7,298.3
IDCJAC0001,47029,1887,13.5,10.7,27.2,55.9,21.3,47.1,39.1,20.8,0.0,25.4,64.0,32.5,357.5
IDCJAC0001,47029,1888,0.0,30.8,0.0,0.0,0.0,3.1,5.6,4.6,75.7,0.0,0.0,12.2,132.0
IDCJAC0001,47029,1889,62.3,23.4,0.0,64.3,151.6,57.4,0.0,32.3,22.3,43.6,26.5,0.0,483.7
IDCJAC0001,47029,1890,6.4,0.0,46.3,0.0,90.9,25.6,47.1,34.3,0.0,41.7,18.8,15.2,326.3
IDCJAC0001,47029,1891,48.3,0.0,45.5,72.3,2.5,47.8,8.5,57.0,7.1,39.5,9.9,16.8,355.2
IDCJAC0001,47029,1892,2.3,1.6,8.9,4.3,55.2,9.4,10.7,30.5,30.4,70.8,68.0,6.6,298.7
IDCJAC0001,47029,1893,0.0,0.0,9.4,15.0,60.7,52.1,18.8,23.8,14.5,2.0,21.6,8.1,226.0
IDCJAC0001,47029,1894,99.4,6.6,73.7,10.2,2.8,61.2,14.4,48.8,20.6,81.6,1.8,83.6,504.7
IDCJAC0001,47029,1895,39.9,5.8,0.0,35.9,10.6,36.3,13.5,28.2,11.9,7.1,5.3,42.2,236.7
IDCJAC0001,47029,1896,6.6,39.8,6.4,37.1,20.0,16.5,22.6,12.2,6.1,13.5,5.8,11.7,198.3
IDCJAC0001,47029,1897,35.5,1.0,0.0,0.0,6.9,22.1,47.2,11.2,17.3,6.1,0.0,3.0,150.3
IDCJAC0001,47029,1898,6.6,7.6,0.0,15.0,5.4,56.7,6.4,43.3,1.0,14.0,0.3,24.2,180.5
IDCJAC0001,47029,1899,6.4,38.1,14.2,21.1,0.8,69.1,32.0,6.1,11.0,15.7,21.1,0.0,235.6
IDCJAC0001,47029,1900,39.0,0.0,46.9,47.7,17.6,41.3,20.3,23.1,2.0,5.1,0.3,0.0,243.3
IDCJAC0001,47029,1901,5.6,30.7,6.6,10.9,2.0,11.2,20.9,92.1,7.9,21.8,4.0,0.8,214.5
IDCJAC0001,47029,1902,0.8,0.0,3.0,0.0,3.3,6.3,2.5,5.4,15.5,5.1,0.0,52.8,94.7
IDCJAC0001,47029,1903,2.8,14.7,37.4,14.6,11.5,22.2,11.2,42.4,29.0,33.0,31.3,60.5,310.6
IDCJAC0001,47029,1904,9.9,8.1,4.3,8.4,5.4,43.0,46.4,30.3,15.2,26.2,9.9,22.4,229.5
IDCJAC0001,47029,1905,23.1,12.9,4.4,79.4,31.8,40.0,27.5,6.4,10.2,25.4,0.0,2.8,263.9
IDCJAC0001,47029,1906,10.9,89.2,48.9,2.3,62.2,34.0,22.6,47.1,48.0,14.2,27.4,10.4,417.2
IDCJAC0001,47029,1907,11.9,0.0,12.9,11.7,25.1,43.2,8.8,36.5,10.0,3.3,29.0,62.0,254.4
IDCJAC0001,47029,1908,0.0,41.9,6.2,1.0,15.3,30.8,2.8,32.8,35.8,34.8,2.3,9.9,213.6
IDCJAC0001,47029,1909,0.0,4.3,25.1,8.1,40.1,62.6,8.0,24.6,14.7,8.9,1.8,1.0,199.2
IDCJAC0001,47029,1910,30.0,29.2,54.4,0.0,26.8,58.7,11.2,20.0,31.6,2.7,39.1,2.0,305.7
IDCJAC0001,47029,1911,29.3,113.5,15.7,0.0,37.5,19.2,19.3,14.5,27.5,18.4,5.6,52.1,352.6
IDCJAC0001,47029,1912,1.5,14.7,3.8,0.0,0.0,92.9,8.6,25.8,11.5,11.5,85.1,17.0,272.4
IDCJAC0001,47029,1913,0.3,26.2,30.8,5.6,17.3,0.8,0.0,0.0,47.2,78.9,16.3,6.1,229.5
IDCJAC0001,47029,1914,25.7,0.0,26.0,34.6,0.8,1.8,0.0,0.0,2.6,21.4,43.6,30.4,186.9
IDCJAC0001,47029,1915,10.6,8.4,0.0,7.4,35.8,37.3,18.8,19.1,47.4,20.2,0.0,1.8,206.8
IDCJAC0001,47029,1916,21.0,1.3,0.0,0.0,14.5,33.9,40.4,28.0,98.8,35.0,52.5,9.4,334.8
IDCJAC0001,47029,1917,76.8,41.5,7.6,0.0,17.5,30.7,71.7,55.4,30.4,56.4,99.1,3.1,490.2
IDCJAC0001,47029,1918,21.7,0.0,31.8,25.2,87.6,18.0,12.2,33.4,5.5,22.1,0.8,0.0,258.3
IDCJAC0001,47029,1919,7.1,26.5,2.3,30.5,55.7,4.9,1.0,6.1,2.5,2.5,6.6,30.5,176.2
IDCJAC0001,47029,1920,14.2,0.0,0.0,22.2,13.2,17.4,21.9,45.0,61.2,57.4,46.6,17.8,316.9
IDCJAC0001,47029,1921,2.5,87.1,45.2,24.2,77.5,118.1,5.6,12.7,38.3,5.1,0.0,2.4,418.7
IDCJAC0001,47029,1922,6.6,12.7,0.0,7.7,28.0,28.0,35.5,20.4,3.8,13.9,0.0,35.1,191.7
IDCJAC0001,47029,1923,2.8,0.0,1.3,3.0,32.0,130.9,50.1,9.3,7.2,19.5,6.3,47.3,309.7
IDCJAC0001,47029,1924,31.0,6.8,14.0,9.2,6.9,30.2,5.3,39.8,32.3,19.8,64.4,13.2,272.9
IDCJAC0001,47029,1925,18.8,71.9,10.7,2.3,55.7,6.9,17.5,20.9,14.4,1.3,4.3,0.0,224.7
IDCJAC0001,47029,1926,5.8,0.3,74.5,28.7,63.2,40.9,15.2,39.4,22.4,5.3,4.6,13.8,314.1
IDCJAC0001,47029,1927,3.3,5.9,4.1,0.0,5.3,11.9,27.3,9.0,10.0,28.4,14.7,6.4,126.3
IDCJAC0001,47029,1928,4.5,40.4,23.6,12.7,1.8,24.4,22.0,3.6,9.2,10.7,0.0,12.1,165.0
IDCJAC0001,47029,1929,2.3,7.9,10.4,15.7,1.5,2.6,6.6,12.4,10.5,7.9,9.4,74.2,161.4
IDCJAC0001,47029,1930,7.1,1.5,2.3,18.3,31.5,0.0,12.8,22.7,17.9,52.9,12.4,47.0,226.4
IDCJAC0001,47029,1931,2.0,0.0,32.7,62.2,62.5,57.9,33.7,11.8,15.1,20.5,1.6,0.0,300.0
IDCJAC0001,47029,1932,0.0,89.9,10.7,35.8,39.1,27.2,11.0,34.2,10.7,1.0,12.0,6.1,277.7
IDCJAC0001,47029,1933,0.0,0.0,4.8,10.2,13.7,6.6,13.4,21.6,24.7,0.0,78.2,26.0,199.2
IDCJAC0001,47029,1934,16.2,16.2,2.0,19.3,0.0,4.6,24.8,9.1,12.4,59.7,37.5,0.3,202.1
IDCJAC0001,47029,1935,12.4,1.3,10.2,26.7,2.8,2.6,10.2,12.9,18.2,26.7,1.8,5.1,130.9
IDCJAC0001,47029,1936,53.7,0.0,1.3,13.0,33.8,12.2,37.6,17.3,5.1,4.6,6.9,124.7,310.2
IDCJAC0001,47029,1937,71.1,4.1,13.0,4.4,19.6,12.8,12.9,33.1,1.3,87.6,0.0,10.7,270.6
IDCJAC0001,47029,1938,0.0,4.3,0.0,0.5,3.8,9.4,36.9,25.7,5.9,82.6,0.0,0.0,169.1
IDCJAC0001,47029,1939,1.3,114.9,10.2,16.3,71.1,45.4,8.4,13.2,8.6,32.2,82.8,0.0,404.4
IDCJAC0001,47029,1940,18.0,1.0,0.0,7.9,4.6,0.0,7.4,0.8,29.6,3.6,3.5,5.6,82.0
IDCJAC0001,47029,1941,149.6,6.3,17.8,0.5,3.5,16.7,17.7,19.6,5.9,16.8,40.9,8.8,304.1
IDCJAC0001,47029,1942,6.3,11.2,4.3,12.5,47.2,54.9,23.1,17.0,12.8,25.6,2.8,28.2,245.9
IDCJAC0001,47029,1943,0.0,12.7,0.0,29.7,5.4,1.8,17.7,25.0,12.6,17.3,5.6,0.0,127.8
IDCJAC0001,47029,1944,4.8,0.5,5.0,7.1,20.9,1.5,16.5,2.3,2.5,14.0,9.1,26.0,110.2
IDCJAC0001,47029,1945,1.3,0.0,0.0,2.8,10.9,36.9,60.1,35.4,2.6,12.3,6.7,23.2,192.2
IDCJAC0001,47029,1946,124.5,63.7,12.5,5.4,25.4,58.9,18.2,4.1,4.3,6.3,29.7,15.7,368.7
IDCJAC0001,47029,1947,0.0,117.7,56.1,9.2,0.0,16.3,19.7,16.3,49.5,21.5,52.1,35.1,393.5
IDCJAC0001,47029,1948,0.0,1.0,0.0,27.0,10.2,25.6,12.5,19.5,17.3,36.1,4.8,65.8,219.8
IDCJAC0001,47029,1949,1.3,28.2,29.0,8.7,97.9,1.8,26.7,3.8,14.7,64.3,4.1,12.5,293.0
IDCJAC0001,47029,1950,0.0,87.1,58.2,0.0,22.4,4.3,51.6,2.8,3.8,37.0,13.8,14.5,295.5
IDCJAC0001,47029,1951,9.4,10.9,1.3,2.5,19.8,106.9,11.8,24.7,33.7,18.0,4.1,0.0,243.1
IDCJAC0001,47029,1952,23.6,4.8,21.8,29.8,66.0,29.1,13.0,17.0,19.6,70.3,8.9,0.5,304.4
IDCJAC0001,47029,1953,28.7,17.8,0.0,13.3,0.0,7.8,5.9,29.8,41.2,25.5,13.5,7.6,191.1
IDCJAC0001,47029,1954,19.9,0.0,0.0,57.5,3.8,7.6,10.2,26.9,4.3,24.4,49.7,90.1,294.4
IDCJAC0001,47029,1955,0.0,64.3,14.2,9.9,52.7,29.4,28.4,37.7,56.8,16.7,20.8,1.0,331.9
IDCJAC0001,47029,1956,33.3,4.3,124.0,19.5,41.4,44.6,66.6,9.8,28.2,19.6,9.4,2.1,402.8
IDCJAC0001,47029,1957,0.0,46.2,21.3,3.8,0.5,50.0,34.0,10.4,5.3,9.3,0.0,33.0,213.8
IDCJAC0001,47029,1958,29.7,14.0,9.4,14.7,9.9,0.0,21.6,41.5,4.1,62.9,44.6,56.2,308.6
IDCJAC0001,47029,1959,0.5,2.5,20.1,15.5,17.8,0.0,17.3,3.9,10.4,74.1,0.0,5.4,167.5
IDCJAC0001,47029,1960,73.0,17.9,4.8,7.9,58.9,8.4,52.9,15.2,23.3,2.0,43.0,2.8,310.1
IDCJAC0001,47029,1961,4.1,2.3,23.3,34.7,4.8,3.1,37.5,16.0,16.5,1.3,36.6,12.5,192.7
