Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,69132,1985,null,null,null,null,null,null,null,45.6,125.4,153.6,113.6,46.2,null
IDCJAC0001,69132,1986,30.0,2.2,0.8,55.0,12.2,5.6,29.8,145.0,63.0,53.0,138.6,21.2,556.4
IDCJAC0001,69132,1987,51.6,97.8,51.0,null,null,null,null,35.4,35.8,64.0,73.6,105.2,null
IDCJAC0001,69132,1988,35.2,null,27.2,254.8,112.8,38.0,76.0,39.6,55.4,10.2,200.2,66.8,null
IDCJAC0001,69132,1994,null,null,null,null,null,2.2,3.2,5.2,2.6,73.6,44.4,60.4,null
IDCJAC0001,69132,1995,110.0,26.6,28.4,6.2,172.8,25.8,17.8,0.8,59.4,63.0,71.6,67.0,649.4
IDCJAC0001,69132,1996,97.8,24.2,19.4,64.2,126.4,29.8,13.6,11.0,91.6,49.6,95.0,15.8,638.4
IDCJAC0001,69132,1997,40.8,26.2,61.4,0.6,50.7,189.6,4.6,10.0,83.6,17.6,29.8,3.6,518.5
IDCJAC0001,69132,1998,77.6,19.3,1.6,49.0,66.2,84.0,41.6,212.4,46.8,60.4,98.9,16.2,774.0
IDCJAC0001,69132,1999,84.3,33.3,36.5,40.8,10.4,28.6,58.6,10.8,48.6,136.8,35.2,145.8,669.7
IDCJAC0001,69132,2000,47.2,38.6,97.0,18.5,29.8,37.2,14.2,33.4,87.0,46.8,104.8,47.0,601.5
IDCJAC0001,69132,2001,24.0,80.0,43.8,19.6,6.5,21.6,72.8,124.0,48.6,53.4,51.9,9.4,555.6
IDCJAC0001,69132,2002,39.2,175.2,29.4,25.6,24.2,16.8,8.0,22.2,30.4,9.6,9.8,50.8,441.2
IDCJAC0001,69132,2003,11.8,115.4,84.6,89.6,37.0,33.8,20.2,57.4,27.4,76.6,73.6,75.4,702.8
IDCJAC0001,69132,2004,78.4,36.4,24.8,15.2,1.8,1.2,23.2,38.2,39.2,103.2,68.8,138.6,569.0
IDCJAC0001,69132,2005,39.4,52.8,65.4,43.0,3.0,59.4,94.4,17.0,73.6,61.6,109.0,27.6,646.2
IDCJAC0001,69132,2006,121.4,8.2,42.4,9.6,56.6,88.4,52.0,11.4,24.6,3.0,24.4,40.6,482.6
IDCJAC0001,69132,2007,71.4,109.0,73.2,32.0,16.2,211.2,19.2,15.0,17.0,13.4,128.8,97.2,803.6
IDCJAC0001,69132,2008,35.2,101.8,46.0,22.6,6.8,47.2,20.2,72.8,23.0,28.8,78.4,84.4,567.2
IDCJAC0001,69132,2009,26.8,32.2,21.8,34.4,20.8,26.8,19.2,13.6,72.4,74.0,19.2,80.4,441.6
IDCJAC0001,69132,2010,17.6,198.6,47.8,7.6,142.4,16.6,70.4,55.8,55.6,51.0,99.8,96.2,859.4
IDCJAC0001,69132,2011,53.6,73.8,59.0,5.4,20.2,15.0,44.2,102.6,22.0,64.2,149.4,68.6,678.0
IDCJAC0001,69132,2012,13.2,146.4,227.8,51.4,21.8,79.8,27.8,14.4,35.8,71.4,39.0,31.4,760.2
IDCJAC0001,69132,2013,122.8,96.6,34.0,30.2,20.6,164.8,13.6,18.8,96.4,18.6,56.6,43.6,716.6
IDCJAC0001,69132,2014,4.8,47.0,159.2,48.0,14.0,69.4,6.0,148.8,28.6,55.8,24.2,124.6,730.4
IDCJAC0001,69132,2015,161.0,50.0,19.6,102.4,21.0,5.0,62.6,121.8,13.6,28.8,43.0,16.8,645.6
IDCJAC0001,69132,2016,154.0,23.2,21.0,25.2,27.6,219.2,59.2,32.6,89.4,27.8,35.6,146.4,861.2
IDCJAC0001,69132,2017,15.6,28.8,127.6,21.2,22.6,19.4,7.8,34.4,13.6,46.4,60.4,69.6,467.4
IDCJAC0001,69132,2018,64.2,85.8,13.8,12.8,8.8,25.2,5.4,23.0,39.2,55.2,83.4,113.2,530.0
IDCJAC0001,69132,2019,63.4,75.2,92.2,4.8,null,null,null,null,null,null,null,null,null
