Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,86038,1929,11,74.8,Y
IDCJAC0001,86038,1929,12,45.6,Y
IDCJAC0001,86038,1930,01,1.0,Y
IDCJAC0001,86038,1930,02,74.7,Y
IDCJAC0001,86038,1930,03,8.9,Y
IDCJAC0001,86038,1930,04,38.5,Y
IDCJAC0001,86038,1930,05,72.1,Y
IDCJAC0001,86038,1930,06,40.8,Y
IDCJAC0001,86038,1930,07,28.3,Y
IDCJAC0001,86038,1930,08,69.9,Y
IDCJAC0001,86038,1930,09,31.1,Y
IDCJAC0001,86038,1930,10,53.7,Y
IDCJAC0001,86038,1930,11,51.2,Y
IDCJAC0001,86038,1930,12,116.7,Y
IDCJAC0001,86038,1931,01,29.6,Y
IDCJAC0001,86038,1931,02,35.3,Y
IDCJAC0001,86038,1931,03,108.7,Y
IDCJAC0001,86038,1931,04,57.3,Y
IDCJAC0001,86038,1931,05,53.7,Y
IDCJAC0001,86038,1931,06,74.5,Y
IDCJAC0001,86038,1931,07,52.7,Y
IDCJAC0001,86038,1931,08,47.1,Y
IDCJAC0001,86038,1931,09,47.8,Y
IDCJAC0001,86038,1931,10,28.3,Y
IDCJAC0001,86038,1931,11,92.4,Y
IDCJAC0001,86038,1931,12,13.3,Y
IDCJAC0001,86038,1932,01,0.8,Y
IDCJAC0001,86038,1932,02,54.3,Y
IDCJAC0001,86038,1932,03,113.6,Y
IDCJAC0001,86038,1932,04,135.0,Y
IDCJAC0001,86038,1932,05,19.8,Y
IDCJAC0001,86038,1932,06,40.9,Y
IDCJAC0001,86038,1932,07,42.6,Y
IDCJAC0001,86038,1932,08,65.5,Y
IDCJAC0001,86038,1932,09,19.0,Y
IDCJAC0001,86038,1932,10,128.9,Y
IDCJAC0001,86038,1932,11,15.9,Y
IDCJAC0001,86038,1932,12,96.8,Y
IDCJAC0001,86038,1933,01,51.3,Y
IDCJAC0001,86038,1933,02,7.1,Y
IDCJAC0001,86038,1933,03,27.0,Y
IDCJAC0001,86038,1933,04,12.4,Y
IDCJAC0001,86038,1933,05,32.8,Y
IDCJAC0001,86038,1933,06,29.2,Y
IDCJAC0001,86038,1933,07,87.9,Y
IDCJAC0001,86038,1933,08,43.5,Y
IDCJAC0001,86038,1933,09,34.0,Y
IDCJAC0001,86038,1933,10,34.0,Y
IDCJAC0001,86038,1933,11,47.0,Y
IDCJAC0001,86038,1933,12,152.7,Y
IDCJAC0001,86038,1934,01,61.4,Y
IDCJAC0001,86038,1934,02,28.2,Y
IDCJAC0001,86038,1934,03,4.2,Y
IDCJAC0001,86038,1934,04,129.2,Y
IDCJAC0001,86038,1934,05,3.3,Y
IDCJAC0001,86038,1934,06,30.1,Y
IDCJAC0001,86038,1934,07,31.9,Y
IDCJAC0001,86038,1934,08,47.2,Y
IDCJAC0001,86038,1934,09,36.8,Y
IDCJAC0001,86038,1934,10,153.6,Y
IDCJAC0001,86038,1934,11,116.7,Y
IDCJAC0001,86038,1934,12,81.4,Y
IDCJAC0001,86038,1935,01,79.9,Y
IDCJAC0001,86038,1935,02,61.0,Y
IDCJAC0001,86038,1935,03,34.2,Y
IDCJAC0001,86038,1935,04,162.7,Y
IDCJAC0001,86038,1935,05,36.9,Y
IDCJAC0001,86038,1935,06,54.5,Y
IDCJAC0001,86038,1935,07,33.1,Y
IDCJAC0001,86038,1935,08,29.3,Y
IDCJAC0001,86038,1935,09,58.2,Y
IDCJAC0001,86038,1935,10,64.1,Y
IDCJAC0001,86038,1935,11,40.6,Y
IDCJAC0001,86038,1935,12,42.3,Y
IDCJAC0001,86038,1936,01,18.0,Y
IDCJAC0001,86038,1936,02,17.1,Y
IDCJAC0001,86038,1936,03,10.2,Y
IDCJAC0001,86038,1936,04,122.0,Y
IDCJAC0001,86038,1936,05,20.8,Y
IDCJAC0001,86038,1936,06,73.2,Y
IDCJAC0001,86038,1936,07,101.9,Y
IDCJAC0001,86038,1936,08,36.5,Y
IDCJAC0001,86038,1936,09,29.0,Y
IDCJAC0001,86038,1936,10,55.1,Y
IDCJAC0001,86038,1936,11,39.6,Y
IDCJAC0001,86038,1936,12,80.6,Y
IDCJAC0001,86038,1937,01,64.7,Y
IDCJAC0001,86038,1937,02,29.3,Y
IDCJAC0001,86038,1937,03,24.0,Y
IDCJAC0001,86038,1937,04,22.5,Y
IDCJAC0001,86038,1937,05,32.5,Y
IDCJAC0001,86038,1937,06,36.8,Y
IDCJAC0001,86038,1937,07,26.3,Y
IDCJAC0001,86038,1937,08,34.8,Y
IDCJAC0001,86038,1937,09,33.1,Y
IDCJAC0001,86038,1937,10,142.2,Y
IDCJAC0001,86038,1937,11,7.0,Y
IDCJAC0001,86038,1937,12,44.8,Y
IDCJAC0001,86038,1938,01,10.9,Y
IDCJAC0001,86038,1938,02,39.9,Y
IDCJAC0001,86038,1938,03,32.9,Y
IDCJAC0001,86038,1938,04,21.9,Y
IDCJAC0001,86038,1938,05,18.6,Y
IDCJAC0001,86038,1938,06,78.9,Y
IDCJAC0001,86038,1938,07,42.3,Y
IDCJAC0001,86038,1938,08,26.9,Y
IDCJAC0001,86038,1938,09,13.0,Y
IDCJAC0001,86038,1938,10,18.4,Y
IDCJAC0001,86038,1938,11,40.9,Y
IDCJAC0001,86038,1938,12,5.8,Y
IDCJAC0001,86038,1939,01,8.0,Y
IDCJAC0001,86038,1939,02,181.3,Y
IDCJAC0001,86038,1939,03,21.7,Y
IDCJAC0001,86038,1939,04,91.8,Y
IDCJAC0001,86038,1939,05,38.0,Y
IDCJAC0001,86038,1939,06,61.3,Y
IDCJAC0001,86038,1939,07,23.5,Y
IDCJAC0001,86038,1939,08,92.3,Y
IDCJAC0001,86038,1939,09,49.0,Y
IDCJAC0001,86038,1939,10,57.0,Y
IDCJAC0001,86038,1939,11,115.9,Y
IDCJAC0001,86038,1939,12,21.2,Y
IDCJAC0001,86038,1940,01,32.2,Y
IDCJAC0001,86038,1940,02,12.2,Y
IDCJAC0001,86038,1940,03,9.4,Y
IDCJAC0001,86038,1940,04,83.2,Y
IDCJAC0001,86038,1940,05,26.0,Y
IDCJAC0001,86038,1940,06,18.4,Y
IDCJAC0001,86038,1940,07,41.9,Y
IDCJAC0001,86038,1940,08,25.6,Y
IDCJAC0001,86038,1940,09,74.7,Y
IDCJAC0001,86038,1940,10,15.0,Y
IDCJAC0001,86038,1940,11,59.6,Y
IDCJAC0001,86038,1940,12,47.0,Y
IDCJAC0001,86038,1941,01,199.1,Y
IDCJAC0001,86038,1941,02,21.2,Y
IDCJAC0001,86038,1941,03,43.9,Y
IDCJAC0001,86038,1941,04,67.0,Y
IDCJAC0001,86038,1941,05,17.1,Y
IDCJAC0001,86038,1941,06,60.7,Y
IDCJAC0001,86038,1941,07,51.5,Y
IDCJAC0001,86038,1941,08,56.3,Y
IDCJAC0001,86038,1941,09,81.2,Y
IDCJAC0001,86038,1941,10,48.1,Y
IDCJAC0001,86038,1941,11,36.4,Y
IDCJAC0001,86038,1941,12,64.1,Y
IDCJAC0001,86038,1942,01,29.5,Y
IDCJAC0001,86038,1942,02,54.2,Y
IDCJAC0001,86038,1942,03,69.2,Y
IDCJAC0001,86038,1942,04,59.8,Y
IDCJAC0001,86038,1942,05,99.5,Y
IDCJAC0001,86038,1942,06,28.5,Y
IDCJAC0001,86038,1942,07,31.8,Y
IDCJAC0001,86038,1942,08,37.2,Y
IDCJAC0001,86038,1942,09,54.1,Y
IDCJAC0001,86038,1942,10,64.4,Y
IDCJAC0001,86038,1942,11,88.6,Y
IDCJAC0001,86038,1942,12,25.2,Y
IDCJAC0001,86038,1943,01,59.7,Y
IDCJAC0001,86038,1943,02,37.6,Y
IDCJAC0001,86038,1943,03,12.0,Y
IDCJAC0001,86038,1943,04,43.2,Y
IDCJAC0001,86038,1943,05,21.5,Y
IDCJAC0001,86038,1943,06,54.5,Y
IDCJAC0001,86038,1943,07,23.4,Y
IDCJAC0001,86038,1943,08,20.2,Y
IDCJAC0001,86038,1943,09,49.6,Y
IDCJAC0001,86038,1943,10,25.6,Y
IDCJAC0001,86038,1943,11,45.2,Y
IDCJAC0001,86038,1943,12,15.9,Y
IDCJAC0001,86038,1944,01,15.8,Y
IDCJAC0001,86038,1944,02,6.3,Y
IDCJAC0001,86038,1944,03,33.6,Y
IDCJAC0001,86038,1944,04,66.1,Y
IDCJAC0001,86038,1944,05,99.4,Y
IDCJAC0001,86038,1944,06,27.3,Y
IDCJAC0001,86038,1944,07,27.3,Y
IDCJAC0001,86038,1944,08,14.8,Y
IDCJAC0001,86038,1944,09,31.7,Y
IDCJAC0001,86038,1944,10,46.9,Y
IDCJAC0001,86038,1944,11,23.0,Y
IDCJAC0001,86038,1944,12,59.1,Y
IDCJAC0001,86038,1945,01,44.8,Y
IDCJAC0001,86038,1945,02,36.3,Y
IDCJAC0001,86038,1945,03,10.5,Y
IDCJAC0001,86038,1945,04,19.3,Y
IDCJAC0001,86038,1945,05,57.6,Y
IDCJAC0001,86038,1945,06,30.6,Y
IDCJAC0001,86038,1945,07,58.6,Y
IDCJAC0001,86038,1945,08,42.1,Y
IDCJAC0001,86038,1945,09,31.8,Y
IDCJAC0001,86038,1945,10,33.4,Y
IDCJAC0001,86038,1945,11,41.4,Y
IDCJAC0001,86038,1945,12,10.7,Y
IDCJAC0001,86038,1946,01,68.7,Y
IDCJAC0001,86038,1946,02,164.7,Y
IDCJAC0001,86038,1946,03,60.0,Y
IDCJAC0001,86038,1946,04,65.5,Y
IDCJAC0001,86038,1946,05,15.3,Y
IDCJAC0001,86038,1946,06,66.5,Y
IDCJAC0001,86038,1946,07,49.6,Y
IDCJAC0001,86038,1946,08,29.7,Y
IDCJAC0001,86038,1946,09,61.9,Y
IDCJAC0001,86038,1946,10,25.2,Y
IDCJAC0001,86038,1946,11,47.6,Y
IDCJAC0001,86038,1946,12,55.6,Y
IDCJAC0001,86038,1947,01,10.9,Y
IDCJAC0001,86038,1947,02,25.6,Y
IDCJAC0001,86038,1947,03,118.2,Y
IDCJAC0001,86038,1947,04,120.4,Y
IDCJAC0001,86038,1947,05,10.4,Y
IDCJAC0001,86038,1947,06,19.7,Y
IDCJAC0001,86038,1947,07,57.1,Y
IDCJAC0001,86038,1947,08,27.9,Y
IDCJAC0001,86038,1947,09,39.3,Y
IDCJAC0001,86038,1947,10,92.5,Y
IDCJAC0001,86038,1947,11,43.0,Y
IDCJAC0001,86038,1947,12,81.2,Y
IDCJAC0001,86038,1948,01,33.6,Y
IDCJAC0001,86038,1948,02,31.5,Y
IDCJAC0001,86038,1948,03,1.9,Y
IDCJAC0001,86038,1948,04,68.8,Y
IDCJAC0001,86038,1948,05,36.0,Y
IDCJAC0001,86038,1948,06,29.4,Y
IDCJAC0001,86038,1948,07,16.3,Y
IDCJAC0001,86038,1948,08,15.6,Y
IDCJAC0001,86038,1948,09,39.3,Y
IDCJAC0001,86038,1948,10,70.1,Y
IDCJAC0001,86038,1948,11,53.3,Y
IDCJAC0001,86038,1948,12,33.2,Y
IDCJAC0001,86038,1949,01,24.6,Y
IDCJAC0001,86038,1949,02,53.8,Y
IDCJAC0001,86038,1949,03,118.0,Y
IDCJAC0001,86038,1949,04,22.1,Y
IDCJAC0001,86038,1949,05,56.9,Y
IDCJAC0001,86038,1949,06,44.1,Y
IDCJAC0001,86038,1949,07,53.7,Y
IDCJAC0001,86038,1949,08,22.6,Y
IDCJAC0001,86038,1949,09,45.5,Y
IDCJAC0001,86038,1949,10,126.2,Y
IDCJAC0001,86038,1949,11,101.2,Y
IDCJAC0001,86038,1949,12,22.4,Y
IDCJAC0001,86038,1950,01,6.2,Y
IDCJAC0001,86038,1950,02,118.4,Y
IDCJAC0001,86038,1950,03,69.5,Y
IDCJAC0001,86038,1950,04,52.6,Y
IDCJAC0001,86038,1950,05,48.3,Y
IDCJAC0001,86038,1950,06,26.8,Y
IDCJAC0001,86038,1950,07,24.8,Y
IDCJAC0001,86038,1950,08,29.1,Y
IDCJAC0001,86038,1950,09,73.0,Y
IDCJAC0001,86038,1950,10,59.8,Y
IDCJAC0001,86038,1950,11,49.1,Y
IDCJAC0001,86038,1950,12,57.8,Y
IDCJAC0001,86038,1951,01,42.9,Y
IDCJAC0001,86038,1951,02,114.3,Y
IDCJAC0001,86038,1951,03,7.7,Y
IDCJAC0001,86038,1951,04,65.0,Y
IDCJAC0001,86038,1951,05,68.9,Y
IDCJAC0001,86038,1951,06,63.1,Y
IDCJAC0001,86038,1951,07,42.9,Y
IDCJAC0001,86038,1951,08,65.8,Y
IDCJAC0001,86038,1951,09,37.3,Y
IDCJAC0001,86038,1951,10,41.7,Y
IDCJAC0001,86038,1951,11,36.8,Y
IDCJAC0001,86038,1951,12,33.8,Y
IDCJAC0001,86038,1952,01,27.4,Y
IDCJAC0001,86038,1952,02,42.6,Y
IDCJAC0001,86038,1952,03,50.5,Y
IDCJAC0001,86038,1952,04,48.3,Y
IDCJAC0001,86038,1952,05,56.6,Y
IDCJAC0001,86038,1952,06,88.6,Y
IDCJAC0001,86038,1952,07,94.2,Y
IDCJAC0001,86038,1952,08,65.0,Y
IDCJAC0001,86038,1952,09,49.5,Y
IDCJAC0001,86038,1952,10,67.3,Y
IDCJAC0001,86038,1952,11,102.1,Y
IDCJAC0001,86038,1952,12,68.1,Y
IDCJAC0001,86038,1953,01,69.6,Y
IDCJAC0001,86038,1953,02,48.0,Y
IDCJAC0001,86038,1953,03,18.8,Y
IDCJAC0001,86038,1953,04,34.3,Y
IDCJAC0001,86038,1953,05,59.2,Y
IDCJAC0001,86038,1953,06,31.2,Y
IDCJAC0001,86038,1953,07,29.5,Y
IDCJAC0001,86038,1953,08,52.3,Y
IDCJAC0001,86038,1953,09,111.3,Y
IDCJAC0001,86038,1953,10,111.3,Y
IDCJAC0001,86038,1953,11,55.4,Y
IDCJAC0001,86038,1953,12,23.4,Y
IDCJAC0001,86038,1954,01,57.4,Y
IDCJAC0001,86038,1954,02,37.8,Y
IDCJAC0001,86038,1954,03,10.2,Y
IDCJAC0001,86038,1954,04,56.6,Y
IDCJAC0001,86038,1954,05,27.2,Y
IDCJAC0001,86038,1954,06,32.5,Y
IDCJAC0001,86038,1954,07,29.7,Y
IDCJAC0001,86038,1954,08,57.9,Y
IDCJAC0001,86038,1954,09,58.2,Y
IDCJAC0001,86038,1954,10,88.4,Y
IDCJAC0001,86038,1954,11,183.6,Y
IDCJAC0001,86038,1954,12,141.2,Y
IDCJAC0001,86038,1955,01,15.5,Y
IDCJAC0001,86038,1955,02,79.8,Y
IDCJAC0001,86038,1955,03,44.5,Y
IDCJAC0001,86038,1955,04,35.8,Y
IDCJAC0001,86038,1955,05,58.9,Y
IDCJAC0001,86038,1955,06,75.9,Y
IDCJAC0001,86038,1955,07,41.7,Y
IDCJAC0001,86038,1955,08,56.9,Y
IDCJAC0001,86038,1955,09,77.5,Y
IDCJAC0001,86038,1955,10,58.2,Y
IDCJAC0001,86038,1955,11,28.7,Y
IDCJAC0001,86038,1955,12,97.3,Y
IDCJAC0001,86038,1956,01,115.1,Y
IDCJAC0001,86038,1956,02,1.0,Y
IDCJAC0001,86038,1956,03,62.0,Y
IDCJAC0001,86038,1956,04,38.6,Y
IDCJAC0001,86038,1956,05,104.4,Y
IDCJAC0001,86038,1956,06,26.4,Y
IDCJAC0001,86038,1956,07,35.8,Y
IDCJAC0001,86038,1956,08,60.7,Y
IDCJAC0001,86038,1956,09,63.5,Y
IDCJAC0001,86038,1956,10,94.7,Y
IDCJAC0001,86038,1956,11,48.8,Y
IDCJAC0001,86038,1956,12,19.6,Y
IDCJAC0001,86038,1957,01,3.3,Y
IDCJAC0001,86038,1957,02,24.6,Y
IDCJAC0001,86038,1957,03,36.8,Y
IDCJAC0001,86038,1957,04,26.2,Y
IDCJAC0001,86038,1957,05,32.0,Y
IDCJAC0001,86038,1957,06,33.5,Y
IDCJAC0001,86038,1957,07,87.9,Y
IDCJAC0001,86038,1957,08,37.3,Y
IDCJAC0001,86038,1957,09,49.8,Y
IDCJAC0001,86038,1957,10,68.3,Y
IDCJAC0001,86038,1957,11,43.2,Y
IDCJAC0001,86038,1957,12,28.2,Y
IDCJAC0001,86038,1958,01,12.7,Y
IDCJAC0001,86038,1958,02,66.5,Y
IDCJAC0001,86038,1958,03,24.1,Y
IDCJAC0001,86038,1958,04,26.7,Y
IDCJAC0001,86038,1958,05,66.0,Y
IDCJAC0001,86038,1958,06,17.0,Y
IDCJAC0001,86038,1958,07,51.8,Y
IDCJAC0001,86038,1958,08,76.2,Y
IDCJAC0001,86038,1958,09,75.7,Y
IDCJAC0001,86038,1958,10,88.6,Y
IDCJAC0001,86038,1958,11,78.0,Y
IDCJAC0001,86038,1958,12,20.3,Y
IDCJAC0001,86038,1959,01,21.3,Y
IDCJAC0001,86038,1959,02,27.7,Y
IDCJAC0001,86038,1959,03,88.1,Y
IDCJAC0001,86038,1959,04,9.1,Y
IDCJAC0001,86038,1959,05,23.4,Y
IDCJAC0001,86038,1959,06,60.7,Y
IDCJAC0001,86038,1959,07,35.8,Y
IDCJAC0001,86038,1959,08,35.8,Y
IDCJAC0001,86038,1959,09,96.8,Y
