Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0008,46128,2004,,,,,,,,,,,,,,,,,,,10.5,28,9.7,03,13.3,02,
IDCJAC0008,46128,2005,12.0,17,11.0,03,9.2,27,7.6,20,2.6,27,0.1,03,1.4,18,-0.4,13,4.1,18,5.9,10,11.3,12,10.5,03,-0.4
IDCJAC0008,46128,2006,17.3,25,14.0,12,14.2,17,4.0,22,-1.9,24,-3.0,27,-1.0,09,0.6,11,5.8,27,7.4,07,6.7,17,11.0,27,-3.0
IDCJAC0008,46128,2007,14.7,28,16.7,09,9.6,30,10.8,20,3.1,31,-1.5,23,-2.0,22,-0.9,15,3.8,15,5.9,18,9.7,04,12.0,23,-2.0
IDCJAC0008,46128,2008,18.1,23,13.4,29,6.3,29,2.1,29,2.8,21,0.0,28,-0.4,05,-0.1,08,2.9,10,7.1,23,8.8,23,13.0,15,-0.4
IDCJAC0008,46128,2009,14.7,02,14.7,12,13.2,18,4.9,30,4.2,30,0.1,11,-0.7,24,-0.8,09,3.0,10,6.6,09,12.1,06,13.9,12,-0.8
IDCJAC0008,46128,2010,14.1,18,17.3,24,11.7,24,7.3,26,1.1,14,-0.8,28,0.0,03,-0.2,07,3.1,30,5.8,16,7.1,01,10.3,20,-0.8
IDCJAC0008,46128,2011,17.0,05,14.4,07,10.6,25,6.9,12,0.1,17,-0.5,27,-1.8,08,2.3,01,1.0,13,6.0,01,10.8,23,13.0,01,-1.8
IDCJAC0008,46128,2012,14.8,31,14.6,11,10.5,24,5.2,27,1.2,17,-1.9,24,-2.2,03,-1.9,02,1.9,10,5.5,11,11.3,02,12.5,05,-2.2
IDCJAC0008,46128,2013,13.7,31,13.6,02,10.5,30,4.3,21,2.2,03,1.5,18,-1.2,26,-0.1,21,5.0,27,5.4,15,10.0,12,11.4,06,-1.2
IDCJAC0008,46128,2014,14.4,05,13.9,20,11.4,24,8.9,20,4.1,04,2.0,26,-0.3,03,-0.7,03,3.8,20,6.7,16,8.5,03,15.5,26,-0.7
IDCJAC0008,46128,2015,14.3,31,15.3,05,10.1,25,4.2,28,3.0,09,-0.3,21,-0.8,20,-0.6,09,2.2,01,6.5,01,11.3,28,12.1,03,-0.8
IDCJAC0008,46128,2016,13.5,31,16.0,18,11.3,31,9.2,05,3.7,24,1.4,29,-1.3,15,0.6,21,3.6,19,5.3,24,7.4,01,13.0,10,-1.3
IDCJAC0008,46128,2017,17.0,21,14.0,21,11.9,31,6.2,29,3.0,30,-2.1,04,-2.2,22,-0.3,30,2.6,01,7.9,03,10.2,01,11.1,04,-2.2
IDCJAC0008,46128,2018,15.0,14,16.9,26,8.0,27,8.9,28,0.7,31,-2.2,19,-3.6,15,-1.2,21,0.9,17,6.3,01,7.5,08,11.5,15,-3.6
IDCJAC0008,46128,2019,17.0,28,14.2,13,8.4,31,5.0,28,,,,,,,,,,,,,,,,,
