Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,74037,1957,0.0,0.0,38.9,0.0,0.0,42.9,0.5,0.0,0.0,0.0,0.0,38.1,120.4
IDCJAC0001,74037,1958,0.0,7.8,48.0,45.5,41.3,8.8,45.3,35.6,59.8,54.8,0.4,0.2,347.5
IDCJAC0001,74037,1959,0.0,0.3,0.5,38.9,13.0,0.0,0.0,0.0,0.0,45.2,0.0,0.0,97.9
IDCJAC0001,74037,1960,0.3,0.0,0.0,0.3,0.1,0.0,0.5,0.2,0.2,0.0,0.0,0.3,1.9
IDCJAC0001,74037,1961,0.0,0.1,0.1,0.4,0.0,0.2,0.2,0.7,0.0,0.0,0.4,0.3,2.4
IDCJAC0001,74037,1962,0.6,0.0,0.3,0.0,0.1,0.0,0.2,0.5,0.4,0.4,0.1,0.0,2.6
IDCJAC0001,74037,1963,41.8,38.6,14.6,24.7,86.7,60.5,39.8,32.2,83.4,44.6,19.0,43.3,529.2
IDCJAC0001,74037,1964,20.5,2.3,2.0,64.5,18.3,25.9,33.5,22.2,87.4,43.7,2.0,19.6,341.9
IDCJAC0001,74037,1965,0.0,1.8,0.5,27.1,34.6,43.0,14.2,70.1,15.1,46.3,57.0,50.2,359.9
IDCJAC0001,74037,1966,17.0,6.1,63.1,6.1,41.7,12.9,27.2,40.5,48.1,81.3,47.3,88.9,480.2
IDCJAC0001,74037,1967,9.4,1.0,11.7,0.5,42.0,41.5,6.9,28.2,19.4,40.2,2.3,0.0,203.1
IDCJAC0001,74037,1968,59.5,0.8,19.7,46.4,95.1,24.3,40.5,28.5,9.7,29.0,22.5,71.4,447.4
IDCJAC0001,74037,1969,21.6,113.1,102.4,54.1,76.4,65.1,56.4,22.7,44.2,9.2,42.7,11.2,619.1
IDCJAC0001,74037,1970,39.9,44.9,64.0,103.4,14.0,12.1,12.2,83.4,88.4,34.3,40.4,27.7,564.7
IDCJAC0001,74037,1971,60.8,49.8,10.9,48.8,17.4,12.7,76.5,36.2,11.0,7.7,145.7,65.2,542.7
IDCJAC0001,74037,1972,34.8,57.5,22.6,48.8,39.8,12.5,19.8,78.4,8.7,22.0,16.1,7.4,368.4
IDCJAC0001,74037,1973,50.0,62.9,31.5,90.7,24.0,66.0,30.7,79.5,24.8,89.3,53.6,24.6,627.6
IDCJAC0001,74037,1974,179.7,64.8,13.5,39.2,6.4,4.9,11.7,12.1,12.2,29.9,7.9,0.3,382.6
IDCJAC0001,74037,1975,18.9,29.8,20.6,17.8,19.4,15.0,39.8,39.8,57.4,93.2,2.3,53.5,407.5
IDCJAC0001,74037,1976,47.0,22.3,21.2,7.6,5.7,4.7,4.5,13.5,51.6,101.6,26.3,24.9,330.9
IDCJAC0001,74037,1977,11.5,51.1,44.8,10.7,73.5,34.0,9.1,2.5,14.9,9.2,7.9,2.2,271.4
