Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,73141,1995,05,22.3,12,Y
IDCJAC0005,73141,1995,06,21.9,09,Y
IDCJAC0005,73141,1995,07,15.5,13,Y
IDCJAC0005,73141,1995,08,25.9,25,Y
IDCJAC0005,73141,1995,09,23.0,19,Y
IDCJAC0005,73141,1995,10,29.7,19,Y
IDCJAC0005,73141,1995,11,32.1,28,Y
IDCJAC0005,73141,1995,12,35.0,31,Y
IDCJAC0005,73141,1996,01,38.7,15,Y
IDCJAC0005,73141,1996,02,33.3,07,Y
IDCJAC0005,73141,1996,03,33.9,15,Y
IDCJAC0005,73141,1996,04,25.5,06,Y
IDCJAC0005,73141,1996,05,24.2,02,Y
IDCJAC0005,73141,1996,06,20.8,03,Y
IDCJAC0005,73141,1996,07,15.3,23,Y
IDCJAC0005,73141,1996,08,19.4,13,Y
IDCJAC0005,73141,1996,09,24.9,18,Y
IDCJAC0005,73141,1996,10,28.4,11,Y
IDCJAC0005,73141,1996,11,33.7,13,Y
IDCJAC0005,73141,1996,12,37.3,24,Y
IDCJAC0005,73141,1997,01,37.9,22,Y
IDCJAC0005,73141,1997,02,39.0,23,Y
IDCJAC0005,73141,1997,03,35.2,01,Y
IDCJAC0005,73141,1997,04,28.1,14,Y
IDCJAC0005,73141,1997,05,26.5,04,Y
IDCJAC0005,73141,1997,06,19.9,05,Y
IDCJAC0005,73141,1997,07,17.8,08,Y
IDCJAC0005,73141,1997,08,17.2,30,Y
IDCJAC0005,73141,1997,09,20.2,27,Y
IDCJAC0005,73141,1997,10,32.2,27,Y
IDCJAC0005,73141,1997,11,41.6,26,Y
IDCJAC0005,73141,1997,12,39.9,21,Y
IDCJAC0005,73141,1998,01,39.6,18,Y
IDCJAC0005,73141,1998,02,39.8,26,Y
IDCJAC0005,73141,1998,03,39.4,13,Y
IDCJAC0005,73141,1998,04,32.9,08,Y
IDCJAC0005,73141,1998,05,22.7,16,Y
IDCJAC0005,73141,1998,06,15.9,12,Y
IDCJAC0005,73141,1998,07,16.1,05,Y
IDCJAC0005,73141,1998,08,18.7,31,Y
IDCJAC0005,73141,1998,09,25.3,29,Y
IDCJAC0005,73141,1998,10,29.8,01,Y
IDCJAC0005,73141,1998,11,30.7,07,Y
IDCJAC0005,73141,1998,12,38.2,11,Y
IDCJAC0005,73141,1999,01,40.9,04,Y
IDCJAC0005,73141,1999,02,37.9,15,Y
IDCJAC0005,73141,1999,03,35.2,06,Y
IDCJAC0005,73141,1999,04,24.9,02,Y
IDCJAC0005,73141,1999,05,22.4,06,Y
IDCJAC0005,73141,1999,06,19.1,05,Y
IDCJAC0005,73141,1999,07,18.1,09,Y
IDCJAC0005,73141,1999,08,21.8,29,Y
IDCJAC0005,73141,1999,09,25.3,29,Y
IDCJAC0005,73141,1999,10,28.1,09,Y
IDCJAC0005,73141,1999,11,31.4,30,Y
IDCJAC0005,73141,1999,12,34.9,07,Y
IDCJAC0005,73141,2000,01,35.9,19,Y
IDCJAC0005,73141,2000,02,37.9,05,Y
IDCJAC0005,73141,2000,03,36.6,03,Y
IDCJAC0005,73141,2000,04,29.4,03,Y
IDCJAC0005,73141,2000,05,25.9,02,Y
IDCJAC0005,73141,2000,06,15.9,17,Y
IDCJAC0005,73141,2000,07,16.9,25,Y
IDCJAC0005,73141,2000,08,18.4,07,Y
IDCJAC0005,73141,2000,09,24.2,17,Y
IDCJAC0005,73141,2000,10,31.5,07,Y
IDCJAC0005,73141,2000,11,33.5,27,Y
IDCJAC0005,73141,2000,12,38.9,12,Y
IDCJAC0005,73141,2001,01,43.6,23,Y
IDCJAC0005,73141,2001,02,38.7,27,Y
IDCJAC0005,73141,2001,03,32.9,11,Y
IDCJAC0005,73141,2001,04,29.2,19,Y
IDCJAC0005,73141,2001,05,22.2,14,Y
IDCJAC0005,73141,2001,06,19.6,06,Y
IDCJAC0005,73141,2001,07,17.1,24,Y
IDCJAC0005,73141,2001,08,22.4,16,Y
IDCJAC0005,73141,2001,09,27.3,30,Y
IDCJAC0005,73141,2001,10,25.6,23,Y
IDCJAC0005,73141,2001,11,30.3,17,Y
IDCJAC0005,73141,2001,12,36.7,20,Y
IDCJAC0005,73141,2002,01,38.6,06,Y
IDCJAC0005,73141,2002,02,36.2,02,Y
IDCJAC0005,73141,2002,03,35.9,18,Y
IDCJAC0005,73141,2002,04,31.1,09,Y
IDCJAC0005,73141,2002,05,24.2,07,Y
IDCJAC0005,73141,2002,06,18.2,07,Y
IDCJAC0005,73141,2002,07,17.0,30,Y
IDCJAC0005,73141,2002,08,23.5,11,Y
IDCJAC0005,73141,2002,09,25.3,23,Y
IDCJAC0005,73141,2002,10,32.8,30,Y
IDCJAC0005,73141,2002,11,38.5,25,Y
IDCJAC0005,73141,2002,12,40.9,22,Y
IDCJAC0005,73141,2003,01,43.7,30,Y
IDCJAC0005,73141,2003,02,38.2,15,Y
IDCJAC0005,73141,2003,03,31.5,19,Y
IDCJAC0005,73141,2003,04,27.4,01,Y
IDCJAC0005,73141,2003,05,23.6,06,Y
IDCJAC0005,73141,2003,06,19.3,12,Y
IDCJAC0005,73141,2003,07,20.2,22,Y
IDCJAC0005,73141,2003,08,18.4,05,Y
IDCJAC0005,73141,2003,09,25.9,22,Y
IDCJAC0005,73141,2003,10,26.0,18,Y
IDCJAC0005,73141,2003,11,35.9,15,Y
IDCJAC0005,73141,2003,12,37.7,30,Y
IDCJAC0005,73141,2004,01,40.3,04,Y
IDCJAC0005,73141,2004,02,41.0,14,Y
IDCJAC0005,73141,2004,03,36.1,05,Y
IDCJAC0005,73141,2004,04,33.9,15,Y
IDCJAC0005,73141,2004,05,21.2,08,Y
IDCJAC0005,73141,2004,06,17.8,14,Y
IDCJAC0005,73141,2004,07,16.9,10,Y
IDCJAC0005,73141,2004,08,23.0,26,Y
IDCJAC0005,73141,2004,09,23.7,28,Y
IDCJAC0005,73141,2004,10,31.3,13,Y
IDCJAC0005,73141,2004,11,39.2,30,Y
IDCJAC0005,73141,2004,12,36.9,19,Y
IDCJAC0005,73141,2005,01,40.6,14,Y
