Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,66124,1967,06,19.7,19,Y
IDCJAC0005,66124,1967,07,21.1,22,Y
IDCJAC0005,66124,1967,08,20.7,20,Y
IDCJAC0005,66124,1967,09,31.4,26,Y
IDCJAC0005,66124,1967,10,36.4,28,Y
IDCJAC0005,66124,1967,11,38.1,30,Y
IDCJAC0005,66124,1967,12,38.9,12,Y
IDCJAC0005,66124,1968,01,38.6,31,Y
IDCJAC0005,66124,1968,02,41.1,01,Y
IDCJAC0005,66124,1968,03,33.3,02,Y
IDCJAC0005,66124,1968,04,31.1,12,Y
IDCJAC0005,66124,1968,05,26.7,10,Y
IDCJAC0005,66124,1968,06,20.6,01,Y
IDCJAC0005,66124,1968,07,20.3,30,Y
IDCJAC0005,66124,1968,08,24.2,28,Y
IDCJAC0005,66124,1968,09,28.6,12,Y
IDCJAC0005,66124,1968,10,35.0,28,Y
IDCJAC0005,66124,1968,11,36.8,20,Y
IDCJAC0005,66124,1968,12,34.7,09,Y
IDCJAC0005,66124,1969,01,39.2,08,Y
IDCJAC0005,66124,1969,02,35.4,07,Y
IDCJAC0005,66124,1969,03,34.3,14,Y
IDCJAC0005,66124,1969,04,32.8,09,Y
IDCJAC0005,66124,1969,05,25.0,13,Y
IDCJAC0005,66124,1969,06,20.7,29,Y
IDCJAC0005,66124,1969,07,22.1,13,Y
IDCJAC0005,66124,1969,08,26.8,29,Y
IDCJAC0005,66124,1969,09,27.1,01,Y
IDCJAC0005,66124,1969,10,33.3,26,Y
IDCJAC0005,66124,1969,11,32.3,18,Y
IDCJAC0005,66124,1969,12,39.2,19,Y
IDCJAC0005,66124,1970,02,32.8,18,Y
IDCJAC0005,66124,1970,03,33.3,11,Y
IDCJAC0005,66124,1970,04,29.6,11,Y
IDCJAC0005,66124,1970,06,21.8,26,Y
IDCJAC0005,66124,1970,07,23.6,25,Y
IDCJAC0005,66124,1970,08,26.0,01,Y
IDCJAC0005,66124,1970,09,25.7,08,Y
IDCJAC0005,66124,1970,10,34.3,08,Y
IDCJAC0005,66124,1970,11,30.8,10,Y
IDCJAC0005,66124,1970,12,35.6,18,Y
IDCJAC0005,66124,1971,01,39.4,09,Y
IDCJAC0005,66124,1971,02,32.1,02,Y
IDCJAC0005,66124,1971,03,34.7,15,Y
IDCJAC0005,66124,1971,04,30.6,11,Y
IDCJAC0005,66124,1971,05,23.3,03,Y
IDCJAC0005,66124,1971,06,20.7,19,Y
IDCJAC0005,66124,1971,07,18.9,29,Y
IDCJAC0005,66124,1971,08,22.8,24,Y
IDCJAC0005,66124,1971,09,28.2,20,Y
IDCJAC0005,66124,1971,10,34.0,23,Y
IDCJAC0005,66124,1971,11,31.7,13,Y
IDCJAC0005,66124,1971,12,36.1,04,Y
IDCJAC0005,66124,1972,01,31.2,12,Y
IDCJAC0005,66124,1972,02,34.4,03,Y
IDCJAC0005,66124,1972,03,30.0,20,Y
IDCJAC0005,66124,1972,05,23.3,10,Y
IDCJAC0005,66124,1972,06,21.6,10,Y
IDCJAC0005,66124,1972,07,22.2,25,Y
IDCJAC0005,66124,1972,08,27.6,25,Y
IDCJAC0005,66124,1972,09,30.5,22,Y
IDCJAC0005,66124,1972,10,30.2,08,Y
IDCJAC0005,66124,1972,11,31.5,20,Y
IDCJAC0005,66124,1972,12,42.2,23,Y
IDCJAC0005,66124,1973,01,38.5,31,Y
IDCJAC0005,66124,1973,02,40.0,06,Y
IDCJAC0005,66124,1973,03,35.8,18,Y
IDCJAC0005,66124,1973,04,30.0,05,Y
IDCJAC0005,66124,1973,05,28.0,07,Y
IDCJAC0005,66124,1973,06,23.5,01,Y
