Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,40068,1891,05,182.8,Y
IDCJAC0001,40068,1891,06,174.3,Y
IDCJAC0001,40068,1891,07,42.7,Y
IDCJAC0001,40068,1891,08,66.9,Y
IDCJAC0001,40068,1891,09,65.6,Y
IDCJAC0001,40068,1891,10,30.8,Y
IDCJAC0001,40068,1891,11,58.7,Y
IDCJAC0001,40068,1891,12,173.3,Y
IDCJAC0001,40068,1892,01,96.3,Y
IDCJAC0001,40068,1892,02,93.2,Y
IDCJAC0001,40068,1892,03,419.5,Y
IDCJAC0001,40068,1892,04,107.4,Y
IDCJAC0001,40068,1892,05,129.5,Y
IDCJAC0001,40068,1892,06,43.5,Y
IDCJAC0001,40068,1892,07,109.1,Y
IDCJAC0001,40068,1892,08,0.5,Y
IDCJAC0001,40068,1892,09,60.2,Y
IDCJAC0001,40068,1892,10,202.8,Y
IDCJAC0001,40068,1892,11,106.7,Y
IDCJAC0001,40068,1892,12,167.4,Y
IDCJAC0001,40068,1893,01,328.1,Y
IDCJAC0001,40068,1893,02,822.1,Y
IDCJAC0001,40068,1893,03,248.0,Y
IDCJAC0001,40068,1893,04,127.2,Y
IDCJAC0001,40068,1893,05,79.7,Y
IDCJAC0001,40068,1893,06,167.0,Y
IDCJAC0001,40068,1893,07,127.7,Y
IDCJAC0001,40068,1893,08,118.7,Y
IDCJAC0001,40068,1893,09,17.0,Y
IDCJAC0001,40068,1893,10,57.1,Y
IDCJAC0001,40068,1893,11,175.7,Y
IDCJAC0001,40068,1893,12,78.6,Y
IDCJAC0001,40068,1894,01,344.6,Y
IDCJAC0001,40068,1894,02,27.7,Y
IDCJAC0001,40068,1894,03,499.5,Y
IDCJAC0001,40068,1894,04,120.0,Y
IDCJAC0001,40068,1894,05,168.5,Y
IDCJAC0001,40068,1894,06,154.9,Y
IDCJAC0001,40068,1894,07,2.8,Y
IDCJAC0001,40068,1894,08,67.1,Y
IDCJAC0001,40068,1894,09,159.1,Y
IDCJAC0001,40068,1894,10,86.3,Y
IDCJAC0001,40068,1894,11,34.2,Y
IDCJAC0001,40068,1894,12,150.0,Y
IDCJAC0001,40068,1895,01,507.0,Y
IDCJAC0001,40068,1895,02,24.2,Y
IDCJAC0001,40068,1895,03,149.5,Y
IDCJAC0001,40068,1895,04,152.6,Y
IDCJAC0001,40068,1895,05,63.6,Y
IDCJAC0001,40068,1895,06,57.7,Y
IDCJAC0001,40068,1895,07,67.3,Y
IDCJAC0001,40068,1895,08,21.4,Y
IDCJAC0001,40068,1895,09,36.1,Y
IDCJAC0001,40068,1895,10,17.1,Y
IDCJAC0001,40068,1895,11,72.3,Y
IDCJAC0001,40068,1895,12,212.8,Y
IDCJAC0001,40068,1896,01,194.5,Y
IDCJAC0001,40068,1896,02,501.3,Y
IDCJAC0001,40068,1896,03,63.6,Y
IDCJAC0001,40068,1896,04,20.9,Y
IDCJAC0001,40068,1896,05,180.6,Y
IDCJAC0001,40068,1896,06,48.9,Y
IDCJAC0001,40068,1896,07,34.8,Y
IDCJAC0001,40068,1896,08,58.1,Y
IDCJAC0001,40068,1896,09,61.3,Y
IDCJAC0001,40068,1896,10,3.0,Y
IDCJAC0001,40068,1896,11,145.3,Y
IDCJAC0001,40068,1896,12,76.0,Y
IDCJAC0001,40068,1897,01,53.0,Y
IDCJAC0001,40068,1897,02,188.2,Y
IDCJAC0001,40068,1897,03,48.1,Y
IDCJAC0001,40068,1897,04,34.8,Y
IDCJAC0001,40068,1897,05,50.6,Y
IDCJAC0001,40068,1897,06,104.5,Y
IDCJAC0001,40068,1897,07,131.9,Y
IDCJAC0001,40068,1897,08,60.7,Y
IDCJAC0001,40068,1897,09,111.2,Y
IDCJAC0001,40068,1897,10,117.4,Y
IDCJAC0001,40068,1897,11,24.1,Y
IDCJAC0001,40068,1897,12,303.7,Y
IDCJAC0001,40068,1898,01,204.8,Y
IDCJAC0001,40068,1898,02,285.2,Y
IDCJAC0001,40068,1898,03,381.4,Y
IDCJAC0001,40068,1898,04,87.7,Y
IDCJAC0001,40068,1898,05,130.3,Y
IDCJAC0001,40068,1898,06,94.1,Y
IDCJAC0001,40068,1898,07,36.3,Y
IDCJAC0001,40068,1898,08,59.6,Y
IDCJAC0001,40068,1898,09,172.7,Y
IDCJAC0001,40068,1898,10,26.5,Y
IDCJAC0001,40068,1898,11,42.7,Y
IDCJAC0001,40068,1898,12,85.6,Y
IDCJAC0001,40068,1899,01,105.2,Y
IDCJAC0001,40068,1899,02,267.4,Y
IDCJAC0001,40068,1899,03,118.4,Y
IDCJAC0001,40068,1899,04,196.3,Y
IDCJAC0001,40068,1899,05,156.6,Y
IDCJAC0001,40068,1899,06,149.5,Y
IDCJAC0001,40068,1899,07,118.8,Y
IDCJAC0001,40068,1899,08,67.9,Y
IDCJAC0001,40068,1899,09,37.9,Y
IDCJAC0001,40068,1899,10,43.0,Y
IDCJAC0001,40068,1899,11,3.3,Y
IDCJAC0001,40068,1899,12,148.3,Y
IDCJAC0001,40068,1900,01,80.7,Y
IDCJAC0001,40068,1900,02,28.5,Y
IDCJAC0001,40068,1900,03,207.3,Y
IDCJAC0001,40068,1900,04,64.2,Y
IDCJAC0001,40068,1900,05,207.0,Y
IDCJAC0001,40068,1900,06,54.8,Y
IDCJAC0001,40068,1900,07,137.6,Y
IDCJAC0001,40068,1900,08,43.9,Y
IDCJAC0001,40068,1900,09,87.5,Y
IDCJAC0001,40068,1900,10,26.4,Y
IDCJAC0001,40068,1900,11,84.2,Y
IDCJAC0001,40068,1900,12,42.2,Y
IDCJAC0001,40068,1901,01,62.2,Y
IDCJAC0001,40068,1901,02,169.9,Y
IDCJAC0001,40068,1901,03,237.7,Y
IDCJAC0001,40068,1901,04,147.1,Y
IDCJAC0001,40068,1901,05,240.3,Y
IDCJAC0001,40068,1901,06,173.8,Y
IDCJAC0001,40068,1901,07,240.4,Y
IDCJAC0001,40068,1901,08,93.2,Y
IDCJAC0001,40068,1901,09,33.8,Y
IDCJAC0001,40068,1901,10,45.7,Y
IDCJAC0001,40068,1901,11,49.0,Y
IDCJAC0001,40068,1901,12,11.2,Y
IDCJAC0001,40068,1902,01,77.6,Y
IDCJAC0001,40068,1902,02,13.3,Y
IDCJAC0001,40068,1902,03,88.3,Y
IDCJAC0001,40068,1902,04,76.6,Y
IDCJAC0001,40068,1902,05,41.2,Y
IDCJAC0001,40068,1902,06,39.3,Y
IDCJAC0001,40068,1902,07,27.2,Y
IDCJAC0001,40068,1902,08,29.0,Y
IDCJAC0001,40068,1902,09,27.2,Y
IDCJAC0001,40068,1902,10,13.2,Y
IDCJAC0001,40068,1902,11,38.3,Y
IDCJAC0001,40068,1902,12,65.5,Y
IDCJAC0001,40068,1903,01,60.2,Y
IDCJAC0001,40068,1903,02,33.2,Y
IDCJAC0001,40068,1903,03,140.3,Y
IDCJAC0001,40068,1903,04,64.3,Y
IDCJAC0001,40068,1903,05,439.3,Y
IDCJAC0001,40068,1903,06,21.6,Y
IDCJAC0001,40068,1903,07,153.0,Y
IDCJAC0001,40068,1903,08,94.5,Y
IDCJAC0001,40068,1903,09,26.4,Y
IDCJAC0001,40068,1903,10,113.7,Y
IDCJAC0001,40068,1903,11,232.9,Y
IDCJAC0001,40068,1903,12,123.9,Y
IDCJAC0001,40068,1904,01,39.3,Y
IDCJAC0001,40068,1904,02,5.1,Y
IDCJAC0001,40068,1904,03,195.8,Y
IDCJAC0001,40068,1904,04,212.1,Y
IDCJAC0001,40068,1904,05,105.5,Y
IDCJAC0001,40068,1904,06,39.1,Y
IDCJAC0001,40068,1904,07,42.5,Y
IDCJAC0001,40068,1904,08,34.5,Y
IDCJAC0001,40068,1904,09,38.3,Y
IDCJAC0001,40068,1904,10,34.3,Y
IDCJAC0001,40068,1904,11,14.9,Y
IDCJAC0001,40068,1904,12,113.3,Y
IDCJAC0001,40068,1905,01,283.5,Y
IDCJAC0001,40068,1905,02,48.2,Y
IDCJAC0001,40068,1905,03,44.3,Y
IDCJAC0001,40068,1905,04,74.7,Y
IDCJAC0001,40068,1905,05,270.8,Y
IDCJAC0001,40068,1905,06,46.4,Y
IDCJAC0001,40068,1905,07,16.0,Y
IDCJAC0001,40068,1905,08,16.7,Y
IDCJAC0001,40068,1905,09,22.6,Y
IDCJAC0001,40068,1905,10,54.3,Y
IDCJAC0001,40068,1905,11,32.0,Y
IDCJAC0001,40068,1905,12,153.8,Y
IDCJAC0001,40068,1906,01,170.6,Y
IDCJAC0001,40068,1906,02,82.3,Y
IDCJAC0001,40068,1906,03,97.9,Y
IDCJAC0001,40068,1906,04,34.0,Y
IDCJAC0001,40068,1906,05,129.7,Y
IDCJAC0001,40068,1906,06,172.8,Y
IDCJAC0001,40068,1906,07,5.3,Y
IDCJAC0001,40068,1906,08,86.7,Y
IDCJAC0001,40068,1906,09,120.0,Y
IDCJAC0001,40068,1906,10,40.4,Y
