Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0008,66059,2004,,,,,,,,,,,,,,,,,11.6,26,9.3,16,11.3,14,11.1,29,
IDCJAC0008,66059,2005,13.5,11,12.1,03,10.5,26,12.1,01,5.9,30,4.0,23,4.7,23,2.9,12,5.4,03,9.3,09,10.1,28,12.9,20,2.9
IDCJAC0008,66059,2006,16.3,04,15.4,08,14.1,26,5.7,23,4.6,09,4.3,15,3.4,09,4.8,01,7.5,07,7.5,29,5.8,16,9.6,26,3.4
IDCJAC0008,66059,2007,14.4,28,15.9,14,11.8,31,10.8,26,4.3,31,3.7,23,0.2,17,3.9,04,7.3,23,7.2,13,11.4,06,13.0,26,0.2
IDCJAC0008,66059,2008,14.2,24,11.6,29,10.7,01,5.5,29,5.3,18,6.1,28,2.9,12,3.0,18,5.3,10,6.3,23,10.0,23,11.3,21,2.9
IDCJAC0008,66059,2009,12.1,18,14.5,13,11.9,06,7.9,29,7.7,12,3.7,11,3.1,06,4.1,09,7.8,01,8.0,10,12.4,14,11.8,01,3.1
IDCJAC0008,66059,2010,13.8,19,15.1,26,14.1,17,10.1,12,6.1,13,0.9,30,4.5,01,4.3,08,5.1,18,6.0,17,10.5,03,10.6,20,0.9
IDCJAC0008,66059,2011,14.8,05,14.4,24,14.2,27,9.3,12,4.7,12,4.1,09,1.9,09,4.7,10,5.8,10,8.3,05,11.8,03,9.5,05,1.9
IDCJAC0008,66059,2012,11.9,13,14.5,12,11.1,24,8.4,10,6.9,15,3.4,24,5.0,02,3.6,08,4.2,01,7.0,13,10.3,12,11.6,06,3.4
IDCJAC0008,66059,2013,14.9,14,12.4,02,12.0,18,10.2,21,5.9,26,5.9,17,4.7,07,4.4,21,7.9,13,7.4,15,9.7,06,9.3,06,4.4
IDCJAC0008,66059,2014,13.5,27,13.6,07,12.4,17,10.6,21,6.4,05,5.8,30,4.0,12,4.0,03,6.2,19,7.3,16,11.8,03,13.0,14,4.0
IDCJAC0008,66059,2015,13.2,29,14.7,04,10.4,27,8.7,28,5.3,14,4.7,02,2.6,04,1.5,05,5.8,08,10.7,24,11.6,16,12.0,30,1.5
IDCJAC0008,66059,2016,12.6,16,14.7,02,12.7,19,11.7,25,5.7,30,3.4,26,3.1,29,3.8,28,6.7,05,6.5,12,10.9,01,13.5,10,3.1
IDCJAC0008,66059,2017,16.7,03,13.5,20,13.2,31,7.9,29,2.9,30,6.0,06,3.7,02,5.0,02,5.5,17,9.3,01,10.0,09,14.6,05,2.9
IDCJAC0008,66059,2018,13.0,18,13.7,01,12.0,27,10.3,30,5.7,31,4.6,24,1.3,16,2.7,29,5.5,17,8.6,01,10.3,09,12.7,24,1.3
IDCJAC0008,66059,2019,16.5,07,14.7,26,9.8,31,8.0,28,,,,,,,,,,,,,,,,,
