Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,94029,1882,04,23.8,11,Y
IDCJAC0005,94029,1882,05,16.9,17,Y
IDCJAC0005,94029,1882,06,14.6,29,Y
IDCJAC0005,94029,1882,07,15.0,02,Y
IDCJAC0005,94029,1882,08,16.0,26,Y
IDCJAC0005,94029,1882,09,19.6,22,Y
IDCJAC0005,94029,1882,10,22.2,17,Y
IDCJAC0005,94029,1882,11,31.1,11,Y
IDCJAC0005,94029,1882,12,30.2,29,Y
IDCJAC0005,94029,1883,01,29.0,16,Y
IDCJAC0005,94029,1883,02,26.7,08,Y
IDCJAC0005,94029,1883,03,30.0,09,Y
IDCJAC0005,94029,1883,04,23.1,04,Y
IDCJAC0005,94029,1883,05,20.7,06,Y
IDCJAC0005,94029,1883,06,16.8,16,Y
IDCJAC0005,94029,1883,07,15.6,13,Y
IDCJAC0005,94029,1883,08,17.8,11,Y
IDCJAC0005,94029,1883,09,20.6,12,Y
IDCJAC0005,94029,1883,10,24.1,04,Y
IDCJAC0005,94029,1883,11,29.4,22,Y
IDCJAC0005,94029,1883,12,31.9,30,Y
IDCJAC0005,94029,1884,01,32.2,14,Y
IDCJAC0005,94029,1884,02,35.6,21,Y
IDCJAC0005,94029,1884,03,28.6,27,Y
IDCJAC0005,94029,1884,04,26.0,13,Y
IDCJAC0005,94029,1884,05,19.2,03,Y
IDCJAC0005,94029,1884,06,19.9,03,Y
IDCJAC0005,94029,1884,07,15.2,07,Y
IDCJAC0005,94029,1884,08,18.6,30,Y
IDCJAC0005,94029,1884,09,22.8,09,Y
IDCJAC0005,94029,1884,10,25.6,25,Y
IDCJAC0005,94029,1884,11,31.1,20,Y
IDCJAC0005,94029,1884,12,24.6,09,Y
IDCJAC0005,94029,1885,01,29.4,22,Y
IDCJAC0005,94029,1885,02,30.3,05,Y
IDCJAC0005,94029,1885,03,29.4,19,Y
IDCJAC0005,94029,1885,04,23.3,11,Y
IDCJAC0005,94029,1885,05,21.6,31,Y
IDCJAC0005,94029,1885,06,15.6,15,Y
IDCJAC0005,94029,1885,07,14.7,26,Y
IDCJAC0005,94029,1885,08,21.7,18,Y
IDCJAC0005,94029,1885,09,20.7,11,Y
IDCJAC0005,94029,1885,10,28.3,17,Y
IDCJAC0005,94029,1885,11,30.1,04,Y
IDCJAC0005,94029,1885,12,32.8,08,Y
IDCJAC0005,94029,1886,01,37.9,05,Y
IDCJAC0005,94029,1886,02,30.3,17,Y
IDCJAC0005,94029,1886,03,35.6,04,Y
IDCJAC0005,94029,1886,04,24.3,03,Y
IDCJAC0005,94029,1886,05,18.8,08,Y
IDCJAC0005,94029,1886,06,15.1,21,Y
IDCJAC0005,94029,1886,07,15.3,05,Y
IDCJAC0005,94029,1886,08,16.3,13,Y
IDCJAC0005,94029,1886,09,25.8,30,Y
IDCJAC0005,94029,1886,10,21.1,06,Y
IDCJAC0005,94029,1886,11,33.3,11,Y
IDCJAC0005,94029,1886,12,32.8,27,Y
IDCJAC0005,94029,1887,01,39.7,09,Y
IDCJAC0005,94029,1887,02,35.0,13,Y
IDCJAC0005,94029,1887,03,29.2,06,Y
IDCJAC0005,94029,1887,04,26.7,09,Y
IDCJAC0005,94029,1887,05,19.6,01,Y
IDCJAC0005,94029,1887,06,17.7,02,Y
IDCJAC0005,94029,1887,07,14.6,26,Y
IDCJAC0005,94029,1887,08,21.0,25,Y
IDCJAC0005,94029,1887,09,18.3,17,Y
IDCJAC0005,94029,1887,10,28.1,26,Y
IDCJAC0005,94029,1887,11,31.8,24,Y
IDCJAC0005,94029,1887,12,34.7,14,Y
IDCJAC0005,94029,1888,01,33.3,15,Y
IDCJAC0005,94029,1888,02,31.6,11,Y
IDCJAC0005,94029,1888,03,30.8,28,Y
IDCJAC0005,94029,1888,04,28.0,06,Y
IDCJAC0005,94029,1888,05,24.1,03,Y
IDCJAC0005,94029,1888,06,16.8,17,Y
IDCJAC0005,94029,1888,07,15.8,08,Y
IDCJAC0005,94029,1888,08,16.8,28,Y
IDCJAC0005,94029,1888,09,26.1,15,Y
IDCJAC0005,94029,1888,10,26.8,13,Y
IDCJAC0005,94029,1888,11,36.7,23,Y
IDCJAC0005,94029,1888,12,32.9,31,Y
IDCJAC0005,94029,1889,01,33.1,23,Y
IDCJAC0005,94029,1889,02,35.0,13,Y
IDCJAC0005,94029,1889,03,31.7,05,Y
IDCJAC0005,94029,1889,04,25.4,05,Y
IDCJAC0005,94029,1889,05,22.2,01,Y
IDCJAC0005,94029,1889,06,15.6,02,Y
IDCJAC0005,94029,1889,07,15.7,31,Y
IDCJAC0005,94029,1889,08,19.3,30,Y
IDCJAC0005,94029,1889,09,21.2,23,Y
IDCJAC0005,94029,1889,10,26.5,15,Y
IDCJAC0005,94029,1889,11,35.7,20,Y
IDCJAC0005,94029,1889,12,30.4,26,Y
IDCJAC0005,94029,1890,01,36.6,09,Y
IDCJAC0005,94029,1890,02,35.6,06,Y
IDCJAC0005,94029,1890,03,33.2,15,Y
