Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,90015,1864,04,8.3,25,Y
IDCJAC0008,90015,1864,05,7.8,30,Y
IDCJAC0008,90015,1864,06,6.7,26,Y
IDCJAC0008,90015,1864,07,5.0,31,Y
IDCJAC0008,90015,1864,08,6.1,22,Y
IDCJAC0008,90015,1864,09,7.2,16,Y
IDCJAC0008,90015,1864,10,7.2,20,Y
IDCJAC0008,90015,1864,11,6.7,03,Y
IDCJAC0008,90015,1864,12,8.9,27,Y
IDCJAC0008,90015,1865,01,8.9,09,Y
IDCJAC0008,90015,1865,02,8.3,07,Y
IDCJAC0008,90015,1865,03,8.3,17,Y
IDCJAC0008,90015,1865,04,8.3,28,Y
IDCJAC0008,90015,1865,05,6.7,16,Y
IDCJAC0008,90015,1865,06,3.3,29,Y
IDCJAC0008,90015,1865,07,3.3,05,Y
IDCJAC0008,90015,1865,08,2.2,18,Y
IDCJAC0008,90015,1865,09,2.2,24,Y
IDCJAC0008,90015,1865,10,3.9,16,Y
IDCJAC0008,90015,1865,11,5.0,19,Y
IDCJAC0008,90015,1865,12,3.9,17,Y
IDCJAC0008,90015,1866,01,5.0,04,Y
IDCJAC0008,90015,1866,02,5.0,25,Y
IDCJAC0008,90015,1866,03,-1.1,08,Y
IDCJAC0008,90015,1866,04,4.4,09,Y
IDCJAC0008,90015,1866,05,3.3,30,Y
IDCJAC0008,90015,1866,06,2.2,25,Y
IDCJAC0008,90015,1866,07,1.1,29,Y
IDCJAC0008,90015,1866,08,1.1,11,Y
IDCJAC0008,90015,1866,09,0.0,07,Y
IDCJAC0008,90015,1866,10,0.0,10,Y
IDCJAC0008,90015,1866,11,1.4,14,Y
IDCJAC0008,90015,1866,12,3.3,15,Y
IDCJAC0008,90015,1867,01,3.3,18,Y
IDCJAC0008,90015,1867,02,2.8,25,Y
IDCJAC0008,90015,1867,03,4.4,31,Y
IDCJAC0008,90015,1867,04,3.3,18,Y
IDCJAC0008,90015,1867,05,3.3,30,Y
IDCJAC0008,90015,1867,06,2.8,29,Y
IDCJAC0008,90015,1867,07,2.2,31,Y
IDCJAC0008,90015,1867,08,2.2,03,Y
IDCJAC0008,90015,1868,04,8.9,12,Y
IDCJAC0008,90015,1868,05,7.8,31,Y
IDCJAC0008,90015,1868,06,7.2,30,Y
IDCJAC0008,90015,1868,07,3.9,11,Y
IDCJAC0008,90015,1868,08,4.4,28,Y
IDCJAC0008,90015,1868,09,5.6,10,Y
IDCJAC0008,90015,1868,10,6.1,18,Y
IDCJAC0008,90015,1868,11,6.7,20,Y
IDCJAC0008,90015,1868,12,6.7,06,Y
IDCJAC0008,90015,1869,04,1.7,24,Y
IDCJAC0008,90015,1869,05,4.4,31,Y
IDCJAC0008,90015,1869,06,4.4,17,Y
IDCJAC0008,90015,1869,07,4.4,29,Y
IDCJAC0008,90015,1869,08,3.3,15,Y
IDCJAC0008,90015,1869,09,1.7,08,Y
IDCJAC0008,90015,1869,10,5.0,29,Y
IDCJAC0008,90015,1869,11,7.2,15,Y
IDCJAC0008,90015,1869,12,8.3,02,Y
IDCJAC0008,90015,1870,01,9.4,10,Y
IDCJAC0008,90015,1870,02,10.0,26,Y
IDCJAC0008,90015,1870,03,10.0,12,Y
IDCJAC0008,90015,1870,04,7.2,25,Y
IDCJAC0008,90015,1870,05,6.1,10,Y
IDCJAC0008,90015,1870,06,4.4,09,Y
IDCJAC0008,90015,1870,07,3.9,30,Y
IDCJAC0008,90015,1870,08,3.3,09,Y
