Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,68228,1997,04,13.0,30,Y
IDCJAC0008,68228,1997,05,9.0,14,Y
IDCJAC0008,68228,1997,06,8.0,23,Y
IDCJAC0008,68228,1997,07,6.0,20,Y
IDCJAC0008,68228,1997,08,7.0,24,Y
IDCJAC0008,68228,1997,09,9.0,24,Y
IDCJAC0008,68228,1997,10,9.0,19,Y
IDCJAC0008,68228,1997,11,13.0,19,Y
IDCJAC0008,68228,1997,12,17.0,29,Y
IDCJAC0008,68228,1998,01,17.0,06,Y
IDCJAC0008,68228,1998,02,14.0,17,Y
IDCJAC0008,68228,1998,03,15.0,09,Y
IDCJAC0008,68228,1998,04,11.0,26,Y
IDCJAC0008,68228,1998,05,6.0,25,Y
IDCJAC0008,68228,1998,06,7.0,19,Y
IDCJAC0008,68228,1998,07,7.0,30,Y
IDCJAC0008,68228,1998,08,8.0,10,Y
IDCJAC0008,68228,1998,09,8.0,07,Y
IDCJAC0008,68228,1998,10,8.0,08,Y
IDCJAC0008,68228,1998,11,10.0,02,Y
IDCJAC0008,68228,1998,12,13.0,27,Y
IDCJAC0008,68228,1999,01,17.0,21,Y
IDCJAC0008,68228,1999,02,16.0,20,Y
IDCJAC0008,68228,1999,03,12.0,30,Y
IDCJAC0008,68228,1999,04,11.0,28,Y
IDCJAC0008,68228,1999,05,7.0,16,Y
IDCJAC0008,68228,1999,06,8.0,17,Y
IDCJAC0008,68228,1999,07,7.0,29,Y
IDCJAC0008,68228,1999,08,7.0,03,Y
IDCJAC0008,68228,1999,09,8.0,18,Y
IDCJAC0008,68228,1999,10,10.0,20,Y
IDCJAC0008,68228,1999,11,10.0,19,Y
IDCJAC0008,68228,1999,12,12.0,21,Y
IDCJAC0008,68228,2000,01,13.0,23,Y
IDCJAC0008,68228,2000,02,15.0,15,Y
IDCJAC0008,68228,2000,03,14.0,26,Y
IDCJAC0008,68228,2000,04,11.0,23,Y
IDCJAC0008,68228,2000,05,7.0,30,Y
IDCJAC0008,68228,2000,06,6.0,04,Y
IDCJAC0008,68228,2000,07,6.0,28,Y
IDCJAC0008,68228,2000,08,7.0,02,Y
