Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,73138,1991,12,1.0,05,Y
IDCJAC0008,73138,1992,01,3.8,07,Y
IDCJAC0008,73138,1992,02,8.4,26,Y
IDCJAC0008,73138,1992,03,4.2,29,Y
IDCJAC0008,73138,1992,04,1.1,22,Y
IDCJAC0008,73138,1992,05,-1.3,25,Y
IDCJAC0008,73138,1992,06,-2.4,07,Y
IDCJAC0008,73138,1992,07,-2.8,21,Y
IDCJAC0008,73138,1992,08,-2.9,19,Y
IDCJAC0008,73138,1992,09,-2.4,14,Y
IDCJAC0008,73138,1992,10,0.5,02,Y
IDCJAC0008,73138,1992,11,1.4,05,Y
IDCJAC0008,73138,1992,12,6.9,01,Y
IDCJAC0008,73138,1993,01,8.7,08,Y
IDCJAC0008,73138,1993,02,4.4,23,Y
IDCJAC0008,73138,1993,03,5.0,31,Y
IDCJAC0008,73138,1993,04,1.5,21,Y
IDCJAC0008,73138,1993,05,-1.6,21,Y
IDCJAC0008,73138,1993,06,-3.3,26,Y
IDCJAC0008,73138,1993,07,-2.1,22,Y
IDCJAC0008,73138,1993,08,-2.3,06,Y
IDCJAC0008,73138,1993,09,-0.2,22,Y
IDCJAC0008,73138,1993,10,0.2,11,Y
IDCJAC0008,73138,1993,11,3.0,08,Y
IDCJAC0008,73138,1993,12,7.9,27,Y
IDCJAC0008,73138,1994,01,6.2,10,Y
IDCJAC0008,73138,1994,02,10.3,17,Y
IDCJAC0008,73138,1994,03,3.9,13,Y
IDCJAC0008,73138,1994,04,0.7,19,Y
IDCJAC0008,73138,1994,05,-3.0,16,Y
IDCJAC0008,73138,1994,06,-3.2,29,Y
IDCJAC0008,73138,1994,07,-6.4,18,Y
IDCJAC0008,73138,1994,08,-6.5,09,Y
IDCJAC0008,73138,1994,09,-3.7,22,Y
IDCJAC0008,73138,1994,10,-0.9,01,Y
IDCJAC0008,73138,1994,11,1.3,08,Y
IDCJAC0008,73138,1994,12,8.6,10,Y
IDCJAC0008,73138,1995,01,3.4,21,Y
IDCJAC0008,73138,1995,02,5.1,26,Y
IDCJAC0008,73138,1995,03,2.0,14,Y
IDCJAC0008,73138,1995,04,-1.9,25,Y
IDCJAC0008,73138,1995,05,3.4,06,Y
IDCJAC0008,73138,1995,06,-1.7,22,Y
IDCJAC0008,73138,1995,07,-2.8,05,Y
IDCJAC0008,73138,1995,08,-3.2,09,Y
IDCJAC0008,73138,1995,09,-3.4,07,Y
IDCJAC0008,73138,1995,10,0.4,05,Y
IDCJAC0008,73138,1995,11,3.9,25,Y
IDCJAC0008,73138,1995,12,3.5,25,Y
IDCJAC0008,73138,1996,01,6.0,20,Y
IDCJAC0008,73138,1996,02,4.9,12,Y
IDCJAC0008,73138,1996,03,1.2,05,Y
IDCJAC0008,73138,1996,04,-2.3,20,Y
IDCJAC0008,73138,1996,05,-4.2,30,Y
IDCJAC0008,73138,1996,06,-3.4,09,Y
IDCJAC0008,73138,1996,07,-4.4,18,Y
IDCJAC0008,73138,1996,08,-4.0,20,Y
IDCJAC0008,73138,1996,09,-1.6,22,Y
IDCJAC0008,73138,1996,10,-0.4,13,Y
IDCJAC0008,73138,1996,11,1.8,21,Y
IDCJAC0008,73138,1996,12,2.9,01,Y
IDCJAC0008,73138,1997,01,5.2,08,Y
IDCJAC0008,73138,1997,02,8.4,26,Y
IDCJAC0008,73138,1997,03,0.8,31,Y
IDCJAC0008,73138,1997,04,-2.1,08,Y
IDCJAC0008,73138,1997,05,-2.8,31,Y
IDCJAC0008,73138,1997,06,-3.5,02,Y
IDCJAC0008,73138,1997,07,-6.3,21,Y
IDCJAC0008,73138,1997,08,-4.3,02,Y
IDCJAC0008,73138,1997,09,0.0,26,Y
IDCJAC0008,73138,1997,10,-2.4,04,Y
IDCJAC0008,73138,1997,11,1.4,18,Y
IDCJAC0008,73138,1997,12,3.5,19,Y
IDCJAC0008,73138,1998,01,7.2,30,Y
IDCJAC0008,73138,1998,02,2.3,17,Y
IDCJAC0008,73138,1998,03,2.5,08,Y
IDCJAC0008,73138,1998,04,-0.5,14,Y
IDCJAC0008,73138,1998,05,-3.0,29,Y
IDCJAC0008,73138,1998,06,-6.1,19,Y
IDCJAC0008,73138,1998,07,-4.3,16,Y
IDCJAC0008,73138,1998,08,-2.7,01,Y
IDCJAC0008,73138,1998,09,-1.1,07,Y
IDCJAC0008,73138,1998,10,-1.5,28,Y
IDCJAC0008,73138,1998,11,1.8,29,Y
IDCJAC0008,73138,1998,12,3.8,05,Y
IDCJAC0008,73138,1999,01,13.5,06,Y
IDCJAC0008,73138,1999,02,4.4,19,Y
IDCJAC0008,73138,1999,03,3.0,30,Y
IDCJAC0008,73138,1999,04,-2.5,22,Y
IDCJAC0008,73138,1999,05,-4.6,17,Y
IDCJAC0008,73138,1999,06,-2.9,25,Y
IDCJAC0008,73138,1999,07,-4.0,28,Y
IDCJAC0008,73138,1999,08,-6.3,03,Y
IDCJAC0008,73138,1999,09,-3.0,19,Y
IDCJAC0008,73138,1999,10,1.0,21,Y
IDCJAC0008,73138,1999,11,0.0,17,Y
IDCJAC0008,73138,1999,12,4.1,18,Y
IDCJAC0008,73138,2000,01,4.4,23,Y
IDCJAC0008,73138,2000,02,7.4,16,Y
IDCJAC0008,73138,2000,03,6.0,31,Y
IDCJAC0008,73138,2000,04,-0.2,22,Y
IDCJAC0008,73138,2000,05,-4.0,23,Y
IDCJAC0008,73138,2000,06,-4.6,15,Y
IDCJAC0008,73138,2000,07,-4.8,12,Y
IDCJAC0008,73138,2000,08,-3.5,17,Y
IDCJAC0008,73138,2000,09,-1.5,04,Y
IDCJAC0008,73138,2000,10,-1.3,03,Y
IDCJAC0008,73138,2000,11,3.2,06,Y
IDCJAC0008,73138,2000,12,2.6,28,Y
IDCJAC0008,73138,2001,01,7.7,02,Y
IDCJAC0008,73138,2001,02,10.8,19,Y
IDCJAC0008,73138,2001,03,2.0,29,Y
IDCJAC0008,73138,2001,04,-0.8,12,Y
IDCJAC0008,73138,2001,05,-3.0,21,Y
IDCJAC0008,73138,2001,06,-5.4,20,Y
IDCJAC0008,73138,2001,07,-3.0,01,Y
IDCJAC0008,73138,2001,08,-4.6,02,Y
IDCJAC0008,73138,2001,09,-0.4,06,Y
IDCJAC0008,73138,2001,10,-1.7,20,Y
IDCJAC0008,73138,2001,11,-0.2,12,Y
IDCJAC0008,73138,2001,12,-0.2,27,Y
IDCJAC0008,73138,2002,01,1.4,03,Y
IDCJAC0008,73138,2002,02,7.2,09,Y
IDCJAC0008,73138,2002,03,4.7,16,Y
IDCJAC0008,73138,2002,04,-1.6,27,Y
IDCJAC0008,73138,2002,05,-5.2,31,Y
IDCJAC0008,73138,2002,06,-5.5,30,Y
IDCJAC0008,73138,2002,07,-5.6,12,Y
IDCJAC0008,73138,2002,08,-4.1,16,Y
IDCJAC0008,73138,2002,09,-3.9,13,Y
IDCJAC0008,73138,2002,10,-2.1,09,Y
IDCJAC0008,73138,2002,11,-1.9,05,Y
IDCJAC0008,73138,2002,12,1.4,07,Y
IDCJAC0008,73138,2003,01,8.1,09,Y
IDCJAC0008,73138,2003,02,8.7,01,Y
IDCJAC0008,73138,2003,03,2.2,22,Y
IDCJAC0008,73138,2003,04,2.5,06,Y
IDCJAC0008,73138,2003,05,-2.6,31,Y
IDCJAC0008,73138,2003,06,-0.8,09,Y
IDCJAC0008,73138,2003,07,-2.4,07,Y
IDCJAC0008,73138,2003,08,-3.6,10,Y
IDCJAC0008,73138,2003,09,-2.8,02,Y
IDCJAC0008,73138,2003,10,-1.6,11,Y
IDCJAC0008,73138,2003,11,-1.0,03,Y
IDCJAC0008,73138,2003,12,8.4,07,Y
IDCJAC0008,73138,2004,01,5.2,09,Y
IDCJAC0008,73138,2004,02,8.2,01,Y
IDCJAC0008,73138,2004,03,4.5,27,Y
IDCJAC0008,73138,2004,04,-1.3,25,Y
IDCJAC0008,73138,2004,05,-5.5,30,Y
IDCJAC0008,73138,2004,06,-3.8,01,Y
IDCJAC0008,73138,2004,07,-4.6,19,Y
IDCJAC0008,73138,2004,08,-1.4,20,Y
IDCJAC0008,73138,2004,09,-2.6,13,Y
IDCJAC0008,73138,2004,10,-1.5,16,Y
IDCJAC0008,73138,2004,11,-0.1,04,Y
IDCJAC0008,73138,2004,12,6.1,03,Y
IDCJAC0008,73138,2005,01,5.5,03,Y
IDCJAC0008,73138,2005,02,5.4,17,Y
IDCJAC0008,73138,2005,03,2.7,06,Y
