Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,61375,1994,null,null,null,null,null,null,13.6,20.8,9.4,40.6,40.2,139.0,null
IDCJAC0001,61375,1995,150.4,74.6,310.8,22.0,134.6,62.6,1.0,1.2,179.0,16.2,110.6,72.6,1135.6
IDCJAC0001,61375,1996,100.0,50.8,88.4,24.0,145.8,65.0,41.0,194.2,94.4,30.8,100.8,41.0,976.2
IDCJAC0001,61375,1997,150.8,191.4,19.8,25.4,60.2,40.4,43.4,4.2,59.2,74.0,28.4,27.4,724.6
IDCJAC0001,61375,1998,126.0,45.8,16.0,113.2,318.8,108.0,93.6,171.6,49.3,54.2,81.6,0.6,1178.7
IDCJAC0001,61375,1999,74.1,210.0,40.4,49.2,25.3,104.8,47.3,43.4,38.4,136.4,81.0,59.8,910.1
IDCJAC0001,61375,2000,79.7,33.4,329.0,70.2,28.6,17.6,39.6,27.6,51.4,47.6,96.4,55.0,876.1
IDCJAC0001,61375,2001,74.8,95.0,63.2,85.0,170.2,0.0,52.2,33.8,23.4,71.0,114.2,40.4,823.2
IDCJAC0001,61375,2002,72.4,289.0,214.8,86.2,99.6,28.0,23.0,43.0,38.2,12.6,50.6,147.0,1104.4
IDCJAC0001,61375,2003,20.2,171.0,71.0,127.4,253.0,29.6,55.6,29.8,2.0,90.6,103.4,41.4,995.0
IDCJAC0001,61375,2004,78.0,167.2,98.0,21.8,18.2,7.4,30.4,37.4,45.0,260.0,74.0,110.4,947.8
IDCJAC0001,61375,2005,123.8,124.8,150.0,39.2,70.4,146.0,31.2,2.4,62.4,104.2,111.0,31.0,996.4
IDCJAC0001,61375,2006,114.8,23.8,104.6,9.6,19.0,61.4,66.0,73.6,207.4,12.4,66.4,112.6,871.6
IDCJAC0001,61375,2007,63.6,198.6,177.0,135.4,59.0,609.6,33.2,198.8,52.8,22.8,146.0,221.0,1917.8
IDCJAC0001,61375,2008,191.6,263.2,103.8,261.0,10.2,174.0,44.0,42.0,188.6,67.0,103.0,114.6,1563.0
IDCJAC0001,61375,2009,51.6,206.4,37.0,124.0,103.0,82.6,35.8,3.0,18.2,142.8,36.2,95.6,936.2
IDCJAC0001,61375,2010,108.4,143.0,104.0,31.0,49.2,63.0,28.8,20.8,19.6,58.6,142.8,58.8,828.0
IDCJAC0001,61375,2011,60.2,40.6,80.6,93.4,61.4,267.6,176.2,118.8,139.6,97.2,181.6,124.4,1441.6
IDCJAC0001,61375,2012,127.8,200.2,178.2,151.8,26.4,140.4,29.0,9.2,31.4,17.8,89.2,111.4,1112.8
IDCJAC0001,61375,2013,231.6,371.0,162.0,145.4,95.0,143.2,18.8,19.0,27.0,42.0,231.0,28.8,1514.8
IDCJAC0001,61375,2014,39.2,119.4,151.0,null,14.4,65.0,15.6,181.8,45.6,90.0,81.4,131.0,null
IDCJAC0001,61375,2015,243.4,49.2,88.4,174.8,114.4,66.2,38.6,38.0,67.2,59.0,159.2,202.0,1300.4
IDCJAC0001,61375,2016,null,null,84.6,19.8,22.0,228.2,73.8,null,null,41.2,4.2,77.0,null
IDCJAC0001,61375,2017,66.4,103.4,498.6,61.6,21.8,132.6,1.2,13.8,3.8,109.2,47.0,88.6,1148.0
IDCJAC0001,61375,2018,27.0,175.2,121.8,41.8,15.0,111.4,8.4,2.2,46.2,203.4,120.2,108.4,981.0
IDCJAC0001,61375,2019,95.2,119.0,228.0,17.0,null,null,null,null,null,null,null,null,null
