Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,61375,1994,07,13.6,N
IDCJAC0001,61375,1994,08,20.8,N
IDCJAC0001,61375,1994,09,9.4,N
IDCJAC0001,61375,1994,10,40.6,N
IDCJAC0001,61375,1994,11,40.2,N
IDCJAC0001,61375,1994,12,139.0,N
IDCJAC0001,61375,1995,01,150.4,N
IDCJAC0001,61375,1995,02,74.6,N
IDCJAC0001,61375,1995,03,310.8,N
IDCJAC0001,61375,1995,04,22.0,N
IDCJAC0001,61375,1995,05,134.6,N
IDCJAC0001,61375,1995,06,62.6,N
IDCJAC0001,61375,1995,07,1.0,N
IDCJAC0001,61375,1995,08,1.2,N
IDCJAC0001,61375,1995,09,179.0,N
IDCJAC0001,61375,1995,10,16.2,N
IDCJAC0001,61375,1995,11,110.6,N
IDCJAC0001,61375,1995,12,72.6,N
IDCJAC0001,61375,1996,01,100.0,N
IDCJAC0001,61375,1996,02,50.8,N
IDCJAC0001,61375,1996,03,88.4,N
IDCJAC0001,61375,1996,04,24.0,N
IDCJAC0001,61375,1996,05,145.8,N
IDCJAC0001,61375,1996,06,65.0,N
IDCJAC0001,61375,1996,07,41.0,N
IDCJAC0001,61375,1996,08,194.2,N
IDCJAC0001,61375,1996,09,94.4,N
IDCJAC0001,61375,1996,10,30.8,N
IDCJAC0001,61375,1996,11,100.8,N
IDCJAC0001,61375,1996,12,41.0,N
IDCJAC0001,61375,1997,01,150.8,N
IDCJAC0001,61375,1997,02,191.4,N
IDCJAC0001,61375,1997,03,19.8,N
IDCJAC0001,61375,1997,04,25.4,N
IDCJAC0001,61375,1997,05,60.2,N
IDCJAC0001,61375,1997,06,40.4,N
IDCJAC0001,61375,1997,07,43.4,N
IDCJAC0001,61375,1997,08,4.2,N
IDCJAC0001,61375,1997,09,59.2,N
IDCJAC0001,61375,1997,10,74.0,N
IDCJAC0001,61375,1997,11,28.4,N
IDCJAC0001,61375,1997,12,27.4,N
IDCJAC0001,61375,1998,01,126.0,N
IDCJAC0001,61375,1998,02,45.8,N
IDCJAC0001,61375,1998,03,16.0,N
IDCJAC0001,61375,1998,04,113.2,N
IDCJAC0001,61375,1998,05,318.8,N
IDCJAC0001,61375,1998,06,108.0,N
IDCJAC0001,61375,1998,07,93.6,N
IDCJAC0001,61375,1998,08,171.6,N
IDCJAC0001,61375,1998,09,49.3,N
IDCJAC0001,61375,1998,10,54.2,N
IDCJAC0001,61375,1998,11,81.6,N
IDCJAC0001,61375,1998,12,0.6,N
IDCJAC0001,61375,1999,01,74.1,N
IDCJAC0001,61375,1999,02,210.0,N
IDCJAC0001,61375,1999,03,40.4,N
IDCJAC0001,61375,1999,04,49.2,N
IDCJAC0001,61375,1999,05,25.3,N
IDCJAC0001,61375,1999,06,104.8,N
IDCJAC0001,61375,1999,07,47.3,N
IDCJAC0001,61375,1999,08,43.4,N
IDCJAC0001,61375,1999,09,38.4,N
IDCJAC0001,61375,1999,10,136.4,N
IDCJAC0001,61375,1999,11,81.0,N
IDCJAC0001,61375,1999,12,59.8,N
IDCJAC0001,61375,2000,01,79.7,N
IDCJAC0001,61375,2000,02,33.4,N
IDCJAC0001,61375,2000,03,329.0,N
IDCJAC0001,61375,2000,04,70.2,N
IDCJAC0001,61375,2000,05,28.6,N
IDCJAC0001,61375,2000,06,17.6,N
IDCJAC0001,61375,2000,07,39.6,N
IDCJAC0001,61375,2000,08,27.6,N
IDCJAC0001,61375,2000,09,51.4,Y
IDCJAC0001,61375,2000,10,47.6,N
IDCJAC0001,61375,2000,11,96.4,N
IDCJAC0001,61375,2000,12,55.0,N
IDCJAC0001,61375,2001,01,74.8,N
IDCJAC0001,61375,2001,02,95.0,N
IDCJAC0001,61375,2001,03,63.2,N
IDCJAC0001,61375,2001,04,85.0,N
IDCJAC0001,61375,2001,05,170.2,N
IDCJAC0001,61375,2001,06,0.0,N
IDCJAC0001,61375,2001,07,52.2,N
IDCJAC0001,61375,2001,08,33.8,N
IDCJAC0001,61375,2001,09,23.4,N
IDCJAC0001,61375,2001,10,71.0,N
IDCJAC0001,61375,2001,11,114.2,N
IDCJAC0001,61375,2001,12,40.4,N
IDCJAC0001,61375,2002,01,72.4,N
IDCJAC0001,61375,2002,02,289.0,N
IDCJAC0001,61375,2002,03,214.8,N
IDCJAC0001,61375,2002,04,86.2,N
IDCJAC0001,61375,2002,05,99.6,N
IDCJAC0001,61375,2002,06,28.0,N
IDCJAC0001,61375,2002,07,23.0,N
IDCJAC0001,61375,2002,08,43.0,N
IDCJAC0001,61375,2002,09,38.2,N
IDCJAC0001,61375,2002,10,12.6,N
IDCJAC0001,61375,2002,11,50.6,N
IDCJAC0001,61375,2002,12,147.0,N
IDCJAC0001,61375,2003,01,20.2,N
IDCJAC0001,61375,2003,02,171.0,N
IDCJAC0001,61375,2003,03,71.0,N
IDCJAC0001,61375,2003,04,127.4,N
IDCJAC0001,61375,2003,05,253.0,N
IDCJAC0001,61375,2003,06,29.6,N
IDCJAC0001,61375,2003,07,55.6,N
IDCJAC0001,61375,2003,08,29.8,N
IDCJAC0001,61375,2003,09,2.0,N
IDCJAC0001,61375,2003,10,90.6,N
IDCJAC0001,61375,2003,11,103.4,N
IDCJAC0001,61375,2003,12,41.4,N
IDCJAC0001,61375,2004,01,78.0,N
IDCJAC0001,61375,2004,02,167.2,N
IDCJAC0001,61375,2004,03,98.0,N
IDCJAC0001,61375,2004,04,21.8,N
IDCJAC0001,61375,2004,05,18.2,N
IDCJAC0001,61375,2004,06,7.4,N
IDCJAC0001,61375,2004,07,30.4,N
IDCJAC0001,61375,2004,08,37.4,N
IDCJAC0001,61375,2004,09,45.0,N
IDCJAC0001,61375,2004,10,260.0,N
IDCJAC0001,61375,2004,11,74.0,N
IDCJAC0001,61375,2004,12,110.4,N
IDCJAC0001,61375,2005,01,123.8,N
IDCJAC0001,61375,2005,02,124.8,N
IDCJAC0001,61375,2005,03,150.0,N
IDCJAC0001,61375,2005,04,39.2,N
IDCJAC0001,61375,2005,05,70.4,N
IDCJAC0001,61375,2005,06,146.0,N
IDCJAC0001,61375,2005,07,31.2,N
IDCJAC0001,61375,2005,08,2.4,N
IDCJAC0001,61375,2005,09,62.4,N
IDCJAC0001,61375,2005,10,104.2,N
IDCJAC0001,61375,2005,11,111.0,N
IDCJAC0001,61375,2005,12,31.0,N
IDCJAC0001,61375,2006,01,114.8,N
IDCJAC0001,61375,2006,02,23.8,N
IDCJAC0001,61375,2006,03,104.6,N
IDCJAC0001,61375,2006,04,9.6,N
IDCJAC0001,61375,2006,05,19.0,N
IDCJAC0001,61375,2006,06,61.4,N
IDCJAC0001,61375,2006,07,66.0,N
IDCJAC0001,61375,2006,08,73.6,N
IDCJAC0001,61375,2006,09,207.4,N
