Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,74148,1970,11,36.4,30,Y
IDCJAC0005,74148,1970,12,40.3,04,Y
IDCJAC0005,74148,1971,01,40.8,09,Y
IDCJAC0005,74148,1971,02,34.2,09,Y
IDCJAC0005,74148,1971,03,32.9,14,Y
IDCJAC0005,74148,1971,04,32.8,10,Y
IDCJAC0005,74148,1971,05,23.9,19,Y
IDCJAC0005,74148,1971,06,18.4,07,Y
IDCJAC0005,74148,1971,07,17.5,15,Y
IDCJAC0005,74148,1971,08,20.0,23,Y
IDCJAC0005,74148,1971,09,26.4,23,Y
IDCJAC0005,74148,1971,10,29.9,25,Y
IDCJAC0005,74148,1971,11,29.3,27,Y
IDCJAC0005,74148,1971,12,37.1,23,Y
IDCJAC0005,74148,1972,01,35.8,11,Y
IDCJAC0005,74148,1972,02,35.3,02,Y
IDCJAC0005,74148,1972,03,33.4,02,Y
IDCJAC0005,74148,1972,04,29.4,08,Y
IDCJAC0005,74148,1972,05,26.7,05,Y
IDCJAC0005,74148,1972,06,21.7,03,Y
IDCJAC0005,74148,1972,07,19.4,14,Y
IDCJAC0005,74148,1972,08,24.2,26,Y
IDCJAC0005,74148,1972,09,28.5,17,Y
IDCJAC0005,74148,1972,10,32.5,08,Y
IDCJAC0005,74148,1972,11,35.5,09,Y
IDCJAC0005,74148,1972,12,42.5,22,Y
IDCJAC0005,74148,1973,01,44.8,03,Y
IDCJAC0005,74148,1973,02,39.0,02,Y
IDCJAC0005,74148,1973,03,38.0,18,Y
IDCJAC0005,74148,1973,04,30.5,06,Y
IDCJAC0005,74148,1973,05,25.0,06,Y
IDCJAC0005,74148,1973,06,19.8,01,Y
IDCJAC0005,74148,1973,07,18.0,25,Y
IDCJAC0005,74148,1973,08,22.5,06,Y
IDCJAC0005,74148,1973,09,25.7,12,Y
IDCJAC0005,74148,1973,10,29.5,16,Y
IDCJAC0005,74148,1973,11,35.8,19,Y
IDCJAC0005,74148,1973,12,36.8,29,Y
IDCJAC0005,74148,1974,01,35.2,03,Y
IDCJAC0005,74148,1974,02,35.5,18,Y
IDCJAC0005,74148,1974,03,35.5,06,Y
IDCJAC0005,74148,1974,04,26.1,17,Y
IDCJAC0005,74148,1974,05,24.0,07,Y
IDCJAC0005,74148,1974,06,20.2,03,Y
IDCJAC0005,74148,1974,07,17.8,23,Y
IDCJAC0005,74148,1974,08,18.0,22,Y
