Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0005,58214,2002,,,,,38.5,19,33.7,18,27.5,19,28.5,16,25.4,24,28.5,03,35.2,25,37.5,23,38.4,10,40.8,04,
IDCJAC0005,58214,2003,37.4,31,33.8,17,33.0,01,29.2,09,31.0,19,26.4,29,23.2,16,29.5,13,36.8,25,32.3,22,33.0,21,37.3,22,37.4
IDCJAC0005,58214,2004,39.7,07,41.2,21,36.1,09,31.7,01,26.1,19,26.6,03,27.9,26,30.2,29,33.1,29,36.5,15,38.1,30,38.5,01,41.2
IDCJAC0005,58214,2005,37.1,21,34.6,08,35.5,05,30.2,19,28.0,01,24.6,13,24.8,29,25.9,31,31.4,25,37.7,06,34.7,20,39.6,24,39.6
IDCJAC0005,58214,2006,40.4,03,34.0,18,32.3,17,31.4,15,27.2,07,23.3,02,25.7,30,31.3,25,30.9,23,33.7,28,37.7,26,33.1,25,40.4
IDCJAC0005,58214,2007,36.8,27,32.2,08,33.5,02,31.1,19,32.4,05,24.5,03,27.2,04,28.8,02,30.6,28,34.8,07,32.9,03,32.0,22,36.8
IDCJAC0005,58214,2008,31.0,21,35.6,23,31.5,26,28.4,27,26.7,17,25.7,04,25.4,15,28.4,01,32.2,20,34.4,31,33.6,08,36.2,19,36.2
IDCJAC0005,58214,2009,36.9,16,33.6,09,35.9,01,29.2,25,25.8,16,24.1,05,25.5,13,36.7,24,32.8,21,34.1,24,38.8,29,40.9,09,40.9
IDCJAC0005,58214,2010,37.9,26,35.2,15,32.0,09,33.0,11,27.1,05,23.3,26,27.0,30,26.3,19,29.3,28,29.7,07,31.0,16,33.3,10,37.9
IDCJAC0005,58214,2011,33.6,17,37.0,20,35.0,01,28.4,02,25.9,03,23.9,06,23.3,26,26.3,29,32.5,17,32.0,30,34.2,10,31.1,20,37.0
IDCJAC0005,58214,2012,37.5,09,33.8,20,32.7,01,30.8,09,27.9,12,23.8,22,26.2,13,28.2,23,34.3,24,38.5,20,37.0,16,36.9,04,38.5
IDCJAC0005,58214,2013,39.0,12,30.1,10,33.3,17,28.7,16,28.2,04,24.8,07,24.9,05,28.4,31,33.1,26,35.3,07,36.6,03,39.5,29,39.5
IDCJAC0005,58214,2014,39.9,03,37.3,16,36.4,16,32.1,12,27.6,25,25.7,28,26.7,31,28.1,01,31.2,30,36.6,27,41.1,15,39.6,17,41.1
IDCJAC0005,58214,2015,37.3,17,32.3,01,37.9,05,29.5,06,29.5,06,23.9,09,23.9,26,27.9,03,28.9,30,34.7,05,36.2,21,35.5,11,37.9
IDCJAC0005,58214,2016,35.8,29,36.0,16,31.0,29,31.7,10,28.7,10,29.8,09,28.6,23,25.7,20,27.1,25,33.5,08,36.2,13,40.1,31,40.1
IDCJAC0005,58214,2017,38.9,01,42.8,12,31.8,12,26.8,25,27.4,24,23.9,28,27.0,31,31.5,16,39.6,28,35.5,06,30.5,03,36.3,20,42.8
IDCJAC0005,58214,2018,38.4,13,38.0,14,33.0,26,32.3,15,28.2,04,24.5,30,27.4,27,29.7,16,31.9,15,33.3,10,36.8,06,40.6,21,40.6
IDCJAC0005,58214,2019,39.6,19,41.8,13,39.0,12,30.8,08,,,,,,,,,,,,,,,,,
