Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,86375,1990,02,34.4,21,Y
IDCJAC0005,86375,1990,03,32.0,26,Y
IDCJAC0005,86375,1990,04,27.5,13,Y
IDCJAC0005,86375,1990,05,24.3,04,Y
IDCJAC0005,86375,1990,06,17.8,08,Y
IDCJAC0005,86375,1990,07,17.6,24,Y
IDCJAC0005,86375,1990,08,16.6,28,Y
IDCJAC0005,86375,1990,09,23.2,24,Y
IDCJAC0005,86375,1991,01,39.7,03,Y
IDCJAC0005,86375,1991,02,38.2,25,Y
IDCJAC0005,86375,1991,03,39.7,07,Y
IDCJAC0005,86375,1991,04,26.8,09,Y
IDCJAC0005,86375,1991,05,21.6,06,Y
IDCJAC0005,86375,1991,06,18.2,25,Y
IDCJAC0005,86375,1991,07,16.5,03,Y
IDCJAC0005,86375,1991,10,30.4,30,Y
IDCJAC0005,86375,1992,01,38.0,21,Y
IDCJAC0005,86375,1992,02,34.2,17,Y
IDCJAC0005,86375,1992,03,33.6,10,Y
IDCJAC0005,86375,1992,04,30.0,04,Y
IDCJAC0005,86375,1992,05,23.3,07,Y
IDCJAC0005,86375,1992,06,17.2,01,Y
IDCJAC0005,86375,1992,07,16.5,03,Y
IDCJAC0005,86375,1992,08,16.7,16,Y
IDCJAC0005,86375,1992,09,16.8,28,Y
IDCJAC0005,86375,1992,10,27.0,29,Y
IDCJAC0005,86375,1992,11,26.7,20,Y
IDCJAC0005,86375,1992,12,30.6,11,Y
IDCJAC0005,86375,1993,01,39.0,15,Y
IDCJAC0005,86375,1993,02,37.8,03,Y
IDCJAC0005,86375,1993,03,28.5,14,Y
IDCJAC0005,86375,1993,04,27.7,22,Y
IDCJAC0005,86375,1993,05,23.5,01,Y
IDCJAC0005,86375,1993,06,16.2,30,Y
IDCJAC0005,86375,1993,07,17.4,29,Y
IDCJAC0005,86375,1993,08,20.9,25,Y
IDCJAC0005,86375,1993,09,25.7,28,Y
IDCJAC0005,86375,1993,10,25.0,08,Y
IDCJAC0005,86375,1993,11,30.8,17,Y
IDCJAC0005,86375,1993,12,33.0,11,Y
IDCJAC0005,86375,1994,01,38.9,26,Y
IDCJAC0005,86375,1994,02,30.3,05,Y
IDCJAC0005,86375,1994,03,28.6,30,Y
IDCJAC0005,86375,1994,04,28.8,26,Y
IDCJAC0005,86375,1994,05,21.8,05,Y
IDCJAC0005,86375,1994,06,18.9,03,Y
IDCJAC0005,86375,1994,07,20.1,06,Y
IDCJAC0005,86375,1994,08,20.7,27,Y
IDCJAC0005,86375,1994,09,22.4,12,Y
IDCJAC0005,86375,1994,10,30.8,16,Y
IDCJAC0005,86375,1994,11,32.8,19,Y
IDCJAC0005,86375,1994,12,37.6,19,Y
IDCJAC0005,86375,1995,01,37.0,13,Y
IDCJAC0005,86375,1995,02,39.0,25,Y
IDCJAC0005,86375,1995,03,34.6,07,Y
IDCJAC0005,86375,1995,04,23.6,15,Y
IDCJAC0005,86375,1995,05,22.2,12,Y
IDCJAC0005,86375,1995,06,19.0,08,Y
IDCJAC0005,86375,1995,07,14.9,17,Y
IDCJAC0005,86375,1995,08,23.8,25,Y
IDCJAC0005,86375,1995,09,22.0,30,Y
IDCJAC0005,86375,1995,10,29.7,19,Y
IDCJAC0005,86375,1995,11,29.4,17,Y
IDCJAC0005,86375,1995,12,31.6,09,Y
IDCJAC0005,86375,1996,01,34.4,14,Y
IDCJAC0005,86375,1996,02,31.5,26,Y
IDCJAC0005,86375,1996,03,31.0,12,Y
IDCJAC0005,86375,1996,04,25.6,06,Y
IDCJAC0005,86375,1996,05,22.7,10,Y
IDCJAC0005,86375,1996,06,18.5,01,Y
IDCJAC0005,86375,1996,07,14.9,19,Y
IDCJAC0005,86375,1996,08,16.7,25,Y
IDCJAC0005,86375,1996,09,23.4,18,Y
IDCJAC0005,86375,1996,10,29.0,11,Y
IDCJAC0005,86375,1996,11,30.2,25,Y
IDCJAC0005,86375,1996,12,34.0,21,Y
IDCJAC0005,86375,1997,01,40.5,20,Y
IDCJAC0005,86375,1997,02,39.9,19,Y
IDCJAC0005,86375,1997,03,31.0,07,Y
IDCJAC0005,86375,1997,04,29.4,13,Y
IDCJAC0005,86375,1997,05,25.2,01,Y
IDCJAC0005,86375,1997,06,20.0,05,Y
IDCJAC0005,86375,1997,07,17.9,26,Y
IDCJAC0005,86375,1997,08,18.5,29,Y
IDCJAC0005,86375,1997,09,19.9,13,Y
IDCJAC0005,86375,1997,10,32.9,26,Y
IDCJAC0005,86375,1997,11,36.7,26,Y
IDCJAC0005,86375,1997,12,32.0,11,Y
IDCJAC0005,86375,1998,01,39.8,17,Y
IDCJAC0005,86375,1998,02,40.2,26,Y
IDCJAC0005,86375,1998,03,38.7,12,Y
IDCJAC0005,86375,1998,04,29.4,08,Y
IDCJAC0005,86375,1998,05,22.0,14,Y
IDCJAC0005,86375,1998,06,20.6,05,Y
IDCJAC0005,86375,1998,07,15.6,06,Y
IDCJAC0005,86375,1998,08,19.6,21,Y
IDCJAC0005,86375,1998,09,26.5,28,Y
IDCJAC0005,86375,1998,10,27.2,01,Y
IDCJAC0005,86375,1998,11,28.5,26,Y
IDCJAC0005,86375,1998,12,39.5,11,Y
IDCJAC0005,86375,1999,01,35.8,15,Y
IDCJAC0005,86375,1999,02,35.5,05,Y
IDCJAC0005,86375,1999,03,30.3,06,Y
IDCJAC0005,86375,1999,04,25.5,04,Y
IDCJAC0005,86375,1999,05,22.8,06,Y
IDCJAC0005,86375,1999,06,18.6,04,Y
IDCJAC0005,86375,1999,07,17.9,16,Y
IDCJAC0005,86375,1999,08,23.4,31,Y
IDCJAC0005,86375,1999,09,25.0,28,Y
IDCJAC0005,86375,1999,10,26.5,09,Y
IDCJAC0005,86375,1999,11,32.5,30,Y
IDCJAC0005,86375,1999,12,35.6,02,Y
IDCJAC0005,86375,2000,01,34.0,18,Y
IDCJAC0005,86375,2000,02,38.5,03,Y
IDCJAC0005,86375,2000,03,35.9,02,Y
IDCJAC0005,86375,2000,04,27.2,09,Y
IDCJAC0005,86375,2000,05,20.5,12,Y
IDCJAC0005,86375,2000,06,17.1,25,Y
IDCJAC0005,86375,2000,07,20.0,18,Y
IDCJAC0005,86375,2000,08,19.1,03,Y
IDCJAC0005,86375,2000,09,21.8,16,Y
IDCJAC0005,86375,2000,10,25.5,05,Y
IDCJAC0005,86375,2000,11,32.9,28,Y
IDCJAC0005,86375,2000,12,37.9,21,Y
IDCJAC0005,86375,2001,01,37.8,11,Y
IDCJAC0005,86375,2001,02,37.4,03,Y
IDCJAC0005,86375,2001,03,32.2,09,Y
IDCJAC0005,86375,2001,04,27.6,16,Y
IDCJAC0005,86375,2001,05,22.5,15,Y
IDCJAC0005,86375,2001,06,20.7,05,Y
IDCJAC0005,86375,2001,07,16.3,13,Y
IDCJAC0005,86375,2001,08,20.3,14,Y
IDCJAC0005,86375,2001,09,27.3,30,Y
IDCJAC0005,86375,2001,10,26.1,22,Y
IDCJAC0005,86375,2001,11,29.2,04,Y
IDCJAC0005,86375,2001,12,25.2,23,Y
IDCJAC0005,86375,2002,01,35.0,26,Y
IDCJAC0005,86375,2002,02,35.0,14,Y
IDCJAC0005,86375,2002,03,34.5,18,Y
IDCJAC0005,86375,2002,04,26.8,02,Y
IDCJAC0005,86375,2002,05,25.1,08,Y
IDCJAC0005,86375,2002,06,18.0,06,Y
IDCJAC0005,86375,2002,07,19.2,13,Y
IDCJAC0005,86375,2002,08,20.0,28,Y
IDCJAC0005,86375,2002,09,27.0,15,Y
IDCJAC0005,86375,2002,10,28.0,18,Y
IDCJAC0005,86375,2002,11,31.0,07,Y
IDCJAC0005,86375,2002,12,34.5,29,Y
IDCJAC0005,86375,2003,01,43.6,25,Y
IDCJAC0005,86375,2003,02,34.4,04,Y
IDCJAC0005,86375,2003,03,33.4,18,Y
IDCJAC0005,86375,2003,04,29.0,14,Y
IDCJAC0005,86375,2003,05,23.0,07,Y
IDCJAC0005,86375,2003,06,21.2,03,Y
IDCJAC0005,86375,2003,07,18.0,02,Y
IDCJAC0005,86375,2003,08,17.2,12,Y
IDCJAC0005,86375,2003,09,22.0,21,Y
IDCJAC0005,86375,2003,10,26.7,18,Y
IDCJAC0005,86375,2003,11,35.4,15,Y
IDCJAC0005,86375,2003,12,38.5,30,Y
IDCJAC0005,86375,2004,01,35.5,20,Y
IDCJAC0005,86375,2004,02,37.9,14,Y
IDCJAC0005,86375,2004,03,33.5,04,Y
IDCJAC0005,86375,2004,04,32.3,14,Y
IDCJAC0005,86375,2004,05,19.9,24,Y
IDCJAC0005,86375,2004,06,19.6,08,Y
IDCJAC0005,86375,2004,07,18.0,10,Y
IDCJAC0005,86375,2004,08,22.0,26,Y
IDCJAC0005,86375,2004,09,24.0,21,Y
IDCJAC0005,86375,2004,10,31.0,12,Y
IDCJAC0005,86375,2004,11,33.9,26,Y
IDCJAC0005,86375,2004,12,35.3,23,Y
IDCJAC0005,86375,2005,01,35.1,25,Y
IDCJAC0005,86375,2005,02,33.9,01,Y
IDCJAC0005,86375,2005,03,34.8,01,Y
IDCJAC0005,86375,2005,04,34.5,10,Y
IDCJAC0005,86375,2005,05,22.5,04,Y
IDCJAC0005,86375,2005,06,22.5,08,Y
IDCJAC0005,86375,2005,07,17.2,24,Y
IDCJAC0005,86375,2005,08,23.0,29,Y
IDCJAC0005,86375,2005,09,23.4,09,Y
