Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,52020,1887,38.9,51.1,48.3,91.2,21.8,24.9,20.3,81.3,1.5,3.0,67.1,78.5,527.9
IDCJAC0001,52020,1888,48.9,282.8,8.9,0.0,10.9,6.4,0.0,2.5,12.0,3.6,6.1,28.7,410.8
IDCJAC0001,52020,1889,16.3,8.9,8.4,97.5,77.2,27.4,61.7,18.8,19.6,27.7,95.9,49.3,508.7
IDCJAC0001,52020,1890,173.4,257.4,152.2,20.3,54.4,60.1,14.5,3.8,63.8,140.7,13.0,59.8,1013.4
IDCJAC0001,52020,1891,223.9,68.9,34.8,51.8,15.5,37.1,42.7,53.9,74.0,21.6,53.3,18.0,695.5
IDCJAC0001,52020,1892,25.1,53.3,8.2,54.1,87.9,21.1,22.6,3.8,73.1,126.1,50.0,68.6,593.9
IDCJAC0001,52020,1893,114.1,159.7,104.2,57.8,36.6,115.0,14.7,53.0,5.6,37.3,75.1,8.9,782.0
IDCJAC0001,52020,1894,51.7,64.1,274.5,96.7,61.2,47.7,9.6,17.8,17.3,48.8,26.7,41.0,757.1
IDCJAC0001,52020,1895,229.2,19.5,5.8,2.1,7.9,7.2,1.8,8.9,42.2,32.2,47.2,87.4,491.4
IDCJAC0001,52020,1896,8.2,80.8,67.8,29.2,23.9,30.0,21.7,16.8,12.7,13.5,75.9,39.1,419.6
IDCJAC0001,52020,1897,60.0,51.1,62.0,0.0,0.0,64.4,79.4,10.1,46.7,23.4,0.0,79.7,476.8
IDCJAC0001,52020,1898,91.9,35.6,0.0,5.8,21.6,53.2,0.0,16.8,43.9,26.1,1.3,10.9,307.1
IDCJAC0001,52020,1899,39.3,26.7,10.2,19.0,1.8,35.8,52.9,46.7,33.1,20.2,5.6,0.0,291.3
IDCJAC0001,52020,1900,46.7,26.5,70.4,13.5,47.6,52.6,22.7,0.0,20.3,0.8,4.6,2.3,308.0
IDCJAC0001,52020,1901,6.9,0.3,51.0,34.6,54.1,34.0,51.9,63.5,2.0,10.4,10.2,7.0,325.9
IDCJAC0001,52020,1902,10.6,0.5,2.8,1.0,0.0,5.1,0.8,50.6,0.8,18.5,19.6,57.8,168.1
