Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,9999,2012,01,7.0,17,Y
IDCJAC0008,9999,2012,02,9.7,25,Y
IDCJAC0008,9999,2012,03,6.6,16,Y
IDCJAC0008,9999,2012,04,5.0,07,Y
IDCJAC0008,9999,2012,05,2.2,24,Y
IDCJAC0008,9999,2012,06,3.5,25,Y
IDCJAC0008,9999,2012,07,2.7,09,Y
IDCJAC0008,9999,2012,08,0.9,10,Y
IDCJAC0008,9999,2012,09,3.0,24,Y
IDCJAC0008,9999,2012,10,3.9,06,Y
IDCJAC0008,9999,2012,11,6.1,12,Y
IDCJAC0008,9999,2012,12,6.9,02,Y
IDCJAC0008,9999,2013,01,6.5,29,Y
IDCJAC0008,9999,2013,02,10.0,24,Y
IDCJAC0008,9999,2013,03,8.6,31,Y
IDCJAC0008,9999,2013,04,8.2,29,Y
IDCJAC0008,9999,2013,05,3.3,29,Y
IDCJAC0008,9999,2013,06,1.8,16,Y
IDCJAC0008,9999,2013,07,1.9,22,Y
IDCJAC0008,9999,2013,08,2.4,19,Y
IDCJAC0008,9999,2013,09,4.8,21,Y
IDCJAC0008,9999,2013,10,2.8,14,Y
IDCJAC0008,9999,2013,11,6.7,26,Y
IDCJAC0008,9999,2013,12,6.4,28,Y
IDCJAC0008,9999,2014,01,8.2,14,Y
IDCJAC0008,9999,2014,02,10.2,27,Y
IDCJAC0008,9999,2014,03,6.6,10,Y
IDCJAC0008,9999,2014,04,5.1,22,Y
IDCJAC0008,9999,2014,05,6.1,31,Y
IDCJAC0008,9999,2014,06,4.7,06,Y
IDCJAC0008,9999,2014,07,0.7,04,Y
IDCJAC0008,9999,2014,08,0.6,04,Y
IDCJAC0008,9999,2014,09,2.2,04,Y
IDCJAC0008,9999,2014,10,5.5,14,Y
IDCJAC0008,9999,2014,11,3.7,08,Y
IDCJAC0008,9999,2014,12,6.1,18,Y
IDCJAC0008,9999,2015,01,8.9,04,Y
IDCJAC0008,9999,2015,02,9.1,16,Y
IDCJAC0008,9999,2015,03,5.8,24,Y
IDCJAC0008,9999,2015,04,5.7,26,Y
IDCJAC0008,9999,2015,05,2.6,29,Y
IDCJAC0008,9999,2015,06,2.3,24,Y
IDCJAC0008,9999,2015,07,1.3,27,Y
IDCJAC0008,9999,2015,08,2.2,05,Y
IDCJAC0008,9999,2015,09,2.4,17,Y
IDCJAC0008,9999,2015,10,4.0,06,Y
IDCJAC0008,9999,2015,11,6.9,04,Y
IDCJAC0008,9999,2015,12,6.2,02,Y
IDCJAC0008,9999,2016,01,11.7,23,Y
IDCJAC0008,9999,2016,02,8.5,01,Y
IDCJAC0008,9999,2016,03,8.4,02,Y
IDCJAC0008,9999,2016,04,7.2,08,Y
IDCJAC0008,9999,2016,05,2.9,31,Y
IDCJAC0008,9999,2016,06,1.1,02,Y
IDCJAC0008,9999,2016,07,1.0,13,Y
IDCJAC0008,9999,2016,08,1.1,06,Y
IDCJAC0008,9999,2016,09,3.3,24,Y
IDCJAC0008,9999,2016,10,3.7,22,Y
IDCJAC0008,9999,2016,11,3.4,10,Y
IDCJAC0008,9999,2016,12,6.9,06,Y
IDCJAC0008,9999,2017,01,6.1,24,Y
IDCJAC0008,9999,2017,02,8.9,16,Y
IDCJAC0008,9999,2017,03,3.8,30,Y
IDCJAC0008,9999,2017,04,5.4,13,Y
IDCJAC0008,9999,2017,05,3.5,13,Y
IDCJAC0008,9999,2017,06,0.3,12,Y
IDCJAC0008,9999,2017,07,4.0,27,Y
IDCJAC0008,9999,2017,08,2.9,24,Y
IDCJAC0008,9999,2017,09,1.9,14,Y
IDCJAC0008,9999,2017,10,4.1,09,Y
IDCJAC0008,9999,2017,11,4.7,22,Y
IDCJAC0008,9999,2017,12,5.3,01,Y
IDCJAC0008,9999,2018,01,9.5,05,Y
IDCJAC0008,9999,2018,02,7.1,08,Y
IDCJAC0008,9999,2018,03,8.6,18,Y
IDCJAC0008,9999,2018,04,7.7,26,Y
IDCJAC0008,9999,2018,05,2.4,17,Y
IDCJAC0008,9999,2018,06,1.9,03,Y
IDCJAC0008,9999,2018,07,2.2,10,Y
IDCJAC0008,9999,2018,08,1.1,18,Y
IDCJAC0008,9999,2018,09,2.4,16,Y
IDCJAC0008,9999,2018,10,5.7,23,Y
IDCJAC0008,9999,2018,11,5.1,08,Y
IDCJAC0008,9999,2018,12,4.8,29,Y
IDCJAC0008,9999,2019,01,6.0,27,Y
IDCJAC0008,9999,2019,02,7.5,13,Y
IDCJAC0008,9999,2019,03,8.4,12,Y
IDCJAC0008,9999,2019,04,5.4,06,Y
