Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,51039,1920,09,24.7,30,Y
IDCJAC0005,51039,1920,10,34.4,31,Y
IDCJAC0005,51039,1920,11,38.3,26,Y
IDCJAC0005,51039,1920,12,40.6,24,Y
IDCJAC0005,51039,1921,01,41.7,28,Y
IDCJAC0005,51039,1921,02,38.5,14,Y
IDCJAC0005,51039,1921,03,37.8,24,Y
IDCJAC0005,51039,1921,04,29.4,02,Y
IDCJAC0005,51039,1921,05,29.2,02,Y
IDCJAC0005,51039,1921,06,20.6,15,Y
IDCJAC0005,51039,1921,07,21.1,12,Y
IDCJAC0005,51039,1921,08,21.4,21,Y
IDCJAC0005,51039,1921,09,29.4,24,Y
IDCJAC0005,51039,1921,10,34.6,30,Y
IDCJAC0005,51039,1921,11,40.3,06,Y
IDCJAC0005,51039,1921,12,39.0,17,Y
IDCJAC0005,51039,1922,01,39.4,28,Y
IDCJAC0005,51039,1922,02,38.9,14,Y
IDCJAC0005,51039,1922,03,38.1,10,Y
IDCJAC0005,51039,1922,04,38.9,19,Y
IDCJAC0005,51039,1922,06,21.1,16,Y
IDCJAC0005,51039,1922,07,20.3,14,Y
IDCJAC0005,51039,1922,08,24.2,16,Y
IDCJAC0005,51039,1922,10,36.9,20,Y
IDCJAC0005,51039,1922,12,39.9,26,Y
IDCJAC0005,51039,1923,01,38.6,24,Y
IDCJAC0005,51039,1923,02,42.2,24,Y
IDCJAC0005,51039,1923,03,36.7,06,Y
IDCJAC0005,51039,1923,05,28.6,08,Y
IDCJAC0005,51039,1923,06,26.7,02,Y
IDCJAC0005,51039,1923,07,25.6,28,Y
IDCJAC0005,51039,1923,08,27.2,28,Y
IDCJAC0005,51039,1923,09,33.3,26,Y
IDCJAC0005,51039,1923,11,36.7,26,Y
IDCJAC0005,51039,1923,12,39.4,12,Y
IDCJAC0005,51039,1924,01,40.8,18,Y
IDCJAC0005,51039,1924,05,22.4,20,Y
IDCJAC0005,51039,1924,06,23.8,01,Y
IDCJAC0005,51039,1924,07,20.4,20,Y
IDCJAC0005,51039,1924,11,35.9,30,Y
IDCJAC0005,51039,1925,01,37.0,01,Y
IDCJAC0005,51039,1925,02,40.8,20,Y
IDCJAC0005,51039,1925,03,36.9,02,Y
IDCJAC0005,51039,1925,04,30.3,01,Y
IDCJAC0005,51039,1925,05,26.4,01,Y
IDCJAC0005,51039,1925,07,19.2,29,Y
IDCJAC0005,51039,1925,08,19.5,16,Y
IDCJAC0005,51039,1925,09,25.6,21,Y
IDCJAC0005,51039,1925,10,36.4,29,Y
IDCJAC0005,51039,1925,11,37.9,29,Y
IDCJAC0005,51039,1925,12,40.8,08,Y
IDCJAC0005,51039,1926,01,40.6,27,Y
IDCJAC0005,51039,1926,02,43.3,27,Y
IDCJAC0005,51039,1926,04,30.5,12,Y
IDCJAC0005,51039,1926,05,22.5,07,Y
IDCJAC0005,51039,1926,06,18.9,20,Y
IDCJAC0005,51039,1926,07,27.3,22,Y
IDCJAC0005,51039,1926,08,26.2,19,Y
IDCJAC0005,51039,1926,11,38.5,29,Y
IDCJAC0005,51039,1926,12,41.8,05,Y
IDCJAC0005,51039,1927,01,43.2,15,Y
IDCJAC0005,51039,1927,02,40.2,18,Y
IDCJAC0005,51039,1927,03,40.7,18,Y
IDCJAC0005,51039,1927,04,30.6,07,Y
IDCJAC0005,51039,1927,05,25.2,10,Y
IDCJAC0005,51039,1927,08,24.1,15,Y
IDCJAC0005,51039,1927,09,32.0,22,Y
IDCJAC0005,51039,1927,10,36.7,19,Y
IDCJAC0005,51039,1927,11,38.7,22,Y
IDCJAC0005,51039,1928,03,34.4,24,Y
IDCJAC0005,51039,1928,04,31.7,04,Y
IDCJAC0005,51039,1928,05,23.8,10,Y
IDCJAC0005,51039,1928,06,21.2,11,Y
IDCJAC0005,51039,1928,07,22.6,11,Y
IDCJAC0005,51039,1928,08,29.0,20,Y
IDCJAC0005,51039,1928,09,35.0,21,Y
IDCJAC0005,51039,1928,10,34.8,07,Y
IDCJAC0005,51039,1928,12,39.8,22,Y
IDCJAC0005,51039,1929,01,42.5,09,Y
IDCJAC0005,51039,1929,02,38.1,16,Y
IDCJAC0005,51039,1929,04,31.4,10,Y
IDCJAC0005,51039,1929,05,26.4,21,Y
IDCJAC0005,51039,1929,06,20.9,01,Y
IDCJAC0005,51039,1929,07,21.6,10,Y
IDCJAC0005,51039,1929,08,27.7,30,Y
IDCJAC0005,51039,1929,09,30.3,20,Y
IDCJAC0005,51039,1929,10,36.4,17,Y
IDCJAC0005,51039,1929,11,37.7,02,Y
IDCJAC0005,51039,1929,12,37.6,26,Y
IDCJAC0005,51039,1930,01,38.6,22,Y
IDCJAC0005,51039,1930,02,40.6,22,Y
IDCJAC0005,51039,1930,03,35.1,05,Y
IDCJAC0005,51039,1930,04,30.8,01,Y
