Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,47019,1876,0.0,25.4,44.5,0.0,31.8,12.7,0.0,25.4,0.0,2.5,70.0,0.0,212.3
IDCJAC0001,47019,1880,6.1,65.3,16.3,17.0,9.7,17.3,3.6,4.8,33.0,14.2,0.0,7.4,194.7
IDCJAC0001,47019,1881,null,null,0.0,8.1,85.1,18.9,0.0,12.0,39.7,3.3,11.0,1.5,null
IDCJAC0001,47019,1882,0.0,3.8,0.0,55.9,10.2,19.6,10.3,54.9,0.0,35.3,24.9,12.7,227.6
IDCJAC0001,47019,1883,0.0,13.2,0.8,16.0,38.5,6.1,1.3,18.9,9.9,40.6,8.9,3.3,157.5
IDCJAC0001,47019,1884,0.0,0.0,25.2,6.4,23.7,27.0,1.8,7.4,20.8,26.0,27.4,4.6,170.3
IDCJAC0001,47019,1885,60.1,15.2,19.9,0.8,4.8,5.3,1.3,0.8,25.4,7.1,10.9,70.1,221.7
IDCJAC0001,47019,1886,21.6,0.0,0.0,0.5,28.4,34.8,113.5,51.3,25.4,37.6,14.7,66.6,394.4
IDCJAC0001,47019,1887,0.0,84.6,72.0,28.6,16.5,21.1,38.5,15.7,0.0,16.3,27.5,197.5,518.3
IDCJAC0001,47019,1888,0.5,9.4,3.6,0.0,28.0,0.8,2.5,0.3,17.0,0.5,0.0,9.1,71.7
IDCJAC0001,47019,1889,47.8,21.9,0.0,51.3,78.6,48.0,0.3,43.3,22.0,79.6,32.3,0.0,425.1
IDCJAC0001,47019,1890,7.7,0.0,36.1,19.8,57.6,49.0,32.1,18.2,0.8,14.5,18.8,12.0,266.6
IDCJAC0001,47019,1891,53.5,0.0,51.5,66.0,14.5,20.7,4.6,22.2,18.4,26.0,14.2,6.2,297.8
IDCJAC0001,47019,1892,2.1,2.6,0.8,2.5,50.1,4.6,7.0,34.8,17.5,65.9,65.0,1.1,254.0
IDCJAC0001,47019,1893,0.0,0.0,7.1,20.7,55.2,64.3,14.3,17.4,8.4,12.7,46.4,5.8,252.3
IDCJAC0001,47019,1894,22.8,9.9,42.2,12.0,0.5,49.1,10.7,47.1,36.6,61.4,0.0,138.4,430.7
IDCJAC0001,47019,1895,29.8,20.8,1.8,5.6,15.3,28.4,3.2,7.4,1.8,1.3,12.0,44.4,171.8
IDCJAC0001,47019,1896,0.0,57.9,2.3,10.7,22.8,2.6,9.2,10.9,4.8,11.3,14.7,11.2,158.4
IDCJAC0001,47019,1897,45.2,5.3,0.0,0.0,2.5,33.4,24.0,14.5,45.0,4.1,0.0,10.2,184.2
IDCJAC0001,47019,1898,0.0,69.4,0.0,3.8,5.5,45.9,2.6,22.4,4.9,14.2,8.1,15.8,192.6
IDCJAC0001,47019,1899,4.6,26.9,1.3,29.6,0.0,25.6,6.9,5.6,4.3,18.5,17.0,0.0,140.3
IDCJAC0001,47019,1900,21.6,0.0,36.6,16.7,17.5,31.7,17.8,15.5,1.8,4.6,6.8,5.6,176.2
IDCJAC0001,47019,1901,0.5,38.1,22.7,17.6,3.8,18.3,36.0,67.6,6.6,10.5,0.3,0.0,222.0
