Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0005,90035,2000,,,,,,,,,,,,,17.0,23,18.0,06,19.0,16,23.0,22,35.0,28,36.0,17,
IDCJAC0005,90035,2001,38.0,11,39.0,08,34.0,09,27.0,07,19.0,04,19.0,05,14.0,13,17.0,14,25.0,30,24.0,22,25.0,04,32.0,29,39.0
IDCJAC0005,90035,2002,36.0,26,36.0,14,33.0,24,29.0,01,25.0,08,16.0,07,16.0,27,17.0,28,25.0,15,27.0,18,31.0,17,33.0,29,36.0
IDCJAC0005,90035,2003,42.3,25,35.9,04,34.0,18,28.3,07,22.9,07,19.0,02,15.5,05,15.3,12,18.7,22,23.9,18,31.4,29,37.6,30,42.3
IDCJAC0005,90035,2004,34.4,20,38.4,14,35.3,04,30.3,14,19.0,15,18.9,08,13.9,10,18.4,25,21.7,21,28.5,12,33.2,26,36.2,23,38.4
IDCJAC0005,90035,2005,38.2,11,33.0,28,30.3,01,32.4,09,24.0,04,22.3,08,15.9,06,20.1,29,21.9,09,20.7,17,30.4,25,35.7,30,38.2
IDCJAC0005,90035,2006,41.5,22,36.5,24,38.1,12,25.9,11,17.1,16,13.4,29,14.3,28,20.1,31,28.6,19,34.5,12,35.4,21,38.2,09,41.5
IDCJAC0005,90035,2007,40.9,16,37.9,18,35.7,15,28.5,10,22.2,14,13.0,28,16.2,26,21.3,27,19.7,23,28.6,21,31.6,19,41.3,31,41.3
IDCJAC0005,90035,2008,39.4,10,35.5,19,39.8,17,28.2,11,20.3,15,16.2,05,14.3,14,15.6,29,22.1,26,30.8,26,33.7,12,33.2,22,39.8
IDCJAC0005,90035,2009,44.8,29,45.4,07,35.1,21,30.2,02,18.3,24,18.0,30,17.4,21,17.2,15,24.2,12,30.0,31,33.3,11,39.1,16,45.4
IDCJAC0005,90035,2010,43.9,11,35.9,10,33.1,04,27.2,20,19.2,04,15.2,24,14.5,30,14.3,30,15.9,25,25.1,29,29.6,23,38.7,31,43.9
IDCJAC0005,90035,2011,35.9,30,34.9,01,29.3,07,25.0,08,20.5,21,17.3,02,16.6,31,20.5,03,25.5,19,27.7,19,33.2,18,33.6,31,35.9
IDCJAC0005,90035,2012,40.8,02,38.2,25,31.7,14,30.4,06,21.8,01,16.1,01,14.4,16,17.0,28,22.3,27,27.9,30,38.1,29,39.0,23,40.8
IDCJAC0005,90035,2013,42.1,04,37.5,18,37.8,12,27.0,06,26.3,09,15.8,27,19.3,18,19.3,31,21.7,04,27.4,20,31.4,27,38.0,19,42.1
IDCJAC0005,90035,2014,42.9,14,41.1,02,34.3,04,34.8,01,23.5,16,16.0,13,15.0,28,19.0,31,27.2,28,31.8,31,33.9,30,32.4,21,42.9
IDCJAC0005,90035,2015,40.2,02,36.2,21,30.2,19,28.2,01,21.6,04,15.6,13,14.8,24,16.0,20,25.1,14,33.2,20,34.1,09,42.6,19,42.6
IDCJAC0005,90035,2016,42.0,13,39.1,23,38.0,08,28.5,20,25.8,07,14.7,01,16.2,18,18.4,18,19.7,08,22.6,25,33.7,21,36.6,25,42.0
IDCJAC0005,90035,2017,38.1,07,35.9,08,33.4,01,28.6,08,18.3,21,15.0,15,15.7,25,16.8,14,22.0,22,28.7,18,35.4,29,38.6,13,38.6
IDCJAC0005,90035,2018,41.6,19,36.9,07,35.0,10,31.8,10,23.4,01,15.4,11,16.4,28,16.6,10,21.8,11,27.0,22,31.9,13,39.3,27,41.6
IDCJAC0005,90035,2019,42.2,04,39.9,03,38.0,01,30.8,16,,,,,,,,,,,,,,,,,
