Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,61089,1965,01,38.2,18,Y
IDCJAC0005,61089,1965,02,40.7,22,Y
IDCJAC0005,61089,1965,03,38.3,07,Y
IDCJAC0005,61089,1965,04,31.6,17,Y
IDCJAC0005,61089,1965,05,27.2,11,Y
IDCJAC0005,61089,1965,06,22.7,07,Y
IDCJAC0005,61089,1965,07,19.6,02,Y
IDCJAC0005,61089,1965,08,27.0,14,Y
IDCJAC0005,61089,1965,09,34.1,27,Y
IDCJAC0005,61089,1965,10,37.7,31,Y
IDCJAC0005,61089,1965,11,38.9,05,Y
IDCJAC0005,61089,1965,12,42.1,30,Y
IDCJAC0005,61089,1966,01,39.5,15,Y
IDCJAC0005,61089,1966,02,38.3,15,Y
IDCJAC0005,61089,1966,03,36.6,09,Y
IDCJAC0005,61089,1966,04,31.1,15,Y
IDCJAC0005,61089,1966,05,24.8,04,Y
IDCJAC0005,61089,1966,06,21.6,26,Y
IDCJAC0005,61089,1966,07,21.8,01,Y
IDCJAC0005,61089,1966,08,22.2,03,Y
IDCJAC0005,61089,1966,09,26.5,20,Y
IDCJAC0005,61089,1966,10,31.1,18,Y
IDCJAC0005,61089,1966,11,35.6,23,Y
IDCJAC0005,61089,1966,12,36.9,26,Y
IDCJAC0005,61089,1967,01,40.4,15,Y
IDCJAC0005,61089,1967,02,37.2,12,Y
IDCJAC0005,61089,1967,03,30.8,04,Y
IDCJAC0005,61089,1967,04,29.8,22,Y
IDCJAC0005,61089,1967,05,27.2,12,Y
IDCJAC0005,61089,1967,06,19.8,13,Y
IDCJAC0005,61089,1967,07,20.3,29,Y
IDCJAC0005,61089,1967,08,21.5,10,Y
IDCJAC0005,61089,1967,09,31.3,26,Y
IDCJAC0005,61089,1967,10,34.9,28,Y
IDCJAC0005,61089,1967,11,37.8,30,Y
IDCJAC0005,61089,1967,12,38.1,28,Y
IDCJAC0005,61089,1968,01,38.3,03,Y
IDCJAC0005,61089,1968,02,38.1,02,Y
IDCJAC0005,61089,1968,03,36.6,01,Y
IDCJAC0005,61089,1968,04,32.3,20,Y
IDCJAC0005,61089,1968,05,24.6,01,Y
IDCJAC0005,61089,1968,06,21.1,02,Y
IDCJAC0005,61089,1968,07,20.4,30,Y
IDCJAC0005,61089,1968,08,23.6,08,Y
IDCJAC0005,61089,1968,09,24.9,29,Y
IDCJAC0005,61089,1968,10,34.7,21,Y
IDCJAC0005,61089,1968,11,43.4,19,Y
IDCJAC0005,61089,1968,12,34.6,09,Y
IDCJAC0005,61089,1969,01,41.1,09,Y
IDCJAC0005,61089,1969,02,40.2,08,Y
IDCJAC0005,61089,1969,03,34.8,14,Y
IDCJAC0005,61089,1969,04,32.3,09,Y
IDCJAC0005,61089,1969,05,25.2,01,Y
IDCJAC0005,61089,1969,06,21.6,28,Y
IDCJAC0005,61089,1969,07,21.9,29,Y
IDCJAC0005,61089,1969,08,25.4,30,Y
IDCJAC0005,61089,1969,09,26.2,01,Y
IDCJAC0005,61089,1969,10,31.6,26,Y
IDCJAC0005,61089,1969,11,34.0,18,Y
IDCJAC0005,61089,1969,12,38.0,20,Y
IDCJAC0005,61089,1970,01,37.5,10,Y
IDCJAC0005,61089,1970,02,37.3,19,Y
IDCJAC0005,61089,1970,03,35.9,09,Y
IDCJAC0005,61089,1970,04,28.3,12,Y
IDCJAC0005,61089,1970,05,24.9,14,Y
IDCJAC0005,61089,1970,06,22.2,15,Y
IDCJAC0005,61089,1970,07,22.3,01,Y
IDCJAC0005,61089,1970,08,24.4,23,Y
IDCJAC0005,61089,1970,09,26.3,08,Y
IDCJAC0005,61089,1970,10,34.3,07,Y
IDCJAC0005,61089,1970,11,32.2,30,Y
IDCJAC0005,61089,1970,12,36.2,04,Y
IDCJAC0005,61089,1971,01,36.9,09,Y
IDCJAC0005,61089,1971,02,32.7,02,Y
IDCJAC0005,61089,1971,03,32.0,15,Y
IDCJAC0005,61089,1971,04,29.3,11,Y
IDCJAC0005,61089,1971,05,24.2,03,Y
IDCJAC0005,61089,1971,06,23.9,08,Y
IDCJAC0005,61089,1971,07,19.9,16,Y
IDCJAC0005,61089,1971,08,22.3,24,Y
IDCJAC0005,61089,1971,09,27.2,24,Y
IDCJAC0005,61089,1971,10,33.4,26,Y
IDCJAC0005,61089,1971,11,33.1,13,Y
IDCJAC0005,61089,1971,12,36.8,06,Y
IDCJAC0005,61089,1972,01,34.0,11,Y
IDCJAC0005,61089,1972,02,32.4,03,Y
IDCJAC0005,61089,1972,03,34.3,30,Y
IDCJAC0005,61089,1972,04,28.9,09,Y
IDCJAC0005,61089,1972,05,23.9,04,Y
IDCJAC0005,61089,1972,06,20.9,10,Y
IDCJAC0005,61089,1972,07,21.7,24,Y
IDCJAC0005,61089,1972,08,26.2,25,Y
IDCJAC0005,61089,1972,09,30.5,23,Y
IDCJAC0005,61089,1972,10,32.0,09,Y
IDCJAC0005,61089,1972,11,35.3,24,Y
IDCJAC0005,61089,1972,12,41.0,23,Y
IDCJAC0005,61089,1973,01,40.4,03,Y
IDCJAC0005,61089,1973,02,39.8,06,Y
IDCJAC0005,61089,1973,03,36.6,12,Y
IDCJAC0005,61089,1973,04,30.2,07,Y
IDCJAC0005,61089,1973,05,28.0,10,Y
IDCJAC0005,61089,1973,06,23.7,01,Y
IDCJAC0005,61089,1973,07,23.6,31,Y
IDCJAC0005,61089,1973,08,27.7,07,Y
IDCJAC0005,61089,1973,09,30.7,30,Y
IDCJAC0005,61089,1973,10,32.3,17,Y
IDCJAC0005,61089,1973,11,35.5,19,Y
IDCJAC0005,61089,1973,12,34.0,02,Y
IDCJAC0005,61089,1974,01,36.0,05,Y
IDCJAC0005,61089,1974,02,34.7,02,Y
IDCJAC0005,61089,1974,03,32.5,05,Y
IDCJAC0005,61089,1974,04,31.8,03,Y
IDCJAC0005,61089,1974,05,26.7,14,Y
IDCJAC0005,61089,1974,06,20.8,06,Y
IDCJAC0005,61089,1974,07,23.5,18,Y
IDCJAC0005,61089,1974,08,21.4,18,Y
IDCJAC0005,61089,1974,09,24.2,12,Y
IDCJAC0005,61089,1974,10,29.5,22,Y
IDCJAC0005,61089,1974,11,37.4,12,Y
IDCJAC0005,61089,1974,12,39.0,18,Y
IDCJAC0005,61089,1975,01,40.0,22,Y
IDCJAC0005,61089,1975,02,38.7,08,Y
IDCJAC0005,61089,1975,03,32.6,15,Y
IDCJAC0005,61089,1975,04,29.2,06,Y
IDCJAC0005,61089,1975,05,26.7,24,Y
IDCJAC0005,61089,1975,06,24.3,03,Y
IDCJAC0005,61089,1975,07,24.4,28,Y
IDCJAC0005,61089,1975,08,22.8,20,Y
IDCJAC0005,61089,1975,09,29.7,18,Y
IDCJAC0005,61089,1975,10,30.3,29,Y
IDCJAC0005,61089,1975,11,36.6,21,Y
IDCJAC0005,61089,1975,12,40.8,13,Y
IDCJAC0005,61089,1976,01,35.0,05,Y
IDCJAC0005,61089,1976,02,32.6,18,Y
IDCJAC0005,61089,1976,03,33.6,19,Y
IDCJAC0005,61089,1976,04,29.1,05,Y
IDCJAC0005,61089,1976,05,25.4,04,Y
IDCJAC0005,61089,1976,06,22.5,01,Y
IDCJAC0005,61089,1976,07,22.4,25,Y
IDCJAC0005,61089,1976,08,25.0,22,Y
IDCJAC0005,61089,1976,09,25.4,30,Y
IDCJAC0005,61089,1976,10,26.5,24,Y
IDCJAC0005,61089,1976,11,33.0,14,Y
IDCJAC0005,61089,1976,12,38.3,15,Y
IDCJAC0005,61089,1977,01,34.8,17,Y
IDCJAC0005,61089,1977,02,34.9,10,Y
IDCJAC0005,61089,1977,03,32.2,24,Y
IDCJAC0005,61089,1977,04,30.2,02,Y
IDCJAC0005,61089,1977,05,24.7,12,Y
IDCJAC0005,61089,1977,06,21.9,17,Y
IDCJAC0005,61089,1977,07,22.0,23,Y
IDCJAC0005,61089,1977,08,27.0,30,Y
IDCJAC0005,61089,1977,09,31.1,29,Y
IDCJAC0005,61089,1977,10,33.6,29,Y
IDCJAC0005,61089,1977,11,36.0,30,Y
IDCJAC0005,61089,1977,12,40.3,15,Y
IDCJAC0005,61089,1978,01,37.3,14,Y
IDCJAC0005,61089,1978,02,37.4,21,Y
IDCJAC0005,61089,1978,03,33.0,07,Y
IDCJAC0005,61089,1978,04,30.6,10,Y
IDCJAC0005,61089,1978,05,25.0,01,Y
IDCJAC0005,61089,1978,06,18.9,02,Y
IDCJAC0005,61089,1978,07,23.4,22,Y
IDCJAC0005,61089,1978,08,22.1,07,Y
IDCJAC0005,61089,1978,09,25.4,12,Y
IDCJAC0005,61089,1978,10,29.2,13,Y
IDCJAC0005,61089,1978,11,34.5,28,Y
IDCJAC0005,61089,1978,12,34.6,12,Y
IDCJAC0005,61089,1979,01,41.0,15,Y
IDCJAC0005,61089,1979,02,38.7,13,Y
IDCJAC0005,61089,1979,03,33.4,02,Y
IDCJAC0005,61089,1979,04,32.5,03,Y
IDCJAC0005,61089,1979,05,27.4,03,Y
IDCJAC0005,61089,1979,06,21.8,08,Y
IDCJAC0005,61089,1979,07,21.6,21,Y
IDCJAC0005,61089,1979,08,23.3,19,Y
IDCJAC0005,61089,1979,09,27.8,10,Y
IDCJAC0005,61089,1979,10,30.9,22,Y
IDCJAC0005,61089,1979,11,35.1,19,Y
IDCJAC0005,61089,1979,12,39.9,23,Y
IDCJAC0005,61089,1980,01,38.4,25,Y
IDCJAC0005,61089,1980,02,39.1,21,Y
IDCJAC0005,61089,1980,03,37.4,04,Y
IDCJAC0005,61089,1980,04,32.8,03,Y
IDCJAC0005,61089,1980,05,25.5,11,Y
IDCJAC0005,61089,1980,06,22.9,09,Y
IDCJAC0005,61089,1980,07,21.8,13,Y
IDCJAC0005,61089,1980,08,26.2,23,Y
IDCJAC0005,61089,1980,09,33.7,30,Y
IDCJAC0005,61089,1980,10,35.9,02,Y
IDCJAC0005,61089,1980,11,39.9,28,Y
IDCJAC0005,61089,1980,12,38.2,23,Y
IDCJAC0005,61089,1981,01,40.0,27,Y
IDCJAC0005,61089,1981,02,38.5,09,Y
IDCJAC0005,61089,1981,03,34.9,20,Y
IDCJAC0005,61089,1981,04,29.3,24,Y
IDCJAC0005,61089,1981,05,23.8,03,Y
IDCJAC0005,61089,1981,06,21.0,01,Y
IDCJAC0005,61089,1981,07,21.7,24,Y
IDCJAC0005,61089,1981,08,22.2,17,Y
IDCJAC0005,61089,1981,09,33.0,23,Y
IDCJAC0005,61089,1981,10,32.0,29,Y
IDCJAC0005,61089,1981,11,33.0,28,Y
IDCJAC0005,61089,1981,12,39.0,05,Y
IDCJAC0005,61089,1982,01,41.6,25,Y
IDCJAC0005,61089,1982,02,38.3,17,Y
IDCJAC0005,61089,1982,03,35.0,08,Y
IDCJAC0005,61089,1982,04,27.3,25,Y
IDCJAC0005,61089,1982,05,25.6,05,Y
IDCJAC0005,61089,1982,06,19.8,11,Y
IDCJAC0005,61089,1982,07,18.4,28,Y
IDCJAC0005,61089,1982,08,26.5,30,Y
IDCJAC0005,61089,1982,09,29.8,02,Y
IDCJAC0005,61089,1982,10,34.7,30,Y
IDCJAC0005,61089,1982,11,41.3,25,Y
IDCJAC0005,61089,1982,12,38.5,17,Y
IDCJAC0005,61089,1983,01,38.7,09,Y
IDCJAC0005,61089,1983,02,42.6,17,Y
IDCJAC0005,61089,1983,03,38.5,09,Y
IDCJAC0005,61089,1983,04,31.5,11,Y
IDCJAC0005,61089,1983,05,24.2,14,Y
IDCJAC0005,61089,1983,06,21.5,30,Y
IDCJAC0005,61089,1983,07,20.7,27,Y
IDCJAC0005,61089,1983,08,20.5,16,Y
IDCJAC0005,61089,1983,09,30.1,29,Y
IDCJAC0005,61089,1983,10,32.7,28,Y
IDCJAC0005,61089,1983,11,33.9,08,Y
IDCJAC0005,61089,1983,12,38.0,22,Y
IDCJAC0005,61089,1984,01,34.3,25,Y
IDCJAC0005,61089,1984,02,33.5,05,Y
IDCJAC0005,61089,1984,03,35.2,13,Y
IDCJAC0005,61089,1984,04,28.0,03,Y
IDCJAC0005,61089,1984,05,26.3,03,Y
IDCJAC0005,61089,1984,06,22.5,08,Y
IDCJAC0005,61089,1984,07,18.6,08,Y
IDCJAC0005,61089,1984,08,21.6,31,Y
IDCJAC0005,61089,1984,09,26.0,04,Y
