Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,72150,1942,01,37.9,24,Y
IDCJAC0005,72150,1942,02,37.9,11,Y
IDCJAC0005,72150,1942,03,38.5,04,Y
IDCJAC0005,72150,1942,04,30.0,10,Y
IDCJAC0005,72150,1942,05,25.0,05,Y
IDCJAC0005,72150,1942,06,18.1,09,Y
IDCJAC0005,72150,1942,07,17.5,02,Y
IDCJAC0005,72150,1942,08,21.7,20,Y
IDCJAC0005,72150,1942,09,26.2,27,Y
IDCJAC0005,72150,1942,10,31.0,18,Y
IDCJAC0005,72150,1942,11,36.4,14,Y
IDCJAC0005,72150,1942,12,39.8,24,Y
IDCJAC0005,72150,1943,01,40.1,31,Y
IDCJAC0005,72150,1943,02,42.2,01,Y
IDCJAC0005,72150,1943,03,35.2,13,Y
IDCJAC0005,72150,1943,04,29.6,01,Y
IDCJAC0005,72150,1943,05,21.9,02,Y
IDCJAC0005,72150,1943,06,15.8,12,Y
IDCJAC0005,72150,1943,07,17.4,03,Y
IDCJAC0005,72150,1943,08,16.9,24,Y
IDCJAC0005,72150,1943,09,22.2,27,Y
IDCJAC0005,72150,1943,10,27.1,31,Y
IDCJAC0005,72150,1943,11,31.7,17,Y
IDCJAC0005,72150,1943,12,35.6,31,Y
IDCJAC0005,72150,1944,01,39.4,09,Y
IDCJAC0005,72150,1944,02,36.7,14,Y
IDCJAC0005,72150,1944,03,33.9,31,Y
IDCJAC0005,72150,1944,04,32.2,01,Y
IDCJAC0005,72150,1944,05,21.8,01,Y
IDCJAC0005,72150,1944,06,15.9,13,Y
IDCJAC0005,72150,1944,07,19.6,28,Y
IDCJAC0005,72150,1944,08,21.0,25,Y
IDCJAC0005,72150,1944,09,28.4,26,Y
IDCJAC0005,72150,1944,10,33.8,15,Y
IDCJAC0005,72150,1944,11,41.6,19,Y
IDCJAC0005,72150,1944,12,36.6,05,Y
IDCJAC0005,72150,1945,01,41.6,25,Y
IDCJAC0005,72150,1945,02,37.1,10,Y
IDCJAC0005,72150,1945,03,33.6,22,Y
IDCJAC0005,72150,1945,04,26.9,21,Y
IDCJAC0005,72150,1945,05,24.9,01,Y
IDCJAC0005,72150,1945,06,18.9,12,Y
IDCJAC0005,72150,1945,07,15.7,30,Y
IDCJAC0005,72150,1945,08,18.2,19,Y
IDCJAC0005,72150,1945,09,27.1,29,Y
IDCJAC0005,72150,1945,10,32.4,24,Y
IDCJAC0005,72150,1945,11,38.3,26,Y
IDCJAC0005,72150,1945,12,42.4,15,Y
IDCJAC0005,72150,1946,01,41.4,31,Y
IDCJAC0005,72150,1946,02,39.1,07,Y
IDCJAC0005,72150,1946,03,30.3,23,Y
IDCJAC0005,72150,1946,04,29.2,03,Y
IDCJAC0005,72150,1946,05,25.0,11,Y
IDCJAC0005,72150,1946,06,16.9,09,Y
IDCJAC0005,72150,1946,07,16.3,13,Y
IDCJAC0005,72150,1946,08,20.7,11,Y
IDCJAC0005,72150,1946,09,26.6,11,Y
IDCJAC0005,72150,1946,10,34.8,13,Y
IDCJAC0005,72150,1946,11,40.8,05,Y
IDCJAC0005,72150,1946,12,39.1,20,Y
IDCJAC0005,72150,1947,01,40.3,26,Y
IDCJAC0005,72150,1947,02,36.9,05,Y
IDCJAC0005,72150,1947,03,36.3,11,Y
IDCJAC0005,72150,1947,04,27.1,10,Y
IDCJAC0005,72150,1947,05,23.8,05,Y
