Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,58198,1992,null,null,null,null,null,null,null,null,null,null,12.4,82.4,null
IDCJAC0001,58198,1993,45.7,114.8,217.4,142.8,128.8,105.8,199.4,41.9,54.2,117.0,126.8,167.2,1461.8
IDCJAC0001,58198,1994,216.0,164.4,583.8,111.4,185.8,71.2,170.0,88.4,23.2,50.8,11.8,357.4,2034.2
IDCJAC0001,58198,1995,59.6,197.8,200.4,155.8,110.6,99.8,12.0,65.2,104.8,38.4,null,193.6,null
IDCJAC0001,58198,1996,278.6,236.2,238.8,5.8,480.8,266.7,96.4,68.4,29.4,98.4,219.4,109.8,2128.7
IDCJAC0001,58198,1997,175.0,156.8,73.6,62.6,289.2,184.4,325.2,43.6,102.8,105.2,49.8,102.8,1671.0
IDCJAC0001,58198,1998,56.6,99.9,28.4,null,163.8,140.4,142.0,181.0,111.2,28.6,178.8,35.8,null
IDCJAC0001,58198,1999,163.6,398.8,337.6,211.0,252.4,426.8,336.6,196.2,67.6,204.2,160.2,153.2,2908.2
IDCJAC0001,58198,2000,261.2,72.6,143.2,95.8,123.8,132.2,30.6,24.8,4.8,98.6,74.6,72.0,1134.2
IDCJAC0001,58198,2001,62.6,400.6,352.2,45.4,273.2,59.6,76.4,35.4,33.0,69.8,177.4,10.0,1595.6
IDCJAC0001,58198,2002,71.0,128.4,257.6,168.4,105.2,240.4,12.0,154.2,20.0,36.2,23.2,172.8,1389.4
IDCJAC0001,58198,2003,36.2,311.4,324.6,456.0,281.8,271.2,69.2,67.8,8.2,115.6,33.8,23.0,1998.8
IDCJAC0001,58198,2004,228.4,178.8,135.4,149.0,19.4,43.2,36.0,18.8,34.4,305.0,300.0,243.0,1691.4
IDCJAC0001,58198,2005,null,89.6,59.8,262.2,111.4,386.2,95.2,59.2,45.8,44.4,81.0,67.8,null
IDCJAC0001,58198,2006,353.6,null,null,112.0,null,null,null,250.0,181.4,17.0,87.4,87.8,null
IDCJAC0001,58198,2007,146.6,140.2,86.4,154.2,44.4,161.8,38.0,215.4,126.6,86.0,300.0,157.8,1657.4
IDCJAC0001,58198,2008,362.2,375.6,140.2,452.2,137.0,184.2,172.8,46.4,96.2,59.0,250.6,100.8,2377.2
IDCJAC0001,58198,2009,66.8,149.0,369.0,268.6,272.0,281.8,71.4,1.6,17.4,106.2,53.4,104.2,1761.4
IDCJAC0001,58198,2010,52.0,227.4,205.0,110.0,66.8,300.6,197.0,47.6,161.6,317.2,139.4,414.4,2239.0
IDCJAC0001,58198,2011,333.0,64.8,204.8,331.0,80.2,null,71.8,157.8,58.4,168.8,83.8,201.2,null
IDCJAC0001,58198,2012,353.0,191.2,133.4,319.4,114.4,375.4,111.0,9.4,14.8,43.0,104.6,135.4,1905.0
IDCJAC0001,58198,2013,348.6,437.4,221.2,196.2,174.6,131.0,186.6,12.4,43.8,42.4,151.6,22.0,1967.8
IDCJAC0001,58198,2014,79.6,28.8,187.0,167.2,101.0,88.6,59.0,null,8.8,33.8,73.4,166.4,null
IDCJAC0001,58198,2015,261.2,330.2,113.4,304.8,189.0,149.4,73.6,60.2,87.0,46.4,184.4,224.8,2024.4
IDCJAC0001,58198,2016,153.4,60.8,289.0,59.0,10.6,335.8,33.4,141.2,27.6,11.4,60.2,42.8,1225.2
IDCJAC0001,58198,2017,90.8,62.2,null,146.2,127.8,404.2,9.6,7.8,7.0,211.6,235.6,122.2,null
IDCJAC0001,58198,2018,91.2,233.8,121.8,222.8,109.0,139.6,43.0,46.0,281.0,218.4,106.0,36.6,1649.2
IDCJAC0001,58198,2019,2.4,70.2,139.2,158.8,null,null,null,null,null,null,null,null,null
