Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,86361,1986,null,null,null,null,null,null,null,null,60.2,130.2,20.4,75.0,null
IDCJAC0001,86361,1987,56.4,50.8,80.8,31.0,116.4,83.8,97.0,42.2,66.0,41.4,29.8,105.8,801.4
IDCJAC0001,86361,1988,73.0,22.2,41.2,18.8,56.4,114.6,92.0,66.6,85.2,55.8,102.0,103.6,831.4
IDCJAC0001,86361,1989,50.6,31.0,86.8,107.2,62.6,80.6,58.2,82.6,29.0,104.6,27.6,41.0,761.8
IDCJAC0001,86361,1990,3.4,3.2,null,null,null,null,null,null,null,null,null,null,null
IDCJAC0001,86361,1994,null,null,null,null,null,1.8,18.6,48.6,67.4,46.8,90.0,22.0,null
IDCJAC0001,86361,1995,56.0,21.2,63.0,138.0,92.2,131.4,79.6,51.0,58.8,99.0,74.0,41.8,906.0
IDCJAC0001,86361,1996,31.2,90.8,71.0,73.4,24.6,122.2,165.0,99.8,139.2,69.8,32.4,21.6,941.0
IDCJAC0001,86361,1997,32.6,5.6,25.0,23.8,34.6,38.4,53.0,69.0,70.0,37.0,85.8,5.6,480.4
IDCJAC0001,86361,1998,33.6,61.6,15.8,73.6,64.0,57.0,null,null,44.2,112.0,70.2,58.6,null
IDCJAC0001,86361,1999,28.2,40.0,63.0,18.0,73.4,47.0,31.8,102.2,48.0,65.0,41.3,30.6,588.5
IDCJAC0001,86361,2000,82.4,43.8,19.4,53.8,128.0,49.4,60.9,55.0,84.6,100.8,16.0,42.2,736.3
IDCJAC0001,86361,2001,15.2,20.0,52.2,192.8,30.4,76.8,18.6,129.8,38.6,83.8,13.2,59.0,730.4
IDCJAC0001,86361,2002,44.0,35.6,22.0,41.0,82.8,63.2,57.4,38.8,48.2,55.2,28.8,22.2,539.2
IDCJAC0001,86361,2003,26.8,9.4,67.0,64.8,32.0,48.2,117.8,93.8,66.6,88.6,21.2,40.0,676.2
IDCJAC0001,86361,2004,27.4,35.2,41.6,56.2,74.0,146.8,86.0,71.6,119.8,56.4,97.6,37.2,849.8
IDCJAC0001,86361,2005,54.4,130.8,18.0,31.0,19.8,51.4,70.8,130.2,92.8,53.6,51.0,70.0,773.8
IDCJAC0001,86361,2006,47.4,30.4,23.4,80.4,93.4,17.4,38.2,45.8,48.6,19.0,29.6,35.6,509.2
IDCJAC0001,86361,2007,32.8,27.0,32.2,25.8,64.4,93.0,137.0,65.4,45.6,38.0,70.8,83.4,715.4
IDCJAC0001,86361,2008,0.8,30.8,23.2,45.4,48.0,50.2,87.2,101.8,31.0,21.8,33.8,97.6,571.6
IDCJAC0001,86361,2009,2.2,4.6,52.6,91.2,30.8,43.8,89.6,77.8,90.6,61.4,86.2,43.8,674.6
IDCJAC0001,86361,2010,28.2,22.8,62.0,79.4,57.2,102.6,48.4,119.6,63.0,111.2,81.4,78.8,854.6
IDCJAC0001,86361,2011,93.8,115.4,44.4,83.8,93.8,53.8,62.4,35.8,57.4,79.6,109.0,44.2,873.4
IDCJAC0001,86361,2012,39.4,73.2,77.8,64.8,165.0,109.8,72.2,72.6,74.0,40.2,36.0,52.8,877.8
IDCJAC0001,86361,2013,4.0,49.6,39.2,18.4,85.2,102.0,56.8,118.8,96.4,86.2,88.6,61.4,806.6
IDCJAC0001,86361,2014,30.4,5.4,29.0,67.6,37.0,126.4,85.2,36.8,57.8,50.2,60.4,72.6,658.8
IDCJAC0001,86361,2015,58.8,24.2,42.4,36.0,68.0,36.2,73.8,72.0,43.4,15.0,38.4,37.4,545.6
IDCJAC0001,86361,2016,30.8,13.2,32.8,34.0,99.0,73.8,66.2,51.0,72.4,95.6,36.0,41.4,646.2
IDCJAC0001,86361,2017,36.6,65.0,59.6,73.2,54.0,29.2,67.2,77.6,92.2,50.8,39.4,75.6,720.4
IDCJAC0001,86361,2018,53.6,5.0,27.6,27.6,92.6,55.0,57.6,71.4,41.8,33.0,81.6,98.4,645.2
IDCJAC0001,86361,2019,2.4,11.0,19.0,17.2,null,null,null,null,null,null,null,null,null
