Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,61089,1950,87.6,122.8,21.4,141.8,61.9,164.6,108.1,42.2,20.0,135.5,110.5,38.4,1054.8
IDCJAC0001,61089,1951,164.6,30.0,48.0,24.5,23.5,119.8,27.4,50.0,30.5,14.0,27.2,19.1,578.6
IDCJAC0001,61089,1952,23.4,73.5,41.0,65.8,31.4,37.8,72.9,100.4,18.0,83.7,27.2,41.6,616.7
IDCJAC0001,61089,1953,82.7,94.9,52.4,24.2,131.8,1.6,23.7,55.9,17.7,49.3,36.4,35.6,606.2
IDCJAC0001,61089,1954,195.7,178.6,1.0,5.9,3.8,69.4,4.6,23.1,35.9,117.0,53.4,32.0,720.4
IDCJAC0001,61089,1955,100.9,417.4,18.3,52.3,46.8,26.2,10.0,60.3,22.1,127.6,110.0,43.5,1035.4
IDCJAC0001,61089,1956,98.3,179.4,97.9,50.2,104.2,83.0,46.0,26.3,11.7,65.3,6.1,48.9,817.3
IDCJAC0001,61089,1957,26.9,67.1,20.3,48.6,0.0,22.2,18.7,46.1,9.4,2.6,9.1,60.2,331.2
IDCJAC0001,61089,1958,119.1,184.7,13.4,26.8,42.7,31.6,11.1,25.0,80.3,67.4,25.2,69.7,697.0
IDCJAC0001,61089,1959,77.4,111.5,63.8,22.3,8.2,48.7,27.0,30.1,26.2,107.4,47.0,87.0,656.6
IDCJAC0001,61089,1960,40.4,78.3,31.2,34.6,21.2,27.1,49.5,40.0,56.7,66.7,45.7,145.2,636.6
IDCJAC0001,61089,1961,74.9,48.0,62.8,22.9,6.0,31.8,38.4,77.0,5.0,30.4,182.4,101.1,680.7
IDCJAC0001,61089,1962,107.8,76.5,9.2,78.9,155.0,6.4,22.6,44.9,32.8,106.0,20.8,81.6,742.5
IDCJAC0001,61089,1963,200.1,32.3,132.6,42.9,118.6,62.8,26.6,85.3,47.6,22.2,58.7,97.2,926.9
IDCJAC0001,61089,1964,59.0,9.4,46.5,188.2,46.0,90.8,29.5,13.9,46.7,66.7,3.3,21.1,621.1
IDCJAC0001,61089,1965,15.6,4.4,10.2,34.5,10.4,13.6,53.4,31.1,26.9,53.0,12.4,83.6,349.1
IDCJAC0001,61089,1966,14.2,24.9,43.0,12.7,19.2,44.9,9.5,49.8,27.3,106.2,116.9,62.5,531.1
