Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,66059,2004,null,null,null,null,null,null,null,null,12.6,284.8,70.4,101.0,null
IDCJAC0001,66059,2005,71.4,138.6,150.0,40.2,90.0,97.0,76.4,2.6,34.8,61.0,114.2,27.0,903.2
IDCJAC0001,66059,2006,111.6,76.8,30.2,6.4,43.2,113.4,67.2,45.4,139.4,18.4,56.2,54.4,762.6
IDCJAC0001,66059,2007,49.6,112.0,68.0,137.0,16.2,361.8,42.0,116.2,37.0,33.0,169.0,160.4,1302.2
IDCJAC0001,66059,2008,110.2,280.6,58.4,136.4,3.4,120.4,70.0,54.8,104.2,76.4,80.8,74.6,1170.2
IDCJAC0001,66059,2009,70.0,114.4,117.6,151.4,182.8,27.0,63.8,6.4,9.2,128.6,19.0,78.2,968.4
IDCJAC0001,66059,2010,44.2,203.6,87.8,null,null,165.6,80.4,33.2,75.6,63.4,121.2,90.8,null
IDCJAC0001,66059,2011,46.4,56.0,302.2,147.4,27.6,53.8,210.6,61.0,118.0,61.8,183.2,136.2,1404.2
IDCJAC0001,66059,2012,167.8,239.0,214.4,210.8,42.8,205.8,16.6,15.4,30.2,29.8,56.2,48.4,1277.2
IDCJAC0001,66059,2013,217.0,116.6,92.2,171.4,null,145.8,11.8,15.0,51.6,23.2,256.4,33.6,null
IDCJAC0001,66059,2014,32.2,72.4,139.6,70.6,20.0,83.6,13.6,235.6,71.0,64.4,28.0,167.0,998.0
IDCJAC0001,66059,2015,187.6,49.2,66.0,360.2,91.2,89.2,15.0,36.2,83.4,43.2,142.8,19.6,1183.6
IDCJAC0001,66059,2016,88.4,28.2,98.0,47.4,6.6,318.0,94.6,71.8,46.4,31.8,33.4,65.2,929.8
IDCJAC0001,66059,2017,24.6,189.0,291.8,43.0,63.0,147.8,4.8,20.2,0.4,40.0,59.4,null,null
IDCJAC0001,66059,2018,null,115.4,149.2,34.4,26.8,90.8,5.4,2.6,42.6,249.2,125.2,124.6,null
IDCJAC0001,66059,2019,65.0,92.6,268.6,3.6,null,null,null,null,null,null,null,null,null
