Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,70263,1971,09,22.8,30,Y
IDCJAC0005,70263,1971,10,28.6,26,Y
IDCJAC0005,70263,1971,11,26.1,04,Y
IDCJAC0005,70263,1971,12,31.1,26,Y
IDCJAC0005,70263,1972,01,31.1,10,Y
IDCJAC0005,70263,1972,02,28.1,02,Y
IDCJAC0005,70263,1972,03,29.4,20,Y
IDCJAC0005,70263,1972,04,23.9,07,Y
IDCJAC0005,70263,1972,05,23.3,04,Y
IDCJAC0005,70263,1972,06,17.5,03,Y
IDCJAC0005,70263,1972,07,16.9,24,Y
IDCJAC0005,70263,1972,08,21.7,25,Y
IDCJAC0005,70263,1972,09,24.0,26,Y
IDCJAC0005,70263,1972,10,26.5,04,Y
IDCJAC0005,70263,1972,11,28.5,09,Y
IDCJAC0005,70263,1972,12,36.5,22,Y
IDCJAC0005,70263,1973,02,37.0,05,Y
IDCJAC0005,70263,1973,03,32.0,12,Y
IDCJAC0005,70263,1973,04,26.0,07,Y
IDCJAC0005,70263,1973,05,21.0,06,Y
IDCJAC0005,70263,1973,06,19.5,01,Y
IDCJAC0005,70263,1973,07,17.0,31,Y
IDCJAC0005,70263,1973,08,23.5,07,Y
IDCJAC0005,70263,1973,09,27.0,30,Y
IDCJAC0005,70263,1973,10,27.0,17,Y
IDCJAC0005,70263,1973,11,31.0,20,Y
IDCJAC0005,70263,1973,12,31.5,28,Y
IDCJAC0005,70263,1974,01,32.0,04,Y
IDCJAC0005,70263,1974,02,32.0,13,Y
IDCJAC0005,70263,1974,03,31.0,05,Y
IDCJAC0005,70263,1974,04,23.0,18,Y
IDCJAC0005,70263,1974,05,22.0,15,Y
IDCJAC0005,70263,1974,06,16.5,28,Y
IDCJAC0005,70263,1974,07,15.0,17,Y
IDCJAC0005,70263,1974,08,16.0,18,Y
IDCJAC0005,70263,1974,09,20.0,29,Y
IDCJAC0005,70263,1974,10,23.5,24,Y
IDCJAC0005,70263,1974,11,31.0,12,Y
IDCJAC0005,70263,1974,12,33.0,27,Y
IDCJAC0005,70263,1975,01,35.6,02,Y
IDCJAC0005,70263,1978,06,14.0,02,Y
IDCJAC0005,70263,1978,07,15.4,31,Y
IDCJAC0005,70263,1978,08,15.6,07,Y
IDCJAC0005,70263,1978,09,20.0,12,Y
IDCJAC0005,70263,1978,10,24.8,26,Y
IDCJAC0005,70263,1978,11,30.6,28,Y
IDCJAC0005,70263,1978,12,30.0,22,Y
IDCJAC0005,70263,1979,01,38.0,07,Y
IDCJAC0005,70263,1979,02,37.4,13,Y
IDCJAC0005,70263,1979,03,28.5,09,Y
IDCJAC0005,70263,1979,04,25.6,03,Y
IDCJAC0005,70263,1979,05,19.4,03,Y
IDCJAC0005,70263,1979,06,18.0,26,Y
IDCJAC0005,70263,1979,07,18.0,21,Y
IDCJAC0005,70263,1979,08,18.2,26,Y
IDCJAC0005,70263,1979,09,23.3,26,Y
IDCJAC0005,70263,1979,10,27.7,21,Y
IDCJAC0005,70263,1979,11,31.1,19,Y
IDCJAC0005,70263,1979,12,36.4,31,Y
IDCJAC0005,70263,1980,01,34.7,18,Y
IDCJAC0005,70263,1980,02,36.1,21,Y
IDCJAC0005,70263,1980,03,32.6,19,Y
IDCJAC0005,70263,1980,04,27.5,23,Y
IDCJAC0005,70263,1980,05,20.0,11,Y
