Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,53115,1995,05,1.8,29,Y
IDCJAC0008,53115,1995,06,0.6,22,Y
IDCJAC0008,53115,1995,07,-3.2,21,Y
IDCJAC0008,53115,1995,08,-3.8,10,Y
IDCJAC0008,53115,1995,09,-1.9,07,Y
IDCJAC0008,53115,1995,10,4.3,05,Y
IDCJAC0008,53115,1995,11,9.4,07,Y
IDCJAC0008,53115,1995,12,8.2,13,Y
IDCJAC0008,53115,1996,01,14.5,29,Y
IDCJAC0008,53115,1996,02,10.5,10,Y
IDCJAC0008,53115,1996,03,9.2,19,Y
IDCJAC0008,53115,1996,04,3.4,20,Y
IDCJAC0008,53115,1996,05,1.2,23,Y
IDCJAC0008,53115,1996,06,1.5,29,Y
IDCJAC0008,53115,1996,07,-2.1,17,Y
IDCJAC0008,53115,1996,08,-2.2,21,Y
IDCJAC0008,53115,1996,09,0.2,14,Y
IDCJAC0008,53115,1996,10,4.7,02,Y
IDCJAC0008,53115,1996,11,7.1,23,Y
IDCJAC0008,53115,1996,12,12.8,20,Y
IDCJAC0008,53115,1997,01,10.9,08,Y
IDCJAC0008,53115,1997,02,17.2,21,Y
IDCJAC0008,53115,1997,03,8.4,25,Y
IDCJAC0008,53115,1997,04,6.0,19,Y
IDCJAC0008,53115,1997,05,1.6,31,Y
IDCJAC0008,53115,1997,06,-3.4,29,Y
IDCJAC0008,53115,1997,07,-1.9,22,Y
IDCJAC0008,53115,1997,08,-3.3,26,Y
IDCJAC0008,53115,1997,09,3.1,09,Y
IDCJAC0008,53115,1997,10,6.3,22,Y
IDCJAC0008,53115,1997,11,10.1,19,Y
IDCJAC0008,53115,1997,12,14.3,11,Y
IDCJAC0008,53115,1998,01,15.0,28,Y
IDCJAC0008,53115,1998,02,12.7,22,Y
IDCJAC0008,53115,1998,03,10.5,30,Y
IDCJAC0008,53115,1998,04,6.8,28,Y
IDCJAC0008,53115,1998,05,1.4,10,Y
IDCJAC0008,53115,1998,06,0.4,25,Y
IDCJAC0008,53115,1998,07,-0.2,15,Y
IDCJAC0008,53115,1998,08,1.0,01,Y
IDCJAC0008,53115,1998,09,4.2,17,Y
IDCJAC0008,53115,1998,10,4.1,28,Y
IDCJAC0008,53115,1998,11,7.3,03,Y
IDCJAC0008,53115,1998,12,10.9,28,Y
IDCJAC0008,53115,1999,01,16.9,23,Y
IDCJAC0008,53115,1999,02,10.3,19,Y
IDCJAC0008,53115,1999,03,7.8,29,Y
IDCJAC0008,53115,1999,04,1.2,28,Y
IDCJAC0008,53115,1999,05,2.1,17,Y
IDCJAC0008,53115,1999,06,0.5,12,Y
IDCJAC0008,53115,1999,07,1.3,03,Y
IDCJAC0008,53115,1999,08,-1.3,16,Y
IDCJAC0008,53115,1999,09,2.1,12,Y
IDCJAC0008,53115,1999,10,6.9,21,Y
IDCJAC0008,53115,1999,11,6.2,10,Y
IDCJAC0008,53115,1999,12,10.3,13,Y
IDCJAC0008,53115,2000,01,12.3,24,Y
IDCJAC0008,53115,2000,02,14.4,16,Y
IDCJAC0008,53115,2000,03,15.1,26,Y
IDCJAC0008,53115,2000,04,6.6,20,Y
IDCJAC0008,53115,2000,05,0.4,30,Y
IDCJAC0008,53115,2000,06,-2.5,07,Y
IDCJAC0008,53115,2000,07,-1.3,29,Y
IDCJAC0008,53115,2000,08,-2.3,17,Y
IDCJAC0008,53115,2000,09,1.2,03,Y
IDCJAC0008,53115,2000,10,5.6,04,Y
IDCJAC0008,53115,2000,11,11.8,01,Y
IDCJAC0008,53115,2000,12,10.9,02,Y
IDCJAC0008,53115,2001,01,14.8,02,Y
IDCJAC0008,53115,2001,02,14.3,17,Y
IDCJAC0008,53115,2001,03,9.8,19,Y
IDCJAC0008,53115,2001,04,5.3,23,Y
IDCJAC0008,53115,2001,05,0.2,25,Y
IDCJAC0008,53115,2001,06,0.1,16,Y
IDCJAC0008,53115,2001,07,-0.2,10,Y
IDCJAC0008,53115,2001,08,-0.4,18,Y
IDCJAC0008,53115,2001,09,2.9,03,Y
IDCJAC0008,53115,2001,10,3.7,20,Y
IDCJAC0008,53115,2001,11,6.7,13,Y
IDCJAC0008,53115,2001,12,10.6,27,Y
IDCJAC0008,53115,2002,01,11.0,14,Y
IDCJAC0008,53115,2002,02,13.7,09,Y
IDCJAC0008,53115,2002,03,13.1,02,Y
IDCJAC0008,53115,2002,04,9.6,20,Y
IDCJAC0008,53115,2002,05,0.0,31,Y
