Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0005,40043,1910,30.0,20,28.9,21,30.8,08,26.1,10,26.1,03,23.9,14,22.8,30,23.9,25,25.0,28,25.6,25,26.7,23,31.7,14,31.7
IDCJAC0005,40043,1911,29.4,21,28.9,15,30.0,19,28.9,25,25.0,16,23.5,17,25.3,09,22.7,15,24.7,27,26.7,13,27.8,30,29.7,25,30.0
IDCJAC0005,40043,1912,30.6,29,30.2,27,30.0,01,30.2,01,26.1,03,23.3,18,23.1,28,22.8,18,26.4,03,25.3,30,26.8,18,28.3,20,30.6
IDCJAC0005,40043,1913,28.1,20,28.6,19,28.9,18,27.2,08,23.9,23,21.7,06,22.8,16,23.7,28,24.1,26,26.8,29,31.2,26,30.6,15,31.2
IDCJAC0005,40043,1914,29.0,17,29.4,11,27.8,27,28.9,03,28.9,01,22.2,15,20.8,25,23.6,19,25.3,20,25.0,31,27.3,22,28.3,29,29.4
IDCJAC0005,40043,1915,29.4,21,29.4,05,27.8,13,28.1,14,25.3,08,23.3,06,22.8,21,23.3,07,24.9,30,28.9,25,29.2,29,28.6,07,29.4
IDCJAC0005,40043,1916,29.7,20,30.0,22,29.4,16,27.8,11,25.0,03,23.9,14,22.3,07,22.8,10,23.4,17,24.9,09,29.1,26,27.8,23,30.0
IDCJAC0005,40043,1917,28.9,17,27.9,27,27.0,10,26.6,01,23.4,06,22.3,06,24.7,26,22.4,31,22.9,09,25.8,29,28.4,27,27.6,29,28.9
IDCJAC0005,40043,1918,27.6,15,27.9,04,27.2,07,25.7,04,23.7,14,22.2,19,20.9,07,21.9,19,23.3,23,30.0,28,28.1,25,28.9,12,30.0
IDCJAC0005,40043,1919,30.2,10,30.4,16,32.8,04,27.3,01,25.9,01,23.3,12,22.0,13,22.1,09,23.3,04,25.2,10,26.2,16,28.1,18,32.8
IDCJAC0005,40043,1920,27.3,02,27.2,01,27.8,01,25.7,08,26.4,16,22.8,01,22.5,01,21.3,31,23.9,22,25.1,29,27.2,26,29.0,31,29.0
IDCJAC0005,40043,1921,29.0,03,27.8,27,27.2,04,26.3,08,23.4,03,23.3,01,22.1,14,20.2,12,23.9,24,27.2,15,27.5,28,31.1,24,31.1
IDCJAC0005,40043,1922,32.2,26,28.9,24,30.3,26,28.3,06,25.0,06,22.9,27,22.7,17,21.3,29,22.5,25,28.3,27,27.2,29,31.6,22,32.2
IDCJAC0005,40043,1923,31.1,28,28.6,20,29.9,01,25.4,30,25.9,01,23.3,03,21.6,16,20.7,28,24.4,12,27.2,11,26.7,15,28.7,20,31.1
IDCJAC0005,40043,1924,31.9,12,31.1,20,28.3,06,27.8,10,24.3,06,24.0,01,21.2,05,22.8,22,25.0,15,27.1,22,27.7,24,28.0,30,31.9
IDCJAC0005,40043,1925,28.0,15,30.9,21,27.2,01,26.6,10,25.3,24,22.2,21,21.1,30,22.4,05,23.8,24,25.0,29,26.1,12,27.8,21,30.9
IDCJAC0005,40043,1926,28.3,31,29.7,14,28.3,15,27.4,09,25.9,01,24.0,06,22.3,12,24.0,31,24.4,25,25.0,07,26.9,29,27.8,23,29.7
IDCJAC0005,40043,1927,30.2,01,28.3,06,28.3,15,25.6,10,25.0,16,22.7,06,21.9,13,24.4,01,23.1,24,25.6,22,26.9,24,,,
IDCJAC0005,40043,1928,28.3,29,28.3,03,26.8,03,26.8,03,24.0,10,21.8,05,22.8,14,26.3,25,28.9,23,28.9,28,26.7,18,28.3,31,28.9
IDCJAC0005,40043,1929,30.6,17,31.1,15,31.1,03,26.7,23,23.9,07,21.7,18,21.1,05,21.7,22,23.9,22,26.7,29,28.3,04,28.3,29,31.1
IDCJAC0005,40043,1930,30.0,14,28.3,23,27.8,19,25.6,25,23.3,12,22.2,01,21.7,18,24.4,30,25.0,10,25.0,22,30.9,14,27.2,30,30.9
IDCJAC0005,40043,1931,32.8,03,27.8,02,27.8,10,26.7,02,25.0,05,22.8,12,22.2,26,23.3,22,23.3,15,23.9,17,25.8,17,27.8,19,32.8
IDCJAC0005,40043,1932,29.8,13,29.4,17,29.1,12,27.2,10,23.2,08,21.9,07,21.1,23,23.1,31,23.3,13,23.9,27,26.8,30,28.3,31,29.8
IDCJAC0005,40043,1933,29.4,16,27.9,27,27.8,25,26.8,06,24.4,01,21.7,22,21.7,13,21.2,17,24.4,20,25.2,03,25.4,26,28.9,15,29.4
IDCJAC0005,40043,1934,30.6,10,28.8,03,27.1,10,26.0,07,23.3,11,22.2,01,21.8,17,21.8,29,23.3,29,24.0,28,26.7,25,30.4,31,30.6
IDCJAC0005,40043,1935,28.3,29,29.4,12,27.6,15,25.6,08,23.2,08,23.3,09,20.7,19,22.8,14,24.4,01,29.4,23,26.3,16,27.8,25,29.4
IDCJAC0005,40043,1936,28.9,24,28.9,24,28.3,02,26.2,03,23.3,13,23.3,05,21.6,03,23.9,28,27.8,21,26.8,29,30.0,17,28.2,26,30.0
IDCJAC0005,40043,1937,30.1,23,32.9,21,27.4,28,26.1,01,24.9,01,20.4,13,22.2,31,21.7,01,23.3,05,25.4,28,26.6,16,27.8,27,32.9
IDCJAC0005,40043,1938,28.2,11,31.0,26,28.4,18,29.0,01,24.2,04,22.9,08,22.8,21,23.3,28,27.2,16,27.2,26,26.6,23,29.4,29,31.0
IDCJAC0005,40043,1939,30.0,20,29.4,22,28.3,01,26.4,05,23.6,19,21.8,18,21.7,18,24.6,28,23.3,11,24.4,31,26.9,29,27.7,26,30.0
