Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,39128,1959,06,24.4,21,Y
IDCJAC0005,39128,1959,07,23.3,01,Y
IDCJAC0005,39128,1959,08,27.2,13,Y
IDCJAC0005,39128,1959,09,28.9,30,Y
IDCJAC0005,39128,1959,10,30.5,21,Y
IDCJAC0005,39128,1959,11,29.4,15,Y
IDCJAC0005,39128,1959,12,32.4,13,Y
IDCJAC0005,39128,1960,01,31.7,05,Y
IDCJAC0005,39128,1960,02,32.9,07,Y
IDCJAC0005,39128,1960,03,33.1,08,Y
IDCJAC0005,39128,1960,04,30.6,22,Y
IDCJAC0005,39128,1960,05,27.4,29,Y
IDCJAC0005,39128,1960,06,25.6,10,Y
IDCJAC0005,39128,1960,07,24.6,23,Y
IDCJAC0005,39128,1960,08,24.4,31,Y
IDCJAC0005,39128,1960,09,30.4,18,Y
IDCJAC0005,39128,1960,10,32.4,01,Y
IDCJAC0005,39128,1960,11,31.1,06,Y
IDCJAC0005,39128,1960,12,34.8,05,Y
IDCJAC0005,39128,1961,01,30.6,31,Y
IDCJAC0005,39128,1961,02,33.2,21,Y
IDCJAC0005,39128,1961,03,30.7,23,Y
IDCJAC0005,39128,1961,04,30.4,17,Y
IDCJAC0005,39128,1961,05,25.6,14,Y
IDCJAC0005,39128,1961,06,24.9,06,Y
IDCJAC0005,39128,1961,07,27.1,30,Y
IDCJAC0005,39128,1961,08,27.5,31,Y
IDCJAC0005,39128,1961,09,28.9,26,Y
IDCJAC0005,39128,1961,10,29.6,26,Y
IDCJAC0005,39128,1961,11,29.7,19,Y
IDCJAC0005,39128,1961,12,33.9,27,Y
IDCJAC0005,39128,1962,01,32.5,21,Y
IDCJAC0005,39128,1962,02,32.9,15,Y
IDCJAC0005,39128,1962,03,32.8,02,Y
IDCJAC0005,39128,1962,04,28.3,09,Y
IDCJAC0005,39128,1962,05,27.2,17,Y
IDCJAC0005,39128,1962,06,28.8,02,Y
IDCJAC0005,39128,1962,07,23.7,24,Y
IDCJAC0005,39128,1962,08,28.3,31,Y
IDCJAC0005,39128,1962,09,29.0,19,Y
IDCJAC0005,39128,1962,10,33.4,21,Y
IDCJAC0005,39128,1962,11,31.9,02,Y
IDCJAC0005,39128,1962,12,31.0,12,Y
IDCJAC0005,39128,1963,01,32.8,06,Y
IDCJAC0005,39128,1963,02,32.9,08,Y
IDCJAC0005,39128,1963,03,30.8,11,Y
IDCJAC0005,39128,1963,04,29.1,29,Y
IDCJAC0005,39128,1963,05,27.7,07,Y
IDCJAC0005,39128,1963,06,28.4,02,Y
IDCJAC0005,39128,1963,07,26.1,29,Y
IDCJAC0005,39128,1963,08,26.7,06,Y
IDCJAC0005,39128,1963,09,29.4,17,Y
IDCJAC0005,39128,1963,10,28.8,02,Y
IDCJAC0005,39128,1963,11,30.3,08,Y
IDCJAC0005,39128,1963,12,31.7,28,Y
IDCJAC0005,39128,1964,01,32.6,21,Y
IDCJAC0005,39128,1964,02,34.2,12,Y
IDCJAC0005,39128,1964,03,31.0,03,Y
IDCJAC0005,39128,1964,04,29.4,09,Y
IDCJAC0005,39128,1964,05,28.9,03,Y
IDCJAC0005,39128,1964,06,25.1,20,Y
IDCJAC0005,39128,1964,07,29.0,14,Y
IDCJAC0005,39128,1964,08,27.9,06,Y
IDCJAC0005,39128,1964,09,29.0,23,Y
IDCJAC0005,39128,1964,10,31.1,24,Y
IDCJAC0005,39128,1964,11,34.9,20,Y
IDCJAC0005,39128,1964,12,36.7,17,Y
IDCJAC0005,39128,1965,01,31.5,03,Y
IDCJAC0005,39128,1965,02,31.5,04,Y
IDCJAC0005,39128,1965,03,35.3,14,Y
IDCJAC0005,39128,1965,04,30.6,23,Y
IDCJAC0005,39128,1965,05,28.2,15,Y
IDCJAC0005,39128,1965,06,25.4,22,Y
IDCJAC0005,39128,1965,07,25.1,22,Y
IDCJAC0005,39128,1965,08,26.1,24,Y
IDCJAC0005,39128,1965,09,28.9,29,Y
IDCJAC0005,39128,1965,10,28.6,31,Y
IDCJAC0005,39128,1965,11,33.2,17,Y
IDCJAC0005,39128,1965,12,30.5,31,Y
IDCJAC0005,39128,1966,01,32.3,31,Y
IDCJAC0005,39128,1966,02,33.3,26,Y
IDCJAC0005,39128,1966,03,33.1,31,Y
IDCJAC0005,39128,1966,04,30.1,09,Y
IDCJAC0005,39128,1966,05,26.0,11,Y
IDCJAC0005,39128,1966,06,23.4,16,Y
IDCJAC0005,39128,1966,07,24.9,03,Y
IDCJAC0005,39128,1966,08,25.0,05,Y
IDCJAC0005,39128,1966,09,30.4,25,Y
IDCJAC0005,39128,1966,10,27.1,31,Y
IDCJAC0005,39128,1966,11,32.2,12,Y
IDCJAC0005,39128,1966,12,30.7,21,Y
IDCJAC0005,39128,1967,01,35.7,30,Y
IDCJAC0005,39128,1967,02,31.2,21,Y
IDCJAC0005,39128,1967,03,31.7,19,Y
IDCJAC0005,39128,1967,04,31.4,06,Y
IDCJAC0005,39128,1967,05,25.7,08,Y
IDCJAC0005,39128,1967,06,24.6,15,Y
IDCJAC0005,39128,1967,07,24.4,01,Y
IDCJAC0005,39128,1967,08,25.4,25,Y
IDCJAC0005,39128,1967,09,28.4,12,Y
IDCJAC0005,39128,1967,10,32.1,29,Y
IDCJAC0005,39128,1967,11,32.7,24,Y
IDCJAC0005,39128,1967,12,36.1,31,Y
IDCJAC0005,39128,1968,01,34.6,01,Y
IDCJAC0005,39128,1968,02,33.1,09,Y
IDCJAC0005,39128,1968,03,31.2,05,Y
IDCJAC0005,39128,1968,04,30.1,09,Y
IDCJAC0005,39128,1968,05,29.6,03,Y
IDCJAC0005,39128,1968,06,24.8,28,Y
IDCJAC0005,39128,1968,07,24.8,04,Y
IDCJAC0005,39128,1968,08,27.9,29,Y
IDCJAC0005,39128,1968,09,29.3,25,Y
IDCJAC0005,39128,1968,10,33.3,25,Y
IDCJAC0005,39128,1968,11,34.4,12,Y
IDCJAC0005,39128,1968,12,31.1,30,Y
IDCJAC0005,39128,1969,01,33.8,06,Y
IDCJAC0005,39128,1969,02,33.7,10,Y
IDCJAC0005,39128,1969,03,30.5,20,Y
IDCJAC0005,39128,1969,04,31.1,01,Y
IDCJAC0005,39128,1969,05,26.9,05,Y
IDCJAC0005,39128,1969,06,24.4,13,Y
IDCJAC0005,39128,1969,07,24.9,05,Y
IDCJAC0005,39128,1969,08,25.7,14,Y
IDCJAC0005,39128,1969,09,27.0,14,Y
IDCJAC0005,39128,1969,10,27.3,31,Y
IDCJAC0005,39128,1969,11,31.0,20,Y
IDCJAC0005,39128,1969,12,34.4,03,Y
IDCJAC0005,39128,1970,01,33.9,06,Y
IDCJAC0005,39128,1970,02,32.4,20,Y
IDCJAC0005,39128,1970,03,32.4,24,Y
IDCJAC0005,39128,1970,04,29.7,04,Y
IDCJAC0005,39128,1970,05,27.3,16,Y
IDCJAC0005,39128,1970,06,27.0,16,Y
IDCJAC0005,39128,1970,07,25.2,31,Y
IDCJAC0005,39128,1970,08,26.5,29,Y
IDCJAC0005,39128,1970,09,29.8,24,Y
IDCJAC0005,39128,1970,10,31.6,21,Y
IDCJAC0005,39128,1970,11,30.2,13,Y
IDCJAC0005,39128,1970,12,31.3,13,Y
IDCJAC0005,39128,1971,01,33.1,04,Y
IDCJAC0005,39128,1990,07,25.7,27,Y
