,none,Date,min_temp,max_temp,rainfall,evap,sunshine,direction_max_wind_gust,speed_max_wind_gust,time_max_wind_gust,9am_temp,9am_hum,9am_cloud,9am_wind_dir,9am_wind_speed,9am_msl_press,3pm_temp,3pm_hum,3pm_cloud,3pm_wind_dir,3pm_wind_speed,3pm_msl_press
0,,2018-03-05,24.3,38.5,0.0,,,,,,31.5,35.0,4.0,SW,33.0,1007.4,,,,,,
1,,2018-03-06,21.8,36.8,0.0,,,,,,29.5,25.0,4.0,SE,37.0,1007.0,,,,,,
2,,2018-03-07,22.5,35.5,0.0,,,,,,28.3,62.0,7.0,SE,28.0,1004.7,,,,,,
3,,2018-03-08,24.3,33.3,0.0,,,,,,25.8,84.0,8.0,SE,15.0,1004.1,,,,,,
4,,2018-03-09,23.3,34.6,0.2,,,,,,25.1,88.0,8.0,S,15.0,1004.8,,,,,,
5,,2018-03-10,23.6,36.8,0.0,,,,,,28.0,74.0,6.0,E,15.0,1008.0,,,,,,
6,,2018-03-11,24.8,33.2,0.0,,,,,,27.2,77.0,7.0,E,15.0,1011.9,,,,,,
7,,2018-03-12,23.7,35.0,3.4,,,,,,28.2,67.0,5.0,E,33.0,1011.3,,,,,,
8,,2018-03-13,21.0,35.4,0.0,,,,,,27.8,68.0,0.0,NE,13.0,1011.4,,,,,,
9,,2018-03-14,19.4,36.6,0.0,,,,,,28.0,62.0,0.0,NW,15.0,1010.8,,,,,,
10,,2018-03-15,18.7,36.7,0.0,,,,,,27.8,58.0,1.0,E,6.0,1011.3,,,,,,
11,,2018-03-16,19.5,37.2,0.0,,,,,,28.8,46.0,0.0,NE,15.0,1010.2,,,,,,
12,,2018-03-17,21.0,36.2,0.0,,,,,,28.0,67.0,0.0,N,13.0,1011.3,,,,,,
13,,2018-03-18,24.5,36.7,0.0,,,,,,28.1,73.0,0.0,NE,15.0,1012.3,,,,,,
14,,2018-03-19,25.2,,0.0,,,,,,28.6,69.0,8.0,NE,13.0,1012.0,,,,,,
15,,2018-03-20,,37.8,0.0,,,,,,,,,,,,,,,,,
16,,2018-03-21,22.5,37.9,0.0,,,,,,29.3,63.0,0.0,SE,9.0,1008.4,,,,,,
17,,2018-03-22,23.6,36.1,0.0,,,,,,29.6,59.0,0.0,E,9.0,1007.9,,,,,,
18,,2018-03-23,21.6,37.9,0.8,,,,,,28.8,69.0,0.0,SE,6.0,1007.7,,,,,,
19,,2018-03-24,20.5,31.6,0.0,,,,,,21.6,84.0,0.0,E,6.0,1008.3,,,,,,
