,none,Date,min_temp,max_temp,rainfall,evap,sunshine,direction_max_wind_gust,speed_max_wind_gust,time_max_wind_gust,9am_temp,9am_hum,9am_cloud,9am_wind_dir,9am_wind_speed,9am_msl_press,3pm_temp,3pm_hum,3pm_cloud,3pm_wind_dir,3pm_wind_speed,3pm_msl_press
0,,2018-03-04,14.3,31.7,0.0,,,SE,43.0,12:44,20.6,53.0,,E,26,1018.0,30.7,23.0,,E,19,1014.5
1,,2018-03-05,17.5,34.3,0.0,,,ENE,44.0,09:05,25.0,43.0,,ENE,31,1017.4,32.8,31.0,,E,20,1013.3
2,,2018-03-06,22.1,37.3,0.0,,,NE,41.0,08:03,27.8,39.0,,NNE,28,1016.5,34.1,25.0,,ENE,9,1012.6
3,,2018-03-07,20.0,38.2,0.0,,,NNW,37.0,11:22,29.5,25.0,,N,22,1015.2,36.2,18.0,,NNW,19,1011.3
4,,2018-03-08,17.5,38.2,0.0,,,NW,39.0,11:57,27.6,39.0,,NNE,9,1014.7,36.6,13.0,,NNW,13,1010.7
5,,2018-03-09,16.3,35.2,0.0,,,ESE,56.0,22:45,24.1,55.0,,SSE,9,1016.7,34.4,21.0,,S,15,1013.6
6,,2018-03-10,16.7,29.3,0.0,,,SE,56.0,14:05,21.0,52.0,,SE,35,1023.6,28.1,37.0,,ESE,33,1020.7
7,,2018-03-11,16.2,32.7,0.0,,,E,50.0,15:36,21.1,51.0,,E,30,1027.0,32.1,27.0,,E,26,1021.8
8,,2018-03-12,17.7,33.9,0.0,,,E,44.0,10:50,22.4,54.0,,E,28,1025.7,33.2,27.0,,E,20,1019.8
9,,2018-03-13,21.4,37.5,0.0,,,ENE,35.0,07:56,27.1,42.0,,ENE,24,1020.2,36.2,21.0,,NNE,17,1014.8
10,,2018-03-14,21.7,36.7,0.0,,,SSW,43.0,14:45,31.4,25.0,,NW,22,1014.1,32.1,38.0,,SSW,31,1011.1
11,,2018-03-15,21.8,31.0,0.0,,,W,56.0,15:19,23.4,74.0,,W,19,1012.7,30.4,34.0,,WSW,30,1010.7
12,,2018-03-16,16.6,28.2,0.0,,,SW,35.0,21:25,20.7,64.0,,SE,17,1015.2,26.8,33.0,,SW,17,1012.1
13,,2018-03-17,9.6,27.5,0.0,,,SW,56.0,09:24,19.4,51.0,,SW,24,1016.8,26.7,30.0,,SW,26,1015.5
14,,2018-03-18,10.8,27.4,0.0,,,SE,35.0,09:32,16.5,44.0,,ESE,19,1024.1,26.8,19.0,,ESE,17,1020.5
15,,2018-03-19,11.8,31.2,0.0,,,E,39.0,14:58,20.5,47.0,,E,19,1023.5,30.5,22.0,,ESE,20,1019.2
16,,2018-03-20,17.0,33.5,0.0,,,ENE,50.0,16:48,24.5,41.0,,ENE,31,1021.1,32.5,20.0,,ENE,24,1015.0
17,,2018-03-21,22.5,36.6,0.0,,,NNE,48.0,11:21,27.7,33.0,,NE,35,1012.4,34.9,21.0,,NE,20,1007.6
18,,2018-03-22,22.1,36.7,0.0,,,W,44.0,14:45,28.0,39.0,,WNW,19,1008.6,36.4,19.0,,WSW,28,1007.1
19,,2018-03-23,17.0,30.2,0.0,,,ESE,43.0,22:57,21.1,60.0,,SE,24,1015.8,29.0,29.0,,ESE,22,1013.5
20,,2018-03-24,16.5,26.1,0.0,,,SE,54.0,16:47,18.8,61.0,,ESE,22,1016.7,25.0,39.0,,SE,31,1015.0
21,,2018-03-25,17.2,27.4,0.0,,,ENE,44.0,15:30,19.4,53.0,,ESE,19,1018.7,25.0,42.0,,ENE,28,1013.2
22,,2018-03-26,18.1,35.0,0.2,,,W,57.0,15:16,26.8,60.0,,NW,24,1009.1,33.5,35.0,,WNW,44,1005.0
23,,2018-03-27,16.9,26.0,0.0,,,S,30.0,06:29,18.8,67.0,,S,17,1015.4,24.7,37.0,,WSW,9,1014.0
24,,2018-03-28,7.8,28.4,0.0,,,SE,28.0,08:17,18.7,52.0,,ESE,15,1020.5,28.0,22.0,,SW,15,1017.6
25,,2018-03-29,11.5,30.9,0.0,,,SE,26.0,09:58,20.3,51.0,,ESE,13,1021.4,30.2,20.0,,S,13,1017.2
26,,2018-03-30,14.9,38.3,0.0,,,NE,39.0,12:12,22.1,51.0,,E,19,1015.4,37.8,19.0,,NW,15,1007.8
27,,2018-03-31,16.4,28.6,0.0,,,SSE,43.0,14:26,18.8,75.0,,SSE,19,1014.4,27.1,35.0,,SSE,26,1012.9
28,,2018-04-04,17.5,31.4,0.0,,,SSE,43.0,19:42,23.6,57.0,,SW,19,1016.1,30.9,37.0,,SSW,17,1013.5
29,,2018-04-05,17.1,25.8,0.0,,,SSE,39.0,12:42,18.7,74.0,,SE,17,1017.8,25.1,48.0,,S,19,1015.0
30,,2018-04-06,15.4,30.2,0.0,,,E,24.0,06:25,19.9,72.0,,SE,11,1016.9,28.3,35.0,,ESE,7,1013.2
31,,2018-04-07,14.4,28.7,0.0,,,W,48.0,14:11,20.4,74.0,,WSW,19,1014.7,28.2,34.0,,WSW,24,1011.8
32,,2018-04-08,9.8,27.9,0.0,,,WNW,35.0,16:19,18.0,72.0,,SSE,7,1016.7,27.0,32.0,,WNW,20,1012.5
33,,2018-04-09,10.4,26.8,0.0,,,W,43.0,10:39,19.2,58.0,,W,17,1016.4,26.1,28.0,,WSW,22,1014.9
34,,2018-04-10,13.0,24.8,0.0,,,WSW,46.0,14:57,17.1,59.0,,W,2,1020.0,22.9,35.0,,WSW,31,1017.0
35,,2018-04-11,5.7,24.3,0.0,,,SSW,35.0,12:54,15.8,59.0,,SE,2,1022.8,23.3,32.0,,S,9,1019.1
36,,2018-04-12,6.1,25.7,0.0,,,WSW,46.0,14:15,18.2,54.0,,NW,13,1019.7,22.2,54.0,,WSW,28,1016.7
37,,2018-04-13,7.6,24.8,0.0,,,SSE,31.0,09:55,17.3,60.0,,S,20,1023.3,23.9,32.0,,S,6,1020.4
38,,2018-04-14,7.4,24.4,0.0,,,E,26.0,09:18,16.4,62.0,,ESE,15,1024.4,23.7,34.0,,ESE,13,1020.7
39,,2018-04-15,6.9,27.6,0.0,,,E,28.0,08:43,17.2,66.0,,E,19,1022.1,27.3,24.0,,ENE,11,1017.9
40,,2018-04-16,12.9,32.6,0.0,,,N,35.0,13:18,20.0,47.0,,ENE,20,1019.0,30.7,14.0,,N,19,1015.1
41,,2018-04-17,13.7,28.3,0.0,,,W,35.0,14:23,20.2,75.0,,WNW,17,1018.0,27.5,35.0,,W,20,1015.9
42,,2018-04-18,10.0,23.4,1.0,,,SW,33.0,14:01,15.5,97.0,,W,9,1018.8,21.6,51.0,,WSW,24,1015.7
43,,2018-04-19,6.4,21.6,0.0,,,WSW,30.0,11:29,15.4,68.0,,ENE,9,1016.0,20.9,38.0,,WSW,15,1012.9
44,,2018-04-20,6.7,25.3,0.0,,,WNW,35.0,14:40,16.5,60.0,,NE,9,1016.7,24.5,29.0,,WNW,19,1014.0
45,,2018-04-21,5.7,28.9,0.0,,,W,59.0,20:07,18.9,47.0,,E,9,1017.1,27.1,26.0,,NNW,19,1013.6
46,,2018-04-22,15.5,25.5,1.6,,,W,65.0,14:59,20.2,71.0,,WSW,22,1012.6,18.8,86.0,,W,52,1010.8
47,,2018-04-23,12.8,23.8,4.0,,,WSW,33.0,10:08,17.7,81.0,,WSW,19,1017.4,22.6,47.0,,WSW,20,1016.4
48,,2018-04-24,7.3,23.1,0.0,,,SSW,35.0,14:31,15.9,74.0,,SE,4,1021.5,22.6,34.0,,SW,17,1018.6
49,,2018-04-25,6.1,24.8,0.0,,,ESE,30.0,12:27,16.1,62.0,,E,17,1022.1,23.9,33.0,,SE,20,1017.0
50,,2018-04-26,8.8,30.9,0.0,,,NNW,39.0,13:49,21.1,41.0,,NE,20,1016.5,28.8,28.0,,N,13,1012.7
51,,2018-04-27,15.7,26.9,0.0,,,SE,43.0,22:16,18.6,60.0,,SSE,19,1019.3,26.4,36.0,,SSE,20,1018.1
52,,2018-04-28,14.8,28.7,0.0,,,E,39.0,03:56,18.6,69.0,,ESE,24,1025.6,27.8,37.0,,E,17,1022.1
53,,2018-04-29,14.8,30.1,0.0,,,NNE,46.0,10:31,22.2,46.0,,NE,31,1024.8,29.4,19.0,,NNE,19,1019.8
54,,2018-04-30,14.0,31.4,0.0,,,N,48.0,10:37,23.0,44.0,,N,35,1016.9,31.3,19.0,,WNW,22,1011.8
55,,2018-05-04,1.4,21.9,0.0,,,NNW,28.0,13:12,12.4,50.0,,ESE,7,1028.1,20.9,22.0,,N,13,1023.9
56,,2018-05-05,2.4,27.6,0.0,,,N,46.0,10:30,17.1,30.0,,NE,11,1025.2,27.0,8.0,,N,26,1019.8
57,,2018-05-06,11.9,24.4,0.0,,,W,70.0,12:47,20.5,60.0,,NW,33,1017.2,21.1,56.0,,WSW,41,1018.1
58,,2018-05-07,4.6,21.0,0.0,,,E,28.0,14:01,14.2,69.0,,SE,7,1025.3,20.5,33.0,,ENE,9,1021.5
59,,2018-05-08,4.8,23.4,0.0,,,SE,31.0,23:46,13.9,59.0,, ,Calm,1021.7,22.9,26.0,,SSE,17,1019.8
60,,2018-05-09,7.1,23.9,0.0,,,ESE,41.0,11:17,15.1,67.0,,ESE,20,1027.3,23.2,31.0,,ESE,22,1024.4
61,,2018-05-10,11.4,23.7,0.0,,,ENE,50.0,11:00,15.6,70.0,,E,31,1028.8,23.6,36.0,,E,28,1023.5
62,,2018-05-11,12.9,28.6,0.0,,,NE,37.0,09:39,18.8,50.0,,ENE,22,1026.0,28.1,27.0,,NNE,15,1022.1
63,,2018-05-12,14.2,31.0,0.0,,,NNE,30.0,09:38,20.0,35.0,,NE,17,1025.3,30.5,19.0,,NNE,17,1022.1
