,none,Date,min_temp,max_temp,rainfall,evap,sunshine,direction_max_wind_gust,speed_max_wind_gust,time_max_wind_gust,9am_temp,9am_hum,9am_cloud,9am_wind_dir,9am_wind_speed,9am_msl_press,3pm_temp,3pm_hum,3pm_cloud,3pm_wind_dir,3pm_wind_speed,3pm_msl_press
0,,2018-03-05,20.8,31.2,0.0,9.0,6.4,,,,24.0,83.0,7.0,NE,15,,,,,,,
1,,2018-03-06,18.8,28.0,0.2,5.6,8.4,,,,21.0,78.0,1.0,SE,28,,,,,,,
2,,2018-03-07,18.3,28.6,0.0,5.2,8.4,,,,20.5,77.0,6.0,SE,19,,,,,,,
3,,2018-03-08,12.1,29.4,0.0,6.6,10.8,,,,18.2,80.0,3.0,SW,4,,,,,,,
4,,2018-03-09,13.0,29.0,0.0,6.8,10.8,,,,19.2,78.0,2.0,S,15,,,,,,,
5,,2018-03-10,13.2,30.3,0.0,7.2,9.0,,,,22.2,72.0,1.0,NE,11,,,,,,,
6,,2018-03-11,12.1,34.1,0.0,6.2,10.6,,,,18.0,81.0,0.0,SSW,15,,,,,,,
7,,2018-03-12,13.0,33.9,0.0,6.8,10.2,,,,18.7,77.0,2.0,S,11,,,,,,,
8,,2018-03-13,17.0,33.0,0.0,7.2,9.8,,,,21.3,59.0,1.0,SE,4,,,,,,,
9,,2018-03-14,19.7,33.0,0.0,6.4,10.2,,,,22.4,61.0,,NE,11,,,,,,,
10,,2018-03-15,18.2,34.4,0.0,6.2,9.0,,,,24.2,48.0,4.0,N,19,,,,,,,
11,,2018-03-16,16.4,35.8,0.0,7.6,9.0,,,,24.1,62.0,1.0,NE,11,,,,,,,
12,,2018-03-17,17.4,36.5,0.0,7.4,11.0,,,,21.2,72.0,1.0,SW,9,,,,,,,
13,,2018-03-18,18.0,39.0,0.0,8.4,8.5,,,,22.8,46.0,0.0,S,4,,,,,,,
14,,2018-03-19,,34.5,0.0,12.0,10.5,,,,21.5,47.0,,SSW,2,,,,,,,
15,,2018-03-20,12.1,34.0,0.0,8.0,8.0,,,,19.5,32.0,0.0,SSW,9,,,,,,,
16,,2018-03-21,,28.1,0.0,8.0,8.4,,,,22.0,54.0,,ESE,6,,,,,,,
17,,2018-03-22,16.2,23.2,1.0,6.6,1.0,,,,16.5,87.0,8.0,S,15,,,,,,,
18,,2018-03-23,16.3,27.4,1.0,3.4,7.5,,,,20.0,64.0,8.0,SE,15,,,,,,,
19,,2018-03-24,14.9,31.9,0.0,4.6,9.5,,,,18.5,76.0,0.0,SW,9,,,,,,,
20,,2018-03-25,15.5,32.0,0.0,4.4,7.5,,,,23.0,56.0,0.0,NNE,22,,,,,,,
21,,2018-03-26,16.0,22.5,5.0,6.4,10.3,,,,16.0,74.0,4.0,WSW,33,,,,,,,
22,,2018-03-27,7.1,29.1,0.0,6.0,10.0,,,,12.0,60.0,0.0,SW,19,,,,,,,
