,none,Date,min_temp,max_temp,rainfall,evap,sunshine,direction_max_wind_gust,speed_max_wind_gust,time_max_wind_gust,9am_temp,9am_hum,9am_cloud,9am_wind_dir,9am_wind_speed,9am_msl_press,3pm_temp,3pm_hum,3pm_cloud,3pm_wind_dir,3pm_wind_speed,3pm_msl_press
0,,2018-03-03,26.2,34.9,,,,ESE,63.0,22:34,31.3,69,,NNE,17,1007.7,31.7,65,,NW,30,1005.0
1,,2018-03-04,23.8,35.9,0.0,,,E,41.0,00:06,30.5,57,,SE,17,1009.7,34.0,47,,NW,24,1007.6
2,,2018-03-05,26.4,37.4,0.0,,,W,37.0,17:21,32.1,53,,ENE,9,1010.6,34.9,48,,NW,26,1007.4
3,,2018-03-06,27.4,38.2,0.0,,,NW,31.0,14:01,33.2,45,,SE,9,1010.4,33.9,52,,WNW,24,1007.5
4,,2018-03-07,27.0,37.6,0.0,,,WNW,35.0,16:16,32.5,61,,ENE,9,1009.4,36.6,39,,NNW,26,1005.8
5,,2018-03-08,26.7,39.7,0.0,,,NNW,41.0,14:39,34.6,23,,E,19,1008.4,35.9,32,,NNW,28,1005.0
6,,2018-03-09,,39.1,,,,,,,31.5,55,,SE,15,1008.6,36.4,37,,NNW,26,1005.2
7,,2018-03-10,23.5,42.1,0.0,,,NNE,33.0,12:22,32.8,43,,SE,13,1008.9,38.6,27,,NW,20,1006.1
8,,2018-03-11,28.2,38.7,0.0,,,NE,57.0,17:41,35.1,39,,E,31,1011.2,32.1,58,,N,20,1008.3
9,,2018-03-12,24.4,34.6,23.6,,,NNE,54.0,17:26,30.1,67,,ESE,17,1012.4,33.1,58,,N,33,1009.6
10,,2018-03-13,25.9,37.8,0.0,,,SSE,31.0,07:40,30.7,62,,SE,24,1013.0,36.0,44,,NW,26,1009.3
11,,2018-03-14,26.9,40.1,0.0,,,WNW,35.0,15:04,33.7,45,,S,20,1012.8,38.2,35,,WNW,28,1009.2
12,,2018-03-15,26.5,38.3,0.0,,,WNW,46.0,14:07,33.2,40,,SSW,22,1011.7,36.0,48,,WNW,31,1008.3
13,,2018-03-16,25.8,41.3,0.0,,,WSW,39.0,20:35,32.7,37,,SSW,26,1010.0,36.3,45,,WNW,28,1006.6
14,,2018-03-17,27.1,41.7,0.0,,,SSW,46.0,18:06,31.7,34,,S,28,1011.5,41.3,15,,S,24,1008.3
