,none,Date,min_temp,max_temp,rainfall,evap,sunshine,direction_max_wind_gust,speed_max_wind_gust,time_max_wind_gust,9am_temp,9am_hum,9am_cloud,9am_wind_dir,9am_wind_speed,9am_msl_press,3pm_temp,3pm_hum,3pm_cloud,3pm_wind_dir,3pm_wind_speed,3pm_msl_press
0,,2018-03-05,28.2,38.4,0.0,,,SW,74.0,18:02,32.8,35,,SE,35,1008.1,37.9,34,,NE,15,1004.3
1,,2018-03-06,21.1,35.5,18.0,,,ESE,31.0,22:19,27.8,59,,SSE,17,1010.5,34.5,38,,ENE,13,1006.4
2,,2018-03-07,24.2,36.1,0.2,,,ENE,44.0,08:53,29.5,30,,ENE,33,1008.9,35.3,21,,SE,15,1004.8
3,,2018-03-08,23.5,36.5,0.0,,,SE,39.0,07:45,29.5,25,,SE,28,1008.0,35.5,14,,ESE,13,1004.0
4,,2018-03-09,24.5,36.5,0.0,,,ESE,46.0,17:47,29.6,46,,ENE,28,1007.7,35.6,28,,ESE,20,1003.8
5,,2018-03-10,23.9,35.4,0.0,,,SE,46.0,19:44,29.6,55,,ENE,24,1008.8,35.1,33,,SE,28,1004.7
6,,2018-03-11,24.6,35.5,0.0,,,SE,52.0,19:51,27.9,61,,ESE,31,1012.0,34.5,39,,NNE,20,1007.8
7,,2018-03-12,,,35.8,,,,,,26.6,72,,ENE,19,1013.6,33.4,38,,E,24,1009.7
8,,2018-03-13,,,,,,,,,28.4,35,,SE,28,1013.0,35.5,22,,ENE,22,1009.1
9,,2018-03-14,,,,,,,,,29.7,29,,ESE,19,1012.0,37.5,15,,NNE,7,1008.1
10,,2018-03-15,,38.5,,,,ESE,50.0,15:29,31.8,32,,ESE,15,1010.7,37.4,15,,NE,13,1007.1
11,,2018-03-16,22.2,39.3,0.0,,,W,31.0,05:54,33.7,26,,S,15,1009.2,38.6,15,,N,6,1005.8
12,,2018-03-17,23.9,40.1,0.0,,,SW,41.0,08:39,34.0,27,,SW,24,1009.0,39.4,15,,SW,7,1006.5
13,,2018-03-18,27.1,40.2,0.0,,,SE,41.0,07:41,32.0,33,,ESE,24,1010.2,39.5,17,,SE,24,1006.9
14,,2018-03-19,25.3,39.1,0.0,,,SE,46.0,08:00,30.6,32,,ESE,30,1011.8,38.6,23,,ESE,22,1007.9
15,,2018-03-20,26.1,38.3,0.0,,,NNE,69.0,16:20,29.8,31,,SE,28,1011.4,37.6,29,,SE,9,1007.0
16,,2018-03-21,22.1,39.3,2.6,,,E,35.0,08:58,29.9,35,,ENE,24,1009.7,38.3,19,,NNE,17,1005.5
17,,2018-03-22,22.7,39.8,0.0,,,SE,33.0,15:27,32.3,31,,ESE,19,1007.7,39.1,16,,E,22,1004.2
18,,2018-03-23,22.5,40.9,0.0,,,ESE,48.0,15:40,33.0,27,,ESE,17,1008.4,40.1,15,,ESE,26,1004.6
19,,2018-03-24,22.1,40.1,0.0,,,E,33.0,13:07,32.6,27,,SE,13,1008.6,39.7,15,,E,19,1005.6
20,,2018-03-25,21.3,39.5,0.0,,,E,41.0,14:57,31.9,25,,S,19,1010.3,38.7,14,,E,22,1006.5
21,,2018-03-26,24.6,39.6,0.0,,,NNE,33.0,11:16,31.7,31,,NNE,24,1010.3,39.3,20,,ENE,11,1005.4
22,,2018-03-27,24.6,40.2,0.0,,,ENE,26.0,13:50,31.9,32,,NE,11,1008.9,39.1,19,,SSE,13,1005.5
23,,2018-03-28,23.8,40.2,0.0,,,SE,35.0,15:47,34.8,26,,NE,13,1009.8,39.6,17,,ESE,22,1006.3
24,,2018-03-29,22.2,40.0,0.0,,,E,43.0,12:44,32.4,26,,ESE,20,1010.3,39.1,15,,ESE,26,1006.9
25,,2018-03-30,24.7,38.3,0.0,,,ENE,33.0,13:08,30.4,37,,SE,17,1010.2,37.4,29,,E,22,1006.5
26,,2018-03-31,26.9,38.7,0.0,,,WSW,43.0,19:49,32.9,40,,WNW,6,1009.8,37.9,29,,E,15,1005.4
27,,2018-04-05,24.0,38.5,0.0,,,ENE,41.0,14:15,31.2,25,,N,20,1011.9,37.3,17,,ENE,24,1007.7
28,,2018-04-06,21.2,38.8,0.0,,,NNE,31.0,14:08,31.3,23,,ENE,19,1011.2,38.0,14,,ENE,15,1007.0
29,,2018-04-07,21.0,39.9,0.0,,,SSE,30.0,07:15,31.1,26,,NE,19,1011.1,38.9,12,,E,9,1007.4
30,,2018-04-08,22.7,38.4,0.0,,,N,33.0,12:06,30.7,55,,NW,13,1012.2,36.6,18,,NNE,7,1009.0
31,,2018-04-09,24.7,39.1,0.0,,,WNW,28.0,13:28,32.6,34,,SW,15,1013.8,38.1,15,,N,9,1010.2
32,,2018-04-10,24.3,39.2,0.0,,,WSW,35.0,12:21,34.1,25,,SW,17,1011.9,39.1,13,,NW,7,1007.5
33,,2018-04-11,22.7,37.4,0.0,,,NE,52.0,08:18,30.4,29,,NE,35,1012.1,36.7,20,,ESE,28,1008.2
34,,2018-04-12,22.0,36.7,0.0,,,SE,41.0,06:55,27.6,37,,SE,30,1012.6,36.2,20,,ENE,20,1008.9
35,,2018-04-13,21.4,36.7,0.0,,,SE,44.0,11:34,28.5,23,,E,28,1014.3,36.3,13,,SSE,22,1010.4
36,,2018-04-14,18.6,33.9,0.0,,,SE,48.0,09:14,24.8,28,,ESE,33,1016.3,33.5,13,,SE,24,1011.2
37,,2018-04-15,16.9,34.2,0.0,,,ENE,52.0,12:14,25.1,27,,E,31,1014.5,33.7,16,,ESE,19,1010.3
38,,2018-04-16,21.2,35.5,0.0,,,ENE,37.0,05:15,26.2,26,,NE,24,1013.4,34.6,18,,S,13,1010.2
39,,2018-04-17,20.5,37.5,0.0,,,SE,35.0,07:29,27.5,25,,SE,19,1013.6,36.7,15,,S,13,1010.2
40,,2018-04-18,22.2,36.9,0.0,,,E,35.0,12:59,28.1,25,,SE,20,1013.4,35.8,13,,NE,6,1008.9
41,,2018-04-19,19.1,36.3,0.0,,,E,30.0,12:19,27.4,26,,NE,11,1012.2,35.3,13,,SE,19,1009.0
42,,2018-04-20,21.5,37.2,0.0,,,SE,26.0,09:46,31.0,23,,SE,13,1013.3,36.4,15,,SSE,7,1009.8
