,none,Date,min_temp,max_temp,rainfall,evap,sunshine,direction_max_wind_gust,speed_max_wind_gust,time_max_wind_gust,9am_temp,9am_hum,9am_cloud,9am_wind_dir,9am_wind_speed,9am_msl_press,3pm_temp,3pm_hum,3pm_cloud,3pm_wind_dir,3pm_wind_speed,3pm_msl_press
0,,2018-03-03,,,,,,SSW,31.0,13:57,,,,SSW,17,,,,,SSW,26,
1,,2018-03-04,,,,,,E,35.0,15:19,,,,SSW,15,,,,,SW,13,
2,,2018-03-05,,,,,,E,28.0,10:48,,,,E,19,,,,,E,17,
3,,2018-03-06,,,,,,E,69.0,22:11,,,,E,13,,,,,SSW,17,
4,,2018-03-07,,,,,,E,78.0,03:05,,,,SSW,19,,,,,ESE,28,
5,,2018-03-08,,,,,,SSW,80.0,07:34,,,,SSW,15,,,,,SW,24,
6,,2018-03-09,,,,,,E,74.0,03:05,,,,ESE,31,,,,,E,41,
7,,2018-03-10,,,,,,E,69.0,21:24,,,,ESE,26,,,,,ESE,35,
8,,2018-03-11,,,,,,E,57.0,11:10,,,,ESE,31,,,,,E,31,
9,,2018-03-12,,,,,,E,39.0,23:14,,,,E,24,,,,,E,17,
10,,2018-03-13,,,,,,SSW,28.0,16:34,,,,WSW,6,,,,,WSW,15,
11,,2018-03-14,,,,,,NE,39.0,22:52,,,,ESE,22,,,,,E,24,
12,,2018-03-15,,,,,,ESE,44.0,17:46,,,,ESE,20,,,,,E,24,
13,,2018-03-16,,,,,,E,46.0,10:40,,,,ESE,19,,,,,E,28,
14,,2018-03-17,,,,,,E,28.0,00:27,,,,E,17,,,,,E,19,
15,,2018-03-18,,,,,,ENE,33.0,08:52,,,,E,20,,,,,ENE,19,
16,,2018-03-19,,,,,,NE,35.0,02:59,,,,ENE,13,,,,,E,24,
17,,2018-03-20,,,,,,E,43.0,19:20,,,,E,26,,,,,E,30,
18,,2018-03-21,,,,,,ESE,50.0,14:13,,,,ESE,30,,,,,ESE,31,
19,,2018-03-22,,,,,,ESE,70.0,17:55,,,,ESE,28,,,,,E,31,
20,,2018-03-23,,,,,,ESE,61.0,01:17,,,,E,41,,,,,ESE,37,
21,,2018-03-24,,,,,,E,39.0,00:56,,,,E,26,,,,,ENE,20,
22,,2018-03-25,,,,,,NNE,37.0,13:47,,,,NE,9,,,,,NNE,17,
23,,2018-03-26,,,,,,NNE,37.0,12:11,,,,NNE,17,,,,,NNE,11,
24,,2018-03-27,,,,,,ESE,52.0,21:47,,,,E,33,,,,,E,7,
25,,2018-03-28,,,,,,E,50.0,23:11,,,,ENE,28,,,,,ENE,22,
26,,2018-03-29,,,,,,E,39.0,05:35,,,,E,28,,,,,E,26,
27,,2018-03-30,,,,,,ENE,37.0,00:56,,,,ENE,22,,,,,ENE,19,
28,,2018-03-31,,,,,,ESE,31.0,09:54,,,,E,20,,,,,E,26,
29,,2018-04-03,,,,,,ENE,28.0,11:29,,,,ENE,19,,,,,E,17,
30,,2018-04-04,,,,,,E,26.0,07:24,,,,E,17,,,,,E,19,
31,,2018-04-05,,,,,,NE,48.0,18:50,,,,E,22,,,,,ENE,24,
32,,2018-04-06,,,,,,E,24.0,13:54,,,,E,15,,,,,E,15,
33,,2018-04-07,,,,,,E,31.0,14:09,,,,E,17,,,,,E,19,
34,,2018-04-08,,,,,,ENE,26.0,12:45,,,,E,17,,,,,E,17,
35,,2018-04-09,,,,,,WSW,28.0,22:32,,,,NW,11,,,,,W,13,
36,,2018-04-10,,,,,,S,70.0,12:50,,,,S,39,,,,,SSW,33,
37,,2018-04-11,,,,,,SE,59.0,23:32,,,,E,22,,,,,E,20,
38,,2018-04-12,,,,,,NW,33.0,13:54,,,,NNW,15,,,,,NW,24,
39,,2018-04-13,,,,,,WNW,61.0,11:35,,,,NW,33,,,,,NW,31,
40,,2018-04-14,,,,,,WNW,59.0,05:40,,,,NW,20,,,,,NW,22,
41,,2018-04-15,,,,,,NW,76.0,00:29,,,,NW,43,,,,,NW,41,
42,,2018-04-16,,,,,,W,37.0,01:40,,,,ENE,15,,,,,WSW,15,
43,,2018-04-17,,,,,,S,56.0,21:11,,,,W,15,,,,,WSW,19,
44,,2018-04-18,,,,,,E,46.0,08:41,,,,E,26,,,,,ESE,26,
45,,2018-04-19,,,,,,ESE,31.0,01:44,,,,E,22,,,,,ENE,20,
46,,2018-04-20,,,,,,NE,39.0,16:01,,,,ENE,20,,,,,ENE,20,
47,,2018-04-21,,,,,,E,31.0,21:08,,,,E,19,,,,,E,20,
48,,2018-04-22,,,,,,ENE,52.0,20:46,,,,E,31,,,,,E,30,
49,,2018-04-23,,,,,,ENE,59.0,00:06,,,,E,35,,,,,ENE,26,
50,,2018-04-24,,,,,,ENE,37.0,19:44,,,,E,17,,,,,E,24,
51,,2018-04-25,,,,,,ESE,85.0,04:19,,,,E,41,,,,,E,37,
52,,2018-04-26,,,,,,SW,26.0,13:58,,,,W,9,,,,,SSW,20,
53,,2018-04-27,,,,,,S,96.0,19:31,,,,SSE,28,,,,,S,43,
54,,2018-04-28,,,,,,SSW,87.0,08:18,,,,SSW,39,,,,,S,41,
55,,2018-04-29,,,,,,SSW,80.0,02:37,,,,S,28,,,,,S,33,
56,,2018-04-30,,,,,,SSW,74.0,03:52,,,,S,24,,,,,S,24,
57,,2018-05-03,,,,,,ESE,31.0,03:28,,,,N,9,,,,,ENE,17,
58,,2018-05-04,,,,,,NW,39.0,10:33,,,,NNE,13,,,,,NE,13,
59,,2018-05-05,,,,,,ESE,48.0,14:17,,,,SE,7,,,,,SE,28,
60,,2018-05-06,,,,,,E,48.0,07:24,,,,E,20,,,,,ESE,9,
61,,2018-05-07,,,,,,ENE,37.0,17:18,,,,ESE,24,,,,,E,24,
62,,2018-05-08,,,,,,ENE,48.0,21:11,,,,NE,13,,,,,E,19,
63,,2018-05-09,,,,,,ENE,69.0,08:39,,,,E,44,,,,,E,37,
64,,2018-05-10,,,,,,WSW,56.0,01:29,,,,W,35,,,,,W,22,
65,,2018-05-11,,,,,,NW,74.0,04:05,,,,NW,24,,,,,WNW,33,
66,,2018-05-12,,,,,,WNW,76.0,19:46,,,,WNW,35,,,,,NW,39,
67,,2018-05-13,,,,,,W,80.0,00:12,,,,W,33,,,,,SW,30,
68,,2018-05-14,,,,,,WSW,56.0,03:53,,,,SSW,28,,,,,SSW,33,
69,,2018-05-15,,,,,,SSW,56.0,15:13,,,,SSW,35,,,,,SW,39,
70,,2018-05-16,,,,,,S,54.0,20:26,,,,SSW,28,,,,,SSW,31,
71,,2018-05-17,,,,,,S,48.0,08:11,,,,SE,15,,,,,S,19,
72,,2018-05-18,,,,,,W,20.0,13:18,,,,SSW,4,,,,,WSW,13,
73,,2018-05-19,,,,,,WNW,41.0,07:29,,,,NW,19,,,,,SW,20,
74,,2018-05-20,,,,,,WSW,33.0,04:15,,,,WSW,26,,,,,WSW,24,
75,,2018-05-21,,,,,,SSW,57.0,20:16,,,,WSW,24,,,,,WSW,33,
76,,2018-05-22,,,,,,SW,67.0,04:30,,,,WSW,41,,,,,WSW,50,
77,,2018-05-23,,,,,,S,67.0,13:30,,,,SSW,48,,,,,S,39,
78,,2018-05-24,,,,,,SW,50.0,11:36,,,,WSW,19,,,,,SSW,30,
79,,2018-05-25,,,,,,SSW,72.0,18:33,,,,S,35,,,,,S,41,
80,,2018-05-26,,,,,,SSW,57.0,23:49,,,,SE,7,,,,,SSE,17,
81,,2018-05-27,,,,,,SSW,43.0,23:23,,,,S,17,,,,,SSE,9,
82,,2018-05-28,,,,,,S,50.0,00:31,,,,ESE,15,,,,,E,31,
83,,2018-05-29,,,,,,E,26.0,13:32,,,, ,Calm,,,,,E,17,
84,,2018-05-30,,,,,,NW,22.0,22:51,,,,WSW,6,,,,,WNW,13,
85,,2018-05-31,,,,,,SW,69.0,16:02,,,,WNW,19,,,,,SW,22,
86,,2018-06-03,,,,,,SSW,85.0,21:13,,,,S,41,,,,,S,44,
87,,2018-06-04,,,,,,S,57.0,00:45,,,,S,22,,,,,S,31,
88,,2018-06-05,,,,,,E,50.0,14:39,,,,S,15,,,,,ESE,19,
89,,2018-06-06,,,,,,E,70.0,15:58,,,,ESE,37,,,,,ESE,37,
90,,2018-06-07,,,,,,E,61.0,00:36,,,,ESE,26,,,,,ESE,28,
91,,2018-06-08,,,,,,ESE,41.0,06:56,,,,E,24,,,,,ESE,17,
92,,2018-06-09,,,,,,ENE,48.0,23:40,,,,E,6,,,,,NW,13,
93,,2018-06-10,,,,,,WSW,56.0,22:46,,,,W,19,,,,,SSW,31,
94,,2018-06-11,,,,,,SSW,63.0,15:04,,,,S,31,,,,,S,39,
95,,2018-06-12,,,,,,SSW,43.0,23:49,,,,SW,20,,,,,SW,22,
96,,2018-06-13,,,,,,NW,50.0,20:45,,,,NW,17,,,,,NW,20,
97,,2018-06-14,,,,,,W,57.0,01:13,,,,S,2,,,,,SW,2,
98,,2018-06-15,,,,,,NNW,48.0,22:46,,,,SW,26,,,,,W,17,
99,,2018-06-16,,,,,,W,57.0,02:31,,,,WSW,24,,,,,SW,17,
100,,2018-06-17,,,,,,W,78.0,21:37,,,,W,22,,,,,W,52,
101,,2018-06-18,,,,,,W,81.0,13:49,,,,WSW,28,,,,,W,39,
102,,2018-06-19,,,,,,SW,50.0,23:50,,,,S,20,,,,,S,28,
103,,2018-06-20,,,,,,SSW,70.0,08:14,,,,SSE,11,,,,,S,41,
104,,2018-06-21,,,,,,S,74.0,02:44,,,,S,30,,,,,S,31,
105,,2018-06-22,,,,,,SSW,54.0,02:14,,,,S,31,,,,,SSE,13,
106,,2018-06-23,,,,,,SSW,28.0,11:34,,,,SW,2,,,,,E,13,
107,,2018-06-24,,,,,,SW,48.0,19:45,,,,SW,19,,,,,SSW,31,
108,,2018-06-25,,,,,,SSW,46.0,02:02,,,,S,26,,,,,SSW,26,
109,,2018-06-26,,,,,,SSW,46.0,15:52,,,,S,17,,,,,S,24,
110,,2018-06-27,,,,,,ESE,46.0,13:34,,,,E,4,,,,,ESE,17,
111,,2018-06-28,,,,,,E,48.0,19:28,,,,ENE,17,,,,,ENE,24,
112,,2018-06-29,,,,,,N,65.0,08:07,,,,NE,17,,,,,E,17,
113,,2018-06-30,,,,,,NW,43.0,03:11,,,,WNW,17,,,,,NW,15,
114,,2018-07-03,,,,,,E,74.0,07:37,,,,E,56,,,,,E,50,
115,,2018-07-04,,,,,,E,61.0,23:59,,,,E,41,,,,,ENE,31,
116,,2018-07-05,,,,,,ENE,46.0,23:49,,,,ENE,22,,,,,E,11,
117,,2018-07-06,,,,,,NNW,48.0,23:18,,,,NNE,9,,,,,N,13,
118,,2018-07-07,,,,,,W,85.0,21:10,,,,NNW,35,,,,,NW,31,
119,,2018-07-08,,,,,,WSW,74.0,02:04,,,,SW,43,,,,,W,54,
120,,2018-07-09,,,,,,SW,65.0,09:21,,,,SW,44,,,,,SSW,37,
121,,2018-07-10,,,,,,S,44.0,00:38,,,,SE,15,,,,,SE,11,
122,,2018-07-11,,,,,,E,26.0,23:09,,,,E,11,,,,,ESE,13,
123,,2018-07-12,,,,,,ENE,50.0,19:16,,,,ENE,28,,,,,E,20,
124,,2018-07-13,,,,,,WSW,54.0,20:35,,,,NW,11,,,,,SW,24,
125,,2018-07-14,,,,,,SW,78.0,15:18,,,,WSW,54,,,,,WSW,54,
126,,2018-07-15,,,,,,SW,46.0,12:08,,,,WSW,20,,,,,WSW,17,
127,,2018-07-16,,,,,,WNW,67.0,19:50,,,,NNW,11,,,,,NW,20,
128,,2018-07-17,,,,,,WSW,57.0,00:19,,,,SSW,35,,,,,SW,28,
129,,2018-07-18,,,,,,W,41.0,10:50,,,,W,26,,,,,W,26,
130,,2018-07-19,,,,,,WNW,20.0,22:22,,,,NW,2,,,,,WSW,7,
131,,2018-07-20,,,,,,W,85.0,22:41,,,,NW,43,,,,,NW,30,
132,,2018-07-21,,,,,,SW,57.0,23:31,,,,WSW,37,,,,,WSW,33,
133,,2018-07-22,,,,,,SW,39.0,23:56,,,,SSW,20,,,,,S,20,
134,,2018-07-23,,,,,,SW,13.0,11:10,,,, ,Calm,,,,,SSW,7,
135,,2018-07-24,,,,,,NNW,41.0,05:01,,,,WNW,17,,,,,NW,22,
136,,2018-07-25,,,,,,NW,50.0,04:54,,,,NW,35,,,,,NW,33,
137,,2018-07-26,,,,,,SW,35.0,04:27,,,,SW,15,,,,,W,15,
138,,2018-07-27,,,,,,S,67.0,20:47,,,,WNW,20,,,,,NW,15,
139,,2018-07-28,,,,,,NW,50.0,02:35,,,,WNW,28,,,,,SSW,22,
140,,2018-07-29,,,,,,NNE,26.0,11:27,,,,NE,13,,,,,NNE,13,
141,,2018-07-30,,,,,,NW,57.0,04:14,,,,W,39,,,,,SSW,24,
142,,2018-07-31,,,,,,SSW,33.0,23:38,,,,W,17,,,,,W,15,
143,,2018-08-03,,,,,,ENE,30.0,23:10,,,,E,13,,,,,E,13,
144,,2018-08-04,,,,,,NW,56.0,12:02,,,,NNW,17,,,,,WSW,22,
145,,2018-08-05,,,,,,WSW,33.0,23:53,,,,WSW,17,,,,,W,13,
146,,2018-08-06,,,,,,WNW,52.0,22:47,,,,NE,7,,,,,NW,15,
147,,2018-08-07,,,,,,WNW,67.0,01:24,,,,SW,7,,,,,W,26,
148,,2018-08-08,,,,,,WSW,59.0,02:11,,,,S,13,,,,,WSW,9,
149,,2018-08-09,,,,,,SW,43.0,16:10,,,,ENE,4,,,,,NW,7,
150,,2018-08-10,,,,,,E,33.0,12:52,,,,SE,9,,,,,E,19,
151,,2018-08-11,,,,,,NNW,35.0,21:27,,,,ENE,22,,,,,N,11,
152,,2018-08-12,,,,,,WSW,81.0,20:30,,,,NW,24,,,,,WSW,39,
153,,2018-08-13,,,,,,SW,81.0,20:06,,,,SW,43,,,,,WSW,46,
154,,2018-08-14,,,,,,SW,61.0,23:44,,,,SW,43,,,,,SW,31,
155,,2018-08-15,,,,,,NW,50.0,22:18,,,,WNW,24,,,,,WNW,31,
156,,2018-08-16,,,,,,NW,54.0,08:44,,,,NW,37,,,,,WNW,24,
