,none,Date,min_temp,max_temp,rainfall,evap,sunshine,direction_max_wind_gust,speed_max_wind_gust,time_max_wind_gust,9am_temp,9am_hum,9am_cloud,9am_wind_dir,9am_wind_speed,9am_msl_press,3pm_temp,3pm_hum,3pm_cloud,3pm_wind_dir,3pm_wind_speed,3pm_msl_press
0,,2018-03-03,17.7,39.0,0.0,,,ESE,44.0,14:46,30.5,14,,E,15,1008.1,37.8,10,,SE,24.0,1004.3
1,,2018-03-04,22.4,37.5,0.0,,,ESE,44.0,12:56,30.0,15,,ESE,26,1011.2,36.2,14,,SE,26.0,1007.7
2,,2018-03-05,20.1,35.2,0.0,,,SE,56.0,13:52,27.5,26,,SE,28,1012.5,33.3,18,,SSE,30.0,1009.8
3,,2018-03-06,17.3,32.9,0.0,,,ESE,50.0,10:54,24.6,24,,ESE,28,1012.6,31.9,14,,SE,28.0,1008.6
4,,2018-03-07,15.7,34.5,0.0,,,E,54.0,19:45,26.1,17,,SE,22,1010.3,31.9,26,7.0,SE,24.0,1005.1
5,,2018-03-08,19.4,23.8,8.4,,,SE,48.0,01:27,22.1,92,7.0,E,22,1008.3,23.5,83,8.0,SE,24.0,1006.1
6,,2018-03-09,19.2,22.0,25.6,,,ESE,50.0,18:43,19.7,99,8.0,SE,24,1010.1,21.6,94,8.0,SE,26.0,1007.9
7,,2018-03-10,19.4,24.3,4.6,,,E,43.0,13:36,20.0,93,8.0,E,26,1013.8,23.8,79,8.0,ESE,26.0,1012.2
8,,2018-03-11,20.0,30.5,0.0,,,E,46.0,11:55,23.6,75,7.0,ESE,19,1017.1,29.5,37,1.0,ESE,28.0,1014.6
9,,2018-03-12,15.4,32.6,0.2,,,ENE,50.0,12:14,24.0,46,,E,6,1016.4,31.6,25,,SE,26.0,1013.3
10,,2018-03-13,15.5,33.5,0.0,,,ESE,46.0,14:34,25.7,32,,ESE,22,1016.0,32.3,16,,SE,28.0,1012.6
11,,2018-03-14,15.9,31.6,0.0,,,ESE,39.0,13:27,24.7,30,,E,13,1016.3,30.8,18,,ESE,17.0,1011.6
12,,2018-03-15,12.9,32.5,0.0,,,E,31.0,10:48,24.1,26,,ENE,11,1013.9,32.1,11,,ESE,15.0,1010.2
13,,2018-03-16,12.9,35.8,0.0,,,ESE,26.0,11:06,26.4,20,,NE,11,1012.9,34.0,11,,ESE,13.0,1008.8
14,,2018-03-17,16.9,37.6,0.0,,,N,33.0,10:36,30.4,20,,ENE,2,1012.0,36.9,10,,NE,11.0,1008.3
15,,2018-03-18,22.2,38.4,0.0,,,SSE,50.0,18:14,31.5,28,,NNW,20,1012.2,37.8,16,1.0,ENE,9.0,1009.8
16,,2018-03-19,19.9,33.5,0.0,,,ESE,37.0,13:46,25.3,31,,ESE,24,1017.2,32.6,22,,SSE,24.0,1013.6
17,,2018-03-20,16.3,32.8,0.0,,,SSE,41.0,17:03,24.1,28,,SE,26,1018.1,32.6,19,,SE,24.0,1012.9
18,,2018-03-21,16.6,34.0,0.0,,,ESE,48.0,10:23,24.5,34,,SE,19,1015.3,33.1,19,,SE,24.0,1009.7
