Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,59140,1997,01,9.0,23,Y
IDCJAC0008,59140,1997,02,8.7,05,Y
IDCJAC0008,59140,1997,03,9.0,27,Y
IDCJAC0008,59140,1997,04,5.5,28,Y
IDCJAC0008,59140,1997,05,4.5,14,Y
IDCJAC0008,59140,1997,06,-0.5,28,Y
IDCJAC0008,59140,1997,07,-0.4,22,Y
IDCJAC0008,59140,1997,08,-3.2,26,Y
IDCJAC0008,59140,1997,09,2.0,30,Y
IDCJAC0008,59140,1997,10,3.4,20,Y
IDCJAC0008,59140,1997,11,7.0,19,Y
IDCJAC0008,59140,1997,12,10.6,31,Y
IDCJAC0008,59140,1998,01,10.5,01,Y
IDCJAC0008,59140,1998,02,11.6,18,Y
IDCJAC0008,59140,1998,03,9.4,10,Y
IDCJAC0008,59140,1998,04,4.9,27,Y
IDCJAC0008,59140,1998,05,-0.5,11,Y
IDCJAC0008,59140,1998,06,-3.5,25,Y
IDCJAC0008,59140,1998,07,-3.0,10,Y
IDCJAC0008,59140,1998,08,-0.8,01,Y
IDCJAC0008,59140,1998,09,2.5,17,Y
IDCJAC0008,59140,1998,10,3.0,08,Y
IDCJAC0008,59140,1998,11,6.3,02,Y
IDCJAC0008,59140,1998,12,7.0,28,Y
IDCJAC0008,59140,1999,01,10.2,09,Y
IDCJAC0008,59140,1999,02,12.2,25,Y
IDCJAC0008,59140,1999,03,10.8,25,Y
IDCJAC0008,59140,1999,04,3.2,28,Y
IDCJAC0008,59140,1999,05,3.0,09,Y
IDCJAC0008,59140,1999,06,-2.5,17,Y
IDCJAC0008,59140,1999,07,-0.7,21,Y
IDCJAC0008,59140,1999,08,-0.6,14,Y
IDCJAC0008,59140,1999,09,1.2,20,Y
IDCJAC0008,59140,1999,10,0.0,25,Y
IDCJAC0008,59140,1999,11,3.9,12,Y
IDCJAC0008,59140,1999,12,7.5,19,Y
IDCJAC0008,59140,2000,01,10.4,01,Y
IDCJAC0008,59140,2000,02,9.4,17,Y
IDCJAC0008,59140,2000,03,11.9,04,Y
IDCJAC0008,59140,2000,04,5.5,23,Y
IDCJAC0008,59140,2000,05,-3.0,30,Y
IDCJAC0008,59140,2000,06,-2.2,07,Y
IDCJAC0008,59140,2000,07,-0.8,28,Y
IDCJAC0008,59140,2000,08,0.0,15,Y
IDCJAC0008,59140,2000,09,0.8,11,Y
IDCJAC0008,59140,2000,10,2.9,03,Y
IDCJAC0008,59140,2000,11,7.9,09,Y
IDCJAC0008,59140,2000,12,7.0,01,Y
IDCJAC0008,59140,2001,01,10.2,03,Y
IDCJAC0008,59140,2001,02,11.8,06,Y
IDCJAC0008,59140,2001,03,9.2,29,Y
IDCJAC0008,59140,2001,04,5.3,24,Y
IDCJAC0008,59140,2001,05,0.5,25,Y
IDCJAC0008,59140,2001,06,0.5,26,Y
IDCJAC0008,59140,2001,07,-1.4,08,Y
IDCJAC0008,59140,2001,08,-1.3,19,Y
IDCJAC0008,59140,2001,09,3.4,04,Y
IDCJAC0008,59140,2001,10,3.8,21,Y
IDCJAC0008,59140,2001,11,6.7,14,Y
