Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0005,63291,1991,,,,,,,,,,,,,,,,,,,,,,,34.8,27,
IDCJAC0005,63291,1992,32.5,20,31.0,22,29.9,15,25.9,01,20.9,06,16.6,01,17.2,28,18.4,17,22.6,23,23.7,16,26.1,20,30.2,31,32.5
IDCJAC0005,63291,1993,34.3,20,35.0,02,27.1,06,27.0,05,22.1,02,15.4,06,18.1,24,19.7,15,22.7,30,25.7,09,30.1,19,34.3,01,35.0
IDCJAC0005,63291,1994,34.2,12,33.2,08,26.6,04,26.0,01,23.5,01,17.2,06,17.8,06,20.6,28,23.3,04,28.8,17,32.4,12,36.5,21,36.5
IDCJAC0005,63291,1995,32.7,01,32.6,05,31.6,08,22.7,29,21.1,13,18.3,09,12.9,22,23.6,21,23.7,15,26.9,20,31.7,28,32.5,30,32.7
IDCJAC0005,63291,1996,36.7,31,31.7,19,29.2,14,27.8,07,22.2,11,18.5,03,14.0,04,18.0,14,23.5,17,25.7,11,27.8,26,31.8,25,36.7
IDCJAC0005,63291,1997,32.2,20,38.2,27,30.4,19,26.0,23,23.4,04,18.2,05,15.4,24,18.6,30,20.1,15,30.3,31,37.2,26,34.1,21,38.2
IDCJAC0005,63291,1998,34.2,04,33.3,26,35.1,13,28.7,06,19.2,14,17.1,02,14.4,04,17.5,31,24.5,30,26.6,18,25.9,16,32.4,12,35.1
IDCJAC0005,63291,1999,35.2,07,33.9,15,32.3,06,20.6,15,21.2,30,17.2,05,15.7,10,19.2,31,23.9,24,25.4,09,26.4,30,30.0,08,35.2
IDCJAC0005,63291,2000,36.1,19,32.9,04,32.1,03,24.6,03,22.7,01,14.6,21,17.0,25,16.6,07,26.5,29,27.4,07,30.1,28,33.5,21,36.1
IDCJAC0005,63291,2001,38.5,15,33.5,27,29.5,02,26.9,19,20.4,14,18.0,06,17.0,13,18.1,16,25.3,30,25.5,23,29.2,30,34.2,03,38.5
IDCJAC0005,63291,2002,33.2,21,30.0,02,34.0,19,26.3,10,21.3,07,16.8,07,17.5,28,19.9,11,24.8,24,30.0,30,34.2,25,35.3,17,35.3
IDCJAC0005,63291,2003,39.1,30,33.4,15,26.1,14,23.8,12,20.3,07,17.6,03,16.9,23,17.7,30,26.8,22,24.8,25,31.7,16,34.2,26,39.1
IDCJAC0005,63291,2004,37.0,05,40.7,15,33.1,09,29.7,15,20.9,07,17.1,09,16.1,04,21.4,27,25.3,28,29.0,14,36.7,30,32.2,19,40.7
IDCJAC0005,63291,2005,37.6,14,34.2,01,32.6,02,29.2,03,22.3,10,19.4,10,16.3,31,18.7,26,23.6,23,25.8,29,27.7,22,36.8,31,37.6
IDCJAC0005,63291,2006,36.3,01,37.5,02,30.7,14,26.9,12,19.2,19,16.7,20,16.2,11,21.1,31,26.9,24,30.6,14,34.5,26,34.4,11,37.5
IDCJAC0005,63291,2007,38.5,12,35.5,06,32.2,04,25.2,15,22.8,03,15.1,06,16.0,26,21.2,30,23.1,26,28.9,03,29.5,21,30.4,30,38.5
IDCJAC0005,63291,2008,33.8,13,31.0,22,33.2,15,24.3,02,21.1,09,17.3,17,17.5,14,17.0,26,25.7,13,28.2,31,30.5,14,29.7,26,33.8
IDCJAC0005,63291,2009,35.8,31,38.3,08,30.6,24,27.2,03,19.2,09,16.7,03,17.8,22,22.5,23,26.4,17,29.0,22,38.8,20,36.5,17,38.8
IDCJAC0005,63291,2010,35.9,12,30.1,10,29.9,28,25.0,23,21.3,04,15.9,02,15.7,12,16.7,19,22.2,02,24.9,30,27.3,12,32.4,31,35.9
IDCJAC0005,63291,2011,35.7,26,35.0,04,28.1,13,24.8,01,20.9,01,15.4,27,15.5,29,21.5,03,25.6,18,26.5,23,31.0,15,29.1,25,35.7
IDCJAC0005,63291,2012,32.1,03,28.8,24,27.0,16,28.1,04,22.8,09,17.5,15,18.0,13,20.8,23,26.4,28,28.5,19,36.6,30,34.5,24,36.6
IDCJAC0005,63291,2013,40.1,18,32.7,09,28.3,27,26.9,15,24.3,01,16.0,27,17.9,17,21.3,30,26.3,25,30.3,21,32.2,08,37.2,21,40.1
IDCJAC0005,63291,2014,38.7,29,38.3,01,26.9,19,26.2,03,20.9,26,16.2,05,17.6,31,16.8,31,26.8,30,30.9,31,38.8,23,32.8,16,38.8
IDCJAC0005,63291,2015,33.1,01,33.0,08,33.1,20,26.0,15,21.7,03,16.5,24,15.1,31,22.3,22,23.5,30,31.2,06,34.0,20,35.5,19,35.5
IDCJAC0005,63291,2016,37.2,13,35.6,25,34.5,03,30.3,06,22.7,06,15.8,15,18.1,22,18.4,30,19.1,24,25.8,27,31.1,30,34.6,30,37.2
IDCJAC0005,63291,2017,39.4,13,42.1,11,32.0,12,23.7,18,20.0,01,18.1,14,21.0,30,20.8,15,30.6,23,28.5,19,30.1,26,36.0,24,42.1
IDCJAC0005,63291,2018,38.8,07,37.4,09,33.7,18,30.6,11,24.0,03,16.1,07,19.2,05,19.6,11,25.8,15,29.9,31,31.5,02,35.6,28,38.8
IDCJAC0005,63291,2019,38.1,16,32.8,04,32.9,05,28.1,08,,,,,,,,,,,,,,,,,
