Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,86068,1999,null,null,null,null,null,null,null,null,null,null,null,104.4,null
IDCJAC0001,86068,2000,50.0,37.0,21.4,35.8,144.0,54.2,63.8,56.8,92.0,137.8,73.4,68.0,834.2
IDCJAC0001,86068,2001,21.2,31.6,77.8,131.6,24.2,68.2,22.8,71.6,48.8,95.2,69.4,45.2,707.6
IDCJAC0001,86068,2002,59.2,60.0,31.6,57.6,55.2,49.4,32.4,31.8,50.0,51.6,27.2,20.8,526.8
IDCJAC0001,86068,2003,14.2,17.4,33.8,60.0,21.6,42.4,74.6,57.6,33.6,83.8,26.6,143.2,608.8
IDCJAC0001,86068,2004,44.8,13.6,13.0,63.0,39.0,43.4,35.0,110.8,71.6,61.4,144.6,47.0,687.2
IDCJAC0001,86068,2005,28.4,156.2,14.0,26.4,20.4,47.4,29.2,74.0,60.4,79.8,null,42.4,null
IDCJAC0001,86068,2006,60.6,62.8,18.8,62.4,74.2,17.8,52.0,39.4,33.8,11.0,46.6,28.4,507.8
IDCJAC0001,86068,2007,31.8,20.6,53.6,20.0,52.4,58.2,70.0,19.8,18.4,20.0,72.6,86.2,523.6
IDCJAC0001,86068,2008,30.4,32.8,55.0,21.2,51.8,36.8,60.4,63.0,21.8,19.8,90.6,89.4,573.0
IDCJAC0001,86068,2009,0.8,3.6,68.2,63.6,15.0,62.2,50.4,45.6,108.0,27.2,117.4,45.0,607.0
IDCJAC0001,86068,2010,71.8,33.6,70.0,38.2,45.0,79.6,41.2,84.0,52.4,148.6,110.6,109.2,884.2
IDCJAC0001,86068,2011,108.8,138.0,68.2,119.6,73.0,46.2,56.0,28.2,82.6,82.2,163.0,108.8,1074.6
IDCJAC0001,86068,2012,44.0,62.6,67.4,59.4,74.4,57.4,69.0,60.8,36.8,32.4,38.4,21.8,624.4
IDCJAC0001,86068,2013,4.2,85.8,48.6,21.4,38.8,129.2,49.8,49.0,76.0,66.4,55.2,44.8,669.2
IDCJAC0001,86068,2014,14.4,17.0,20.6,81.8,54.2,50.0,28.4,35.2,49.6,37.2,57.0,36.4,481.8
IDCJAC0001,86068,2015,30.8,43.8,28.6,44.0,46.6,35.2,68.0,46.0,33.6,19.0,36.0,42.6,474.2
IDCJAC0001,86068,2016,38.2,9.4,27.6,51.0,53.4,71.8,63.6,55.2,94.6,91.6,61.0,103.2,720.6
IDCJAC0001,86068,2017,35.6,48.4,29.2,118.0,24.4,22.2,26.2,60.2,47.2,40.4,44.6,155.2,651.6
IDCJAC0001,86068,2018,81.2,1.6,35.8,11.8,72.0,59.2,19.6,52.4,15.2,null,114.6,104.4,null
IDCJAC0001,86068,2019,22.4,21.6,17.6,15.2,null,null,null,null,null,null,null,null,null
