Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,61250,1967,null,null,null,null,null,null,null,null,null,null,13.2,30.9,null
IDCJAC0001,61250,1968,276.2,48.2,277.4,13.9,112.0,7.9,27.0,110.6,9.1,1.3,23.9,66.3,973.8
IDCJAC0001,61250,1969,8.2,138.5,115.9,87.7,46.9,166.2,25.5,67.3,38.2,160.8,140.2,49.1,1044.5
IDCJAC0001,61250,1970,217.9,30.8,54.8,29.6,10.6,10.7,0.0,14.3,118.2,32.8,70.9,203.9,794.5
IDCJAC0001,61250,1971,319.9,205.4,82.5,29.7,62.3,84.7,22.0,20.0,15.4,9.2,37.2,172.9,1061.2
IDCJAC0001,61250,1972,308.0,19.6,126.0,75.8,70.3,57.3,2.3,61.4,32.7,145.3,126.8,30.9,1056.4
IDCJAC0001,61250,1973,33.3,189.4,51.7,18.3,15.5,22.4,49.6,31.8,21.8,109.5,120.2,52.9,716.4
IDCJAC0001,61250,1974,214.5,66.9,113.2,115.0,105.6,148.6,16.5,52.4,16.0,57.8,120.0,24.6,1051.1
IDCJAC0001,61250,1975,43.0,103.1,78.4,94.2,21.5,166.6,18.7,23.7,86.1,29.1,51.1,92.7,808.2
IDCJAC0001,61250,1976,180.6,218.2,268.6,43.6,27.6,86.6,72.5,23.4,31.8,93.1,48.6,20.4,1115.0
IDCJAC0001,61250,1977,50.2,249.8,268.6,25.2,226.4,25.0,21.8,19.0,62.4,23.4,20.8,28.1,1020.7
IDCJAC0001,61250,1978,207.6,15.2,286.0,90.0,53.2,106.6,16.4,32.0,75.6,74.0,72.6,123.2,1152.4
IDCJAC0001,61250,1979,52.6,11.4,99.4,56.4,222.6,71.4,27.4,8.2,34.6,55.2,19.6,27.2,686.0
IDCJAC0001,61250,1980,89.2,37.2,55.8,1.6,77.0,51.0,27.8,3.6,0.0,31.8,10.6,97.8,483.4
IDCJAC0001,61250,1981,27.6,282.0,9.6,97.8,119.8,39.0,35.0,1.0,9.4,103.8,143.6,74.6,943.2
IDCJAC0001,61250,1982,66.0,124.8,182.2,48.0,3.8,34.2,39.2,9.8,109.2,73.4,22.6,21.4,734.6
IDCJAC0001,61250,1983,63.4,38.0,116.4,123.8,69.4,42.8,25.4,13.4,21.2,132.4,50.4,93.6,790.2
IDCJAC0001,61250,1984,189.0,119.6,170.6,88.2,26.4,49.0,87.0,10.6,27.8,95.6,145.6,59.2,1068.6
IDCJAC0001,61250,1985,2.8,64.8,61.0,150.4,147.8,41.2,85.2,33.0,45.4,288.2,111.4,96.4,1127.6
IDCJAC0001,61250,1986,168.6,69.0,12.8,20.2,25.6,52.4,32.8,93.0,73.8,34.4,156.2,13.2,752.0
IDCJAC0001,61250,1987,124.0,11.4,116.4,46.4,110.0,46.6,45.2,145.8,9.0,112.0,121.2,112.4,1000.4
IDCJAC0001,61250,1988,155.2,189.6,86.6,416.0,44.6,41.0,83.0,51.6,91.4,4.2,115.2,71.2,1349.6
IDCJAC0001,61250,1989,219.6,49.8,125.0,162.6,126.6,173.0,50.2,7.8,13.6,25.2,54.2,61.0,1068.6
IDCJAC0001,61250,1990,73.0,487.0,65.4,155.8,83.6,34.6,57.8,79.0,97.2,58.4,21.8,31.4,1245.0
IDCJAC0001,61250,1991,84.8,7.8,10.6,8.4,93.6,94.8,33.0,8.8,4.4,25.6,23.0,154.2,549.0
