Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,39128,1959,06,3.4,14,Y
IDCJAC0008,39128,1959,07,3.6,26,Y
IDCJAC0008,39128,1959,08,3.2,11,Y
IDCJAC0008,39128,1959,09,5.8,21,Y
IDCJAC0008,39128,1959,10,8.9,01,Y
IDCJAC0008,39128,1959,11,15.6,21,Y
IDCJAC0008,39128,1959,12,18.8,03,Y
IDCJAC0008,39128,1960,01,18.6,04,Y
IDCJAC0008,39128,1960,02,18.3,22,Y
IDCJAC0008,39128,1960,03,15.6,31,Y
IDCJAC0008,39128,1960,04,8.3,24,Y
IDCJAC0008,39128,1960,05,3.3,17,Y
IDCJAC0008,39128,1960,06,1.3,25,Y
IDCJAC0008,39128,1960,07,1.2,20,Y
IDCJAC0008,39128,1960,08,1.7,07,Y
IDCJAC0008,39128,1960,09,5.6,05,Y
IDCJAC0008,39128,1960,10,10.0,06,Y
IDCJAC0008,39128,1960,11,10.9,05,Y
IDCJAC0008,39128,1960,12,15.0,08,Y
IDCJAC0008,39128,1961,01,16.9,22,Y
IDCJAC0008,39128,1961,02,17.6,07,Y
IDCJAC0008,39128,1961,03,16.4,10,Y
IDCJAC0008,39128,1961,04,13.4,26,Y
IDCJAC0008,39128,1961,05,6.5,17,Y
IDCJAC0008,39128,1961,06,2.9,20,Y
IDCJAC0008,39128,1961,07,2.9,08,Y
IDCJAC0008,39128,1961,08,5.1,22,Y
IDCJAC0008,39128,1961,09,5.1,04,Y
IDCJAC0008,39128,1961,10,12.8,01,Y
IDCJAC0008,39128,1961,11,15.6,01,Y
IDCJAC0008,39128,1961,12,16.7,06,Y
IDCJAC0008,39128,1962,01,20.1,07,Y
IDCJAC0008,39128,1962,02,18.4,26,Y
IDCJAC0008,39128,1962,03,17.1,18,Y
IDCJAC0008,39128,1962,04,13.3,25,Y
IDCJAC0008,39128,1962,05,7.2,31,Y
IDCJAC0008,39128,1962,06,6.1,06,Y
IDCJAC0008,39128,1962,07,5.3,29,Y
IDCJAC0008,39128,1962,08,2.5,23,Y
IDCJAC0008,39128,1962,09,9.4,30,Y
IDCJAC0008,39128,1962,10,7.5,01,Y
IDCJAC0008,39128,1962,11,14.8,01,Y
IDCJAC0008,39128,1962,12,16.6,07,Y
IDCJAC0008,39128,1963,01,18.8,23,Y
IDCJAC0008,39128,1963,02,18.3,25,Y
IDCJAC0008,39128,1963,03,18.4,07,Y
IDCJAC0008,39128,1963,04,14.6,22,Y
IDCJAC0008,39128,1963,05,8.7,23,Y
IDCJAC0008,39128,1963,06,6.5,19,Y
IDCJAC0008,39128,1963,07,0.8,18,Y
IDCJAC0008,39128,1963,08,7.2,31,Y
IDCJAC0008,39128,1963,09,5.8,02,Y
IDCJAC0008,39128,1963,10,10.1,02,Y
IDCJAC0008,39128,1963,11,14.6,11,Y
IDCJAC0008,39128,1963,12,16.1,06,Y
IDCJAC0008,39128,1964,01,17.2,18,Y
IDCJAC0008,39128,1964,02,16.8,26,Y
IDCJAC0008,39128,1964,03,18.8,25,Y
IDCJAC0008,39128,1964,04,14.3,30,Y
IDCJAC0008,39128,1964,05,9.3,13,Y
IDCJAC0008,39128,1964,06,5.4,23,Y
IDCJAC0008,39128,1964,07,2.3,23,Y
IDCJAC0008,39128,1964,08,2.7,13,Y
IDCJAC0008,39128,1964,09,9.4,14,Y
IDCJAC0008,39128,1964,10,9.0,05,Y
IDCJAC0008,39128,1964,11,10.6,01,Y
IDCJAC0008,39128,1964,12,11.0,11,Y
IDCJAC0008,39128,1965,01,16.2,10,Y
IDCJAC0008,39128,1965,02,17.8,07,Y
IDCJAC0008,39128,1965,03,16.1,27,Y
IDCJAC0008,39128,1965,04,15.8,11,Y
IDCJAC0008,39128,1965,05,8.3,21,Y
IDCJAC0008,39128,1965,06,6.0,23,Y
IDCJAC0008,39128,1965,07,1.6,12,Y
IDCJAC0008,39128,1965,08,5.4,10,Y
IDCJAC0008,39128,1965,09,8.3,18,Y
IDCJAC0008,39128,1965,10,12.4,08,Y
IDCJAC0008,39128,1965,11,14.2,17,Y
IDCJAC0008,39128,1965,12,16.9,20,Y
IDCJAC0008,39128,1966,01,16.8,04,Y
IDCJAC0008,39128,1966,02,17.8,10,Y
IDCJAC0008,39128,1966,03,13.9,29,Y
IDCJAC0008,39128,1966,04,8.3,30,Y
IDCJAC0008,39128,1966,05,6.1,27,Y
IDCJAC0008,39128,1966,06,5.0,13,Y
IDCJAC0008,39128,1966,07,2.3,18,Y
IDCJAC0008,39128,1966,08,6.3,24,Y
IDCJAC0008,39128,1966,09,9.4,06,Y
IDCJAC0008,39128,1966,10,8.2,09,Y
IDCJAC0008,39128,1966,11,14.1,20,Y
IDCJAC0008,39128,1966,12,16.6,13,Y
IDCJAC0008,39128,1967,01,16.8,06,Y
IDCJAC0008,39128,1967,02,17.7,05,Y
IDCJAC0008,39128,1967,03,15.0,23,Y
IDCJAC0008,39128,1967,04,14.4,29,Y
IDCJAC0008,39128,1967,05,5.7,31,Y
IDCJAC0008,39128,1967,06,7.4,01,Y
IDCJAC0008,39128,1967,07,5.6,05,Y
