Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,90015,1862,05,168.4,Y
IDCJAC0001,90015,1862,06,180.8,Y
IDCJAC0001,90015,1862,07,234.7,Y
IDCJAC0001,90015,1862,08,81.8,Y
IDCJAC0001,90015,1862,09,117.9,Y
IDCJAC0001,90015,1862,10,73.7,Y
IDCJAC0001,90015,1862,11,28.7,Y
IDCJAC0001,90015,1862,12,18.0,Y
IDCJAC0001,90015,1863,01,71.9,Y
IDCJAC0001,90015,1863,02,55.6,Y
IDCJAC0001,90015,1863,04,31.0,Y
IDCJAC0001,90015,1863,05,113.3,Y
IDCJAC0001,90015,1863,06,93.5,Y
IDCJAC0001,90015,1863,07,202.9,Y
IDCJAC0001,90015,1863,08,170.9,Y
IDCJAC0001,90015,1863,09,116.3,Y
IDCJAC0001,90015,1863,10,143.5,Y
IDCJAC0001,90015,1863,11,110.5,Y
IDCJAC0001,90015,1863,12,67.3,Y
IDCJAC0001,90015,1864,01,69.9,Y
IDCJAC0001,90015,1864,02,49.5,Y
IDCJAC0001,90015,1864,03,7.1,Y
IDCJAC0001,90015,1864,04,162.3,Y
IDCJAC0001,90015,1864,05,91.2,Y
IDCJAC0001,90015,1864,06,124.5,Y
IDCJAC0001,90015,1864,07,99.1,Y
IDCJAC0001,90015,1864,08,94.5,Y
IDCJAC0001,90015,1864,09,108.7,Y
IDCJAC0001,90015,1864,10,123.4,Y
IDCJAC0001,90015,1864,11,18.8,Y
IDCJAC0001,90015,1864,12,37.1,Y
IDCJAC0001,90015,1865,01,12.7,Y
IDCJAC0001,90015,1865,02,34.0,Y
IDCJAC0001,90015,1865,03,74.2,Y
IDCJAC0001,90015,1865,04,53.8,Y
IDCJAC0001,90015,1865,05,167.4,Y
IDCJAC0001,90015,1865,06,131.3,Y
IDCJAC0001,90015,1865,07,99.6,Y
IDCJAC0001,90015,1865,08,102.6,Y
IDCJAC0001,90015,1865,09,93.7,Y
IDCJAC0001,90015,1865,10,64.5,Y
IDCJAC0001,90015,1865,11,57.2,Y
IDCJAC0001,90015,1865,12,89.9,Y
IDCJAC0001,90015,1866,01,50.3,Y
IDCJAC0001,90015,1866,02,18.8,Y
IDCJAC0001,90015,1866,03,39.6,Y
IDCJAC0001,90015,1866,04,46.7,Y
IDCJAC0001,90015,1866,05,108.2,Y
IDCJAC0001,90015,1866,06,101.9,Y
IDCJAC0001,90015,1866,07,95.3,Y
IDCJAC0001,90015,1866,08,85.6,Y
IDCJAC0001,90015,1866,09,126.7,Y
IDCJAC0001,90015,1866,10,129.0,Y
IDCJAC0001,90015,1866,11,60.5,Y
IDCJAC0001,90015,1866,12,8.1,Y
IDCJAC0001,90015,1867,01,23.9,Y
IDCJAC0001,90015,1867,02,70.4,Y
IDCJAC0001,90015,1867,03,12.4,Y
IDCJAC0001,90015,1867,04,52.3,Y
IDCJAC0001,90015,1867,05,40.6,Y
IDCJAC0001,90015,1867,06,66.0,Y
IDCJAC0001,90015,1867,07,131.3,Y
IDCJAC0001,90015,1867,08,110.5,Y
IDCJAC0001,90015,1867,09,207.5,Y
IDCJAC0001,90015,1867,10,157.0,Y
IDCJAC0001,90015,1867,11,35.3,Y
IDCJAC0001,90015,1867,12,82.8,Y
IDCJAC0001,90015,1868,01,105.6,Y
IDCJAC0001,90015,1868,02,7.5,Y
IDCJAC0001,90015,1868,03,52.7,Y
IDCJAC0001,90015,1868,04,68.2,Y
IDCJAC0001,90015,1868,05,25.6,Y
IDCJAC0001,90015,1868,06,63.3,Y
IDCJAC0001,90015,1868,07,94.5,Y
IDCJAC0001,90015,1868,08,118.7,Y
IDCJAC0001,90015,1868,09,115.4,Y
IDCJAC0001,90015,1868,10,102.4,Y
IDCJAC0001,90015,1868,11,46.3,Y
IDCJAC0001,90015,1868,12,13.5,Y
IDCJAC0001,90015,1869,01,25.1,Y
IDCJAC0001,90015,1869,02,175.8,Y
IDCJAC0001,90015,1869,03,54.1,Y
IDCJAC0001,90015,1869,04,30.5,Y
IDCJAC0001,90015,1869,05,195.1,Y
IDCJAC0001,90015,1869,06,77.5,Y
