Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,200790,1972,09,27.0,01,Y
IDCJAC0005,200790,1972,10,27.6,26,Y
IDCJAC0005,200790,1972,11,28.3,19,Y
IDCJAC0005,200790,1972,12,30.3,26,Y
IDCJAC0005,200790,1973,01,30.1,01,Y
IDCJAC0005,200790,1973,02,29.5,28,Y
IDCJAC0005,200790,1973,03,30.5,05,Y
IDCJAC0005,200790,1973,04,28.8,14,Y
IDCJAC0005,200790,1973,05,28.8,17,Y
IDCJAC0005,200790,1973,06,27.8,03,Y
IDCJAC0005,200790,1973,07,28.0,15,Y
IDCJAC0005,200790,1973,08,27.7,29,Y
IDCJAC0005,200790,1973,09,26.8,06,Y
IDCJAC0005,200790,1973,10,27.6,23,Y
IDCJAC0005,200790,1973,11,28.6,03,Y
IDCJAC0005,200790,1973,12,29.6,20,Y
IDCJAC0005,200790,1974,01,27.8,05,Y
IDCJAC0005,200790,1974,02,28.4,22,Y
IDCJAC0005,200790,1974,03,28.6,08,Y
IDCJAC0005,200790,1974,04,28.6,24,Y
IDCJAC0005,200790,1974,05,28.4,10,Y
IDCJAC0005,200790,1974,06,28.0,03,Y
IDCJAC0005,200790,1974,07,27.7,27,Y
IDCJAC0005,200790,1974,08,26.6,03,Y
IDCJAC0005,200790,1974,09,27.0,20,Y
IDCJAC0005,200790,1974,10,29.0,20,Y
IDCJAC0005,200790,1974,11,27.8,30,Y
IDCJAC0005,200790,1974,12,30.6,22,Y
IDCJAC0005,200790,1975,01,29.8,28,Y
IDCJAC0005,200790,1975,02,28.9,01,Y
IDCJAC0005,200790,1975,03,28.9,09,Y
IDCJAC0005,200790,1975,04,29.1,11,Y
IDCJAC0005,200790,1975,05,28.3,05,Y
IDCJAC0005,200790,1975,06,28.5,23,Y
IDCJAC0005,200790,1975,07,27.1,04,Y
IDCJAC0005,200790,1975,08,26.8,31,Y
IDCJAC0005,200790,1975,09,26.5,06,Y
IDCJAC0005,200790,1975,10,27.7,26,Y
IDCJAC0005,200790,1975,11,26.8,22,Y
IDCJAC0005,200790,1975,12,28.3,05,Y
IDCJAC0005,200790,1976,01,28.5,25,Y
IDCJAC0005,200790,1976,02,30.3,20,Y
IDCJAC0005,200790,1976,03,28.4,29,Y
IDCJAC0005,200790,1976,04,28.5,22,Y
IDCJAC0005,200790,1976,05,28.5,09,Y
IDCJAC0005,200790,1976,06,27.0,10,Y
IDCJAC0005,200790,1976,07,26.0,28,Y
IDCJAC0005,200790,1976,08,26.5,27,Y
IDCJAC0005,200790,1976,09,27.0,28,Y
IDCJAC0005,200790,1976,10,27.2,28,Y
IDCJAC0005,200790,1976,11,27.8,12,Y
IDCJAC0005,200790,1976,12,29.4,11,Y
IDCJAC0005,200790,1977,01,30.5,13,Y
IDCJAC0005,200790,1977,02,29.7,05,Y
IDCJAC0005,200790,1977,03,28.9,24,Y
IDCJAC0005,200790,1977,04,28.8,27,Y
IDCJAC0005,200790,1977,05,29.4,14,Y
IDCJAC0005,200790,1977,06,27.6,27,Y
IDCJAC0005,200790,1977,07,26.8,01,Y
IDCJAC0005,200790,1977,08,25.8,07,Y
IDCJAC0005,200790,1977,09,26.3,20,Y
IDCJAC0005,200790,1977,10,27.5,23,Y
IDCJAC0005,200790,1977,11,28.6,27,Y
IDCJAC0005,200790,1977,12,29.0,13,Y
IDCJAC0005,200790,1978,01,29.5,09,Y
IDCJAC0005,200790,1978,02,30.4,20,Y
IDCJAC0005,200790,1978,03,29.3,23,Y
IDCJAC0005,200790,1978,04,28.8,04,Y
IDCJAC0005,200790,1978,05,28.8,14,Y
IDCJAC0005,200790,1978,06,26.9,19,Y
IDCJAC0005,200790,1978,07,27.3,04,Y
IDCJAC0005,200790,1978,08,27.0,05,Y
IDCJAC0005,200790,1978,09,26.1,30,Y
IDCJAC0005,200790,1978,10,27.1,23,Y
IDCJAC0005,200790,1978,11,27.8,30,Y
IDCJAC0005,200790,1978,12,28.6,31,Y
IDCJAC0005,200790,1979,01,28.9,30,Y
IDCJAC0005,200790,1979,02,30.4,18,Y
IDCJAC0005,200790,1979,03,29.5,06,Y
IDCJAC0005,200790,1979,04,29.4,30,Y
IDCJAC0005,200790,1979,05,29.5,10,Y
IDCJAC0005,200790,1979,06,28.2,02,Y
IDCJAC0005,200790,1979,07,26.5,10,Y
IDCJAC0005,200790,1979,08,26.0,15,Y
IDCJAC0005,200790,1979,09,27.2,08,Y
IDCJAC0005,200790,1979,10,28.3,30,Y
IDCJAC0005,200790,1979,11,29.7,08,Y
IDCJAC0005,200790,1979,12,29.7,02,Y
IDCJAC0005,200790,1980,01,29.3,21,Y
IDCJAC0005,200790,1980,02,28.7,19,Y
IDCJAC0005,200790,1980,03,30.1,09,Y
IDCJAC0005,200790,1980,04,30.2,07,Y
IDCJAC0005,200790,1980,05,28.8,14,Y
IDCJAC0005,200790,1980,06,28.0,18,Y
IDCJAC0005,200790,1980,07,28.0,09,Y
IDCJAC0005,200790,1980,08,27.0,23,Y
IDCJAC0005,200790,1980,10,28.3,23,Y
IDCJAC0005,200790,1980,11,28.3,21,Y
IDCJAC0005,200790,1980,12,28.8,14,Y
IDCJAC0005,200790,1981,01,28.8,07,Y
IDCJAC0005,200790,1981,02,29.4,13,Y
IDCJAC0005,200790,1981,03,29.5,18,Y
IDCJAC0005,200790,1981,04,29.5,12,Y
IDCJAC0005,200790,1981,09,30.9,11,Y
IDCJAC0005,200790,1981,10,31.4,18,Y
IDCJAC0005,200790,1981,11,31.8,30,Y
IDCJAC0005,200790,1981,12,31.0,01,Y
IDCJAC0005,200790,1982,01,29.4,03,Y
IDCJAC0005,200790,1982,02,29.8,09,Y
IDCJAC0005,200790,1982,03,29.5,29,Y
IDCJAC0005,200790,1982,04,29.1,04,Y
IDCJAC0005,200790,1982,05,29.3,10,Y
IDCJAC0005,200790,1982,06,29.1,07,Y
IDCJAC0005,200790,1982,07,28.7,21,Y
IDCJAC0005,200790,1982,08,27.8,17,Y
IDCJAC0005,200790,1982,09,27.8,28,Y
IDCJAC0005,200790,1982,10,29.0,21,Y
IDCJAC0005,200790,1982,11,30.4,25,Y
IDCJAC0005,200790,1982,12,31.2,01,Y
IDCJAC0005,200790,1983,01,30.6,20,Y
IDCJAC0005,200790,1983,02,31.5,24,Y
IDCJAC0005,200790,1983,03,31.5,06,Y
IDCJAC0005,200790,1983,04,31.4,11,Y
IDCJAC0005,200790,1983,05,29.6,01,Y
IDCJAC0005,200790,1983,06,28.8,24,Y
IDCJAC0005,200790,1983,07,27.8,01,Y
IDCJAC0005,200790,1983,08,28.0,30,Y
IDCJAC0005,200790,1983,09,28.5,21,Y
IDCJAC0005,200790,1983,10,30.0,31,Y
IDCJAC0005,200790,1983,11,29.5,10,Y
IDCJAC0005,200790,1983,12,28.5,13,Y
IDCJAC0005,200790,1984,01,29.5,20,Y
