Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,9999,2012,01,37.5,21,Y
IDCJAC0005,9999,2012,02,35.0,23,Y
IDCJAC0005,9999,2012,03,38.2,06,Y
IDCJAC0005,9999,2012,04,34.3,10,Y
IDCJAC0005,9999,2012,05,24.0,05,Y
IDCJAC0005,9999,2012,06,20.9,09,Y
IDCJAC0005,9999,2012,07,20.2,21,Y
IDCJAC0005,9999,2012,08,22.0,11,Y
IDCJAC0005,9999,2012,09,24.0,30,Y
IDCJAC0005,9999,2012,10,33.1,21,Y
IDCJAC0005,9999,2012,11,34.6,27,Y
IDCJAC0005,9999,2012,12,32.9,25,Y
IDCJAC0005,9999,2013,01,40.6,01,Y
IDCJAC0005,9999,2013,02,34.8,13,Y
IDCJAC0005,9999,2013,03,28.8,04,Y
IDCJAC0005,9999,2013,04,34.8,04,Y
IDCJAC0005,9999,2013,05,23.9,07,Y
IDCJAC0005,9999,2013,06,20.8,30,Y
IDCJAC0005,9999,2013,07,20.5,14,Y
IDCJAC0005,9999,2013,08,22.9,24,Y
IDCJAC0005,9999,2013,09,22.8,02,Y
IDCJAC0005,9999,2013,10,24.9,07,Y
IDCJAC0005,9999,2013,11,30.5,29,Y
IDCJAC0005,9999,2013,12,31.5,06,Y
IDCJAC0005,9999,2014,01,39.2,12,Y
IDCJAC0005,9999,2014,02,31.6,28,Y
IDCJAC0005,9999,2014,03,36.2,01,Y
IDCJAC0005,9999,2014,04,31.5,11,Y
IDCJAC0005,9999,2014,05,23.6,11,Y
IDCJAC0005,9999,2014,06,23.1,06,Y
IDCJAC0005,9999,2014,07,20.9,01,Y
IDCJAC0005,9999,2014,08,24.7,25,Y
IDCJAC0005,9999,2014,09,29.1,20,Y
IDCJAC0005,9999,2014,10,27.3,02,Y
IDCJAC0005,9999,2014,11,29.9,10,Y
IDCJAC0005,9999,2014,12,29.3,03,Y
IDCJAC0005,9999,2015,01,38.6,28,Y
IDCJAC0005,9999,2015,02,36.6,04,Y
IDCJAC0005,9999,2015,03,40.1,13,Y
IDCJAC0005,9999,2015,04,25.9,21,Y
IDCJAC0005,9999,2015,05,22.0,14,Y
IDCJAC0005,9999,2015,06,22.2,04,Y
IDCJAC0005,9999,2015,07,20.8,01,Y
IDCJAC0005,9999,2015,08,24.0,16,Y
IDCJAC0005,9999,2015,09,28.9,24,Y
IDCJAC0005,9999,2015,10,31.3,01,Y
IDCJAC0005,9999,2015,11,33.3,17,Y
IDCJAC0005,9999,2015,12,36.8,23,Y
IDCJAC0005,9999,2016,01,37.3,16,Y
IDCJAC0005,9999,2016,02,38.9,08,Y
IDCJAC0005,9999,2016,03,37.6,15,Y
IDCJAC0005,9999,2016,04,30.0,03,Y
IDCJAC0005,9999,2016,05,23.3,11,Y
IDCJAC0005,9999,2016,06,20.7,03,Y
IDCJAC0005,9999,2016,07,21.1,16,Y
IDCJAC0005,9999,2016,08,19.6,26,Y
IDCJAC0005,9999,2016,09,20.6,21,Y
IDCJAC0005,9999,2016,10,27.7,23,Y
IDCJAC0005,9999,2016,11,38.8,15,Y
IDCJAC0005,9999,2016,12,32.8,21,Y
IDCJAC0005,9999,2017,01,39.4,26,Y
IDCJAC0005,9999,2017,02,36.9,25,Y
IDCJAC0005,9999,2017,03,34.0,02,Y
IDCJAC0005,9999,2017,04,29.3,11,Y
IDCJAC0005,9999,2017,05,27.0,03,Y
IDCJAC0005,9999,2017,06,23.2,13,Y
IDCJAC0005,9999,2017,07,19.8,11,Y
IDCJAC0005,9999,2017,08,20.4,30,Y
IDCJAC0005,9999,2017,09,24.4,19,Y
IDCJAC0005,9999,2017,10,25.7,14,Y
IDCJAC0005,9999,2017,11,30.4,09,Y
IDCJAC0005,9999,2017,12,33.5,10,Y
IDCJAC0005,9999,2018,01,30.3,05,Y
IDCJAC0005,9999,2018,02,33.2,03,Y
IDCJAC0005,9999,2018,03,35.5,06,Y
IDCJAC0005,9999,2018,04,30.1,29,Y
IDCJAC0005,9999,2018,05,28.9,12,Y
IDCJAC0005,9999,2018,06,21.6,17,Y
IDCJAC0005,9999,2018,07,21.2,12,Y
IDCJAC0005,9999,2018,08,22.6,20,Y
IDCJAC0005,9999,2018,09,24.2,20,Y
IDCJAC0005,9999,2018,10,32.8,17,Y
IDCJAC0005,9999,2018,11,29.3,17,Y
IDCJAC0005,9999,2018,12,36.2,22,Y
IDCJAC0005,9999,2019,01,31.9,20,Y
IDCJAC0005,9999,2019,02,36.7,01,Y
IDCJAC0005,9999,2019,03,33.3,19,Y
IDCJAC0005,9999,2019,04,30.9,01,Y
