Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,68239,2001,null,4.0,53.0,76.6,43.2,10.4,104.6,102.6,45.4,92.6,71.8,11.6,null
IDCJAC0001,68239,2002,73.6,168.0,74.0,53.6,30.8,35.4,17.2,14.0,20.4,1.6,11.0,51.4,551.0
IDCJAC0001,68239,2003,37.4,97.0,88.0,100.4,110.4,39.8,15.2,32.4,16.6,49.8,71.4,33.2,691.6
IDCJAC0001,68239,2004,58.0,73.4,51.8,37.4,4.8,18.8,33.4,17.8,47.2,98.6,58.2,57.4,556.8
IDCJAC0001,68239,2005,49.2,126.2,52.0,12.4,16.0,69.4,89.8,8.8,107.0,48.4,159.4,54.6,793.2
IDCJAC0001,68239,2006,93.0,20.6,24.8,5.4,35.8,94.0,89.0,22.4,53.0,2.2,30.8,60.2,531.2
IDCJAC0001,68239,2007,20.8,176.2,77.4,34.8,27.0,270.6,19.0,29.0,25.4,30.4,102.2,60.6,873.4
IDCJAC0001,68239,2008,81.0,143.2,41.4,34.0,7.2,78.4,51.8,37.6,51.2,75.0,58.0,82.0,740.8
IDCJAC0001,68239,2009,12.4,59.8,29.4,70.2,100.8,27.0,22.2,11.8,27.8,52.0,28.2,84.0,525.6
IDCJAC0001,68239,2010,64.2,124.2,54.0,15.2,100.6,33.8,null,33.8,35.0,55.6,176.2,106.6,null
IDCJAC0001,68239,2011,55.2,68.2,102.8,32.0,59.4,74.0,88.8,51.6,21.0,null,96.6,61.0,null
IDCJAC0001,68239,2012,42.2,254.4,204.4,74.8,17.6,83.6,31.0,8.4,20.6,44.0,51.2,27.8,860.0
IDCJAC0001,68239,2013,136.8,156.8,68.6,56.8,43.4,181.8,19.0,4.4,52.4,12.0,76.8,41.4,850.2
IDCJAC0001,68239,2014,16.2,27.8,162.4,47.2,24.0,29.8,5.0,217.8,32.6,57.8,22.4,null,null
IDCJAC0001,68239,2015,null,63.8,55.4,210.4,37.4,48.8,51.0,169.6,29.2,13.0,15.8,48.2,null
IDCJAC0001,68239,2016,129.6,31.4,37.2,33.2,18.2,318.0,95.2,41.8,63.8,33.8,28.2,32.6,863.0
IDCJAC0001,68239,2017,33.4,81.4,237.0,39.6,24.4,73.0,1.4,36.2,1.4,39.8,59.4,34.0,661.0
IDCJAC0001,68239,2018,53.2,112.4,19.8,27.2,19.2,60.8,5.2,27.2,17.0,64.8,122.2,90.8,619.8
IDCJAC0001,68239,2019,55.0,6.4,124.4,15.0,null,null,null,null,null,null,null,null,null
