Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,48027,1962,null,null,null,null,20.6,0.3,41.6,45.8,23.5,22.9,22.6,129.7,null
IDCJAC0001,48027,1963,34.1,27.5,68.3,31.9,69.1,49.4,21.8,45.0,27.3,39.2,10.5,56.7,480.8
IDCJAC0001,48027,1964,8.2,6.1,7.9,22.0,16.0,30.9,20.8,15.2,71.5,44.5,3.3,7.2,253.6
IDCJAC0001,48027,1965,2.1,3.3,4.9,3.3,10.6,11.7,9.5,26.7,2.9,24.5,15.8,19.7,135.0
IDCJAC0001,48027,1966,15.2,3.8,14.0,8.1,38.2,2.1,30.6,74.1,22.1,29.5,77.9,78.4,394.0
IDCJAC0001,48027,1967,10.2,0.3,36.4,0.0,26.4,17.6,0.8,42.1,5.8,15.3,16.3,11.5,182.7
IDCJAC0001,48027,1968,95.5,7.9,28.5,18.8,76.8,12.7,43.2,16.8,28.5,7.4,34.9,19.3,390.3
IDCJAC0001,48027,1969,3.3,54.4,217.6,0.3,4.5,36.6,69.0,4.7,25.0,37.0,12.9,4.5,469.8
IDCJAC0001,48027,1970,46.3,26.4,27.8,69.7,6.0,5.7,0.5,41.5,65.0,43.2,22.7,14.5,369.3
IDCJAC0001,48027,1971,69.4,188.9,48.9,19.6,8.1,7.7,31.1,76.3,8.2,6.4,71.6,98.4,634.6
IDCJAC0001,48027,1972,99.6,26.7,0.0,7.8,30.5,5.9,7.6,31.5,3.0,14.5,4.9,6.3,238.3
IDCJAC0001,48027,1973,63.4,114.9,28.7,13.9,23.0,64.5,26.4,50.9,11.1,104.6,100.9,82.5,684.8
IDCJAC0001,48027,1974,151.8,126.4,36.2,122.2,10.6,10.3,18.9,28.4,17.5,77.9,24.7,3.9,628.8
IDCJAC0001,48027,1975,6.4,27.3,19.6,0.1,0.0,45.5,1.4,35.0,102.0,61.7,4.6,67.0,370.6
IDCJAC0001,48027,1976,157.6,97.3,4.0,5.6,1.0,35.6,61.2,6.8,21.8,53.6,32.0,22.2,498.7
IDCJAC0001,48027,1977,39.0,23.0,51.8,0.0,144.0,15.2,2.0,3.8,35.4,20.4,4.0,5.0,343.6
IDCJAC0001,48027,1978,138.2,0.8,53.0,0.1,80.7,40.8,53.2,14.6,50.6,13.8,117.0,40.6,603.4
