Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,61390,1998,07,3.5,17,Y
IDCJAC0008,61390,1998,08,2.6,02,Y
IDCJAC0008,61390,1998,09,6.7,17,Y
IDCJAC0008,61390,1998,10,5.4,28,Y
IDCJAC0008,61390,1998,11,8.9,04,Y
IDCJAC0008,61390,1998,12,12.2,02,Y
IDCJAC0008,61390,1999,01,17.5,03,Y
IDCJAC0008,61390,1999,02,15.2,20,Y
IDCJAC0008,61390,1999,03,13.2,29,Y
IDCJAC0008,61390,1999,04,9.1,27,Y
IDCJAC0008,61390,1999,05,4.3,16,Y
IDCJAC0008,61390,1999,06,4.2,21,Y
IDCJAC0008,61390,2000,08,5.3,24,Y
IDCJAC0008,61390,2000,09,5.0,13,Y
IDCJAC0008,61390,2000,10,7.2,03,Y
IDCJAC0008,61390,2000,11,11.8,09,Y
IDCJAC0008,61390,2000,12,12.5,02,Y
IDCJAC0008,61390,2001,01,12.9,14,Y
IDCJAC0008,61390,2001,02,17.1,08,Y
IDCJAC0008,61390,2001,03,10.2,29,Y
IDCJAC0008,61390,2001,04,10.8,25,Y
IDCJAC0008,61390,2001,05,4.8,31,Y
IDCJAC0008,61390,2001,06,4.4,15,Y
IDCJAC0008,61390,2001,07,4.5,09,Y
IDCJAC0008,61390,2001,08,3.2,24,Y
IDCJAC0008,61390,2001,09,7.4,02,Y
IDCJAC0008,61390,2001,10,7.2,10,Y
IDCJAC0008,61390,2001,11,10.5,13,Y
IDCJAC0008,61390,2001,12,11.2,09,Y
IDCJAC0008,61390,2002,01,15.1,04,Y
IDCJAC0008,61390,2002,02,13.1,11,Y
IDCJAC0008,61390,2002,03,12.5,12,Y
IDCJAC0008,61390,2002,04,11.5,07,Y
IDCJAC0008,61390,2002,05,6.3,18,Y
IDCJAC0008,61390,2002,06,2.7,27,Y
IDCJAC0008,61390,2002,07,1.2,12,Y
IDCJAC0008,61390,2002,08,3.6,14,Y
IDCJAC0008,61390,2002,09,5.5,13,Y
IDCJAC0008,61390,2002,10,7.2,01,Y
IDCJAC0008,61390,2002,11,9.5,06,Y
IDCJAC0008,61390,2002,12,8.7,07,Y
IDCJAC0008,61390,2003,01,12.3,16,Y
IDCJAC0008,61390,2003,02,17.2,04,Y
IDCJAC0008,61390,2003,03,9.9,03,Y
IDCJAC0008,61390,2003,04,9.5,24,Y
IDCJAC0008,61390,2003,05,7.3,31,Y
IDCJAC0008,61390,2003,06,5.0,09,Y
IDCJAC0008,61390,2003,07,2.8,28,Y
IDCJAC0008,61390,2003,08,2.5,03,Y
IDCJAC0008,61390,2003,09,4.7,09,Y
IDCJAC0008,61390,2003,10,8.6,11,Y
IDCJAC0008,61390,2003,11,7.0,03,Y
IDCJAC0008,61390,2003,12,14.0,10,Y
IDCJAC0008,61390,2004,01,12.7,09,Y
IDCJAC0008,61390,2004,02,13.4,28,Y
IDCJAC0008,61390,2004,03,12.8,25,Y
IDCJAC0008,61390,2004,04,8.2,26,Y
IDCJAC0008,61390,2004,05,4.9,28,Y
IDCJAC0008,61390,2004,06,4.0,28,Y
IDCJAC0008,61390,2004,07,2.7,07,Y
IDCJAC0008,61390,2004,08,3.0,07,Y
IDCJAC0008,61390,2004,09,4.8,13,Y
IDCJAC0008,61390,2004,10,9.6,09,Y
IDCJAC0008,61390,2004,11,11.2,14,Y
IDCJAC0008,61390,2004,12,14.8,04,Y
IDCJAC0008,61390,2005,01,11.2,01,Y
IDCJAC0008,61390,2005,02,12.3,04,Y
IDCJAC0008,61390,2005,03,11.0,25,Y
IDCJAC0008,61390,2005,04,10.1,02,Y
IDCJAC0008,61390,2005,05,5.1,31,Y
IDCJAC0008,61390,2005,06,4.0,18,Y
IDCJAC0008,61390,2005,07,2.3,18,Y
IDCJAC0008,61390,2005,08,1.8,13,Y
IDCJAC0008,61390,2005,09,5.8,03,Y
IDCJAC0008,61390,2005,10,6.5,08,Y
IDCJAC0008,61390,2005,11,10.0,18,Y
IDCJAC0008,61390,2005,12,11.5,20,Y
IDCJAC0008,61390,2006,01,17.6,07,Y
IDCJAC0008,61390,2006,02,18.1,26,Y
IDCJAC0008,61390,2006,03,13.2,27,Y
IDCJAC0008,61390,2006,04,4.0,23,Y
IDCJAC0008,61390,2006,05,4.1,09,Y
IDCJAC0008,61390,2006,06,2.1,16,Y
IDCJAC0008,61390,2006,07,2.8,09,Y
IDCJAC0008,61390,2006,08,3.7,03,Y
IDCJAC0008,61390,2006,09,7.3,14,Y
IDCJAC0008,61390,2006,10,7.2,10,Y
IDCJAC0008,61390,2006,11,8.5,17,Y
IDCJAC0008,61390,2006,12,10.8,27,Y
IDCJAC0008,61390,2007,01,14.5,10,Y
IDCJAC0008,61390,2007,02,16.5,04,Y
IDCJAC0008,61390,2007,03,10.5,31,Y
IDCJAC0008,61390,2007,04,10.8,14,Y
IDCJAC0008,61390,2007,05,3.5,31,Y
IDCJAC0008,61390,2007,06,3.2,23,Y
IDCJAC0008,61390,2007,07,1.8,16,Y
IDCJAC0008,61390,2007,08,4.3,07,Y
IDCJAC0008,61390,2007,09,6.8,10,Y
IDCJAC0008,61390,2007,10,6.7,14,Y
IDCJAC0008,61390,2007,11,12.5,06,Y
IDCJAC0008,61390,2007,12,12.7,23,Y
IDCJAC0008,61390,2008,01,15.2,24,Y
IDCJAC0008,61390,2008,02,13.2,29,Y
IDCJAC0008,61390,2008,03,9.6,31,Y
IDCJAC0008,61390,2008,04,5.6,30,Y
IDCJAC0008,61390,2008,05,5.6,25,Y
IDCJAC0008,61390,2008,06,4.0,28,Y
IDCJAC0008,61390,2008,07,2.4,12,Y
IDCJAC0008,61390,2008,08,2.6,18,Y
IDCJAC0008,61390,2008,09,4.6,11,Y
IDCJAC0008,61390,2008,10,8.0,07,Y
IDCJAC0008,61390,2008,11,10.4,24,Y
IDCJAC0008,61390,2008,12,11.6,16,Y
IDCJAC0008,61390,2009,01,12.2,18,Y
